license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,cccupdatedate,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,8/5/2021,COMPLETE,MR283035,"Patient Centric of Martha's Vineyard, Ltd.",Tisbury,MA,02568,41.447621,-70.614097,90 Dr. Fisher Rd.,,West Tisbury,MA,02575,POINT (-70.612681 41.414842),POINT (-70.614097 41.4476209),PO Box 1323,,West Tisbury,MA,02575,46-3391023,MRN283035,Wed Apr 29 2020 17:16:30 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 10:43:37 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 08:01:59 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201910,RP201910,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 07 2019 10:39:38 GMT-0400 (Eastern Daylight Time),Wed Jul 29 2020 12:21:16 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:27:53 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Nov 19 2023 03:00:00 GMT-0500 (Eastern Standard Time),15 Mechanics St,N/A,Dukes County,1500,10000,02568,Vineyard Haven,Dukes,41.414842,-70.612681,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/15/2020,COMPLETE,MR281290,"M3 Ventures, Inc.",Plymouth,MA,02360,41.960387,-70.691279,9 Collins Avenue,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.691278 41.9603869),9 Collins Avenue,,Plymouth,MA,02360,35-2472435,MRN281290,Wed Jul 11 2018 15:28:32 GMT-0400 (Eastern Daylight Time),Wed May 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 15 2018 12:34:51 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201874,RPA201874,Not a DBE,,,Fri Sep 13 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 20 2018 08:54:42 GMT-0400 (Eastern Daylight Time),Fri Jul 13 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 09 2018 16:32:47 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 21 2023 03:00:00 GMT-0500 (Eastern Standard Time),9 Collins Ave,N/A,Plymouth County,300,5000,02360,Plymouth,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/16/2022,COMPLETE,MR282446,Capeway Cannabis LLC,Carver,MA,02330,41.829366,-70.753123,307 Tremont St,,Carver,MA,02330,POINT (-70.818958 41.978877),POINT (-70.753123 41.829366),po box 677,,Monument Beach,MA,02553,87-1541402,MRN282446,Tue Feb 15 2022 17:22:53 GMT-0500 (Eastern Standard Time),Thu Sep 23 2021 10:27:33 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Tue Feb 26 2019 12:50:45 GMT-0500 (Eastern Standard Time),Fri Jan 14 2022 11:06:46 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:56:07 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),307 Tremont St,N/A,Plymouth County,1500,10000,02330,Carver,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,7/23/2021,COMPLETE,MR281679,"Herbology Group, Inc.",Easthampton,MA,01027,42.284667,-72.663178,82 Wendell Ave,Suite 100,Pittsfield,MA,01201,POINT (-72.62073 42.322256),POINT (-72.663178 42.2846669),9 Nutmeg Lane,,Sandy Hook,CT,06482,81-4397799,MRN281679,Fri Sep 07 2018 15:04:03 GMT-0400 (Eastern Daylight Time),Mon Aug 27 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Dec 19 2018 09:23:00 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201924,RP201924,Not a DBE,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 02 2018 10:31:58 GMT-0400 (Eastern Daylight Time),Wed Sep 12 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 11:56:35 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),195 Northampton St,N/A,Hampshire County,300,5000,01027,Easthampton,Hampshire,42.322256,-72.62073,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,4/1/2022,COMPLETE,MR282155,"Mayflower Medicinals, Inc.",Lowell,MA,01851,42.627739,-71.320235,33 Union Street,Suite 2,Boston,MA,02108,POINT (-71.275566 42.459085),POINT (-71.320234 42.6277389),33 Union Street,Suite 2,Boston,MA,02108,47-5013962,MRN282155,Mon Feb 24 2020 16:53:50 GMT-0500 (Eastern Standard Time),Mon Jan 13 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,APPROVED,RP201883,RP201883,Not a DBE,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 09 2018 14:58:47 GMT-0500 (Eastern Standard Time),Thu Mar 12 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:32:30 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 18 2023 04:00:00 GMT-0400 (Eastern Daylight Time),450 Chelmsford St,Unit 7,Middlesex County,1500,10000,01851,Lowell,Middlesex,42.459085,-71.275566,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282590,"DMS Trinity, LLC",Chelsea,MA,02150,42.396161,-71.046574,38 Gould Street,,Stoneham,MA,02180,POINT (-71.073493 42.334948),POINT (-71.046574 42.3961609),38 Gould Street,,Stoneham,MA,02180,83-4484332,MRN282590,Mon May 02 2022 14:48:44 GMT-0400 (Eastern Daylight Time),Wed Jan 05 2022 17:44:01 GMT-0500 (Eastern Standard Time),,False,yes,SE305470,,,,,,,"Woman-Owned Business | Lesbian, Gay, Bisexual, and Transgender Owned Business | Minority-Owned Business",,,,Tue Apr 09 2019 13:15:22 GMT-0400 (Eastern Daylight Time),Fri May 27 2022 06:45:32 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 11:48:10 GMT-0400 (Eastern Daylight Time),Mon Aug 22 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 22 2023 04:00:00 GMT-0400 (Eastern Daylight Time),260 2nd St,N/A,Suffolk County,300,5000,02150,Chelsea,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282585,"Health Circle, Inc.",Marshfield,MA,02050,42.102829,-70.748508,21 Commerce Road,,Rockland,MA,02370,POINT (-70.818958 41.978877),POINT (-70.748508 42.102829),21 Commerce Rd,,Rockland,MA,02370,47-4634005,MRN282585,Thu Nov 10 2022 11:03:19 GMT-0500 (Eastern Standard Time),Thu Jun 06 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Mar 31 2023 10:44:43 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201911,RP201911,Not a DBE,,,,Mon Apr 08 2019 09:28:41 GMT-0400 (Eastern Daylight Time),Mon Nov 21 2022 08:58:19 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:20:33 GMT-0500 (Eastern Standard Time),Fri Mar 31 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Mar 31 2024 04:00:00 GMT-0400 (Eastern Daylight Time),120 Enterprise Dr,N/A,Plymouth County,300,10000,02050,Marshfield,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283295,Mint Retail Facilities LLC,Belmont,MA,02478,42.392608,-71.182266,768 Pleasant Street,,Belmont,MA,02478,POINT (-71.275566 42.459085),POINT (-71.182265 42.3926080),21001 N. Tatum Blvd.,#1630-486,Phoenix,AZ,85050,84-4813265,MRN283295,Mon Mar 08 2021 19:55:38 GMT-0500 (Eastern Standard Time),Fri Jan 22 2021 15:26:06 GMT-0500 (Eastern Standard Time),Fri Jul 23 2021 15:38:09 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Not a DBE,,,,Thu Feb 20 2020 13:50:38 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:08:47 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:38:14 GMT-0400 (Eastern Daylight Time),Fri Jul 23 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 23 2022 04:00:00 GMT-0400 (Eastern Daylight Time),768 Pleasant St,N/A,Middlesex County,1500,10000,02478,Belmont,Middlesex,42.459085,-71.275566,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,10/7/2020,COMPLETE,MR281490,Green Biz LLC,Pittsfield,MA,01201,42.409004,-73.262936,45 Bodwell St,,Avon,MA,02322,POINT (-73.209889 42.396128),POINT (-73.262935 42.4090040),45 Bodwell St,,Avon,MA,02322,82-5025315,MRN281490,Thu Oct 11 2018 13:17:00 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Dec 13 2018 08:14:39 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Minority-Owned Business,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 28 2018 20:01:23 GMT-0400 (Eastern Daylight Time),Mon Sep 24 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 01 2018 15:23:28 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Dec 25 2023 03:00:00 GMT-0500 (Eastern Standard Time),1021 South St,N/A,Berkshire County,300,5000,01201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,4/1/2021,COMPLETE,MR282460,Hyecorp LLC,Brockton,MA,02301,42.100481,-71.066528,327 N. Pearl Street,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.066528 42.1004810),137 Main Street,,Brockton,MA,02301,83-3455316,MRN282460,Mon Mar 09 2020 12:26:58 GMT-0400 (Eastern Daylight Time),Mon Jan 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),Mon May 11 2020 09:44:43 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 03 2019 15:00:14 GMT-0500 (Eastern Standard Time),Thu Mar 12 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri May 08 2020 14:45:06 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),327 N Pearl St,N/A,Plymouth County,300,10000,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/23/2021,COMPLETE,MR282207,"GreenStar Herbals, Inc.",Maynard,MA,01754,42.431886,-71.450847,310 Flagg Hill Road,,Boxborough,MA,01719,POINT (-71.275566 42.459085),POINT (-71.450846 42.4318859),310 Flagg Hill Road,,Boxborough,MA,01719,83-0565099,MRN282207,Fri Nov 01 2019 16:28:07 GMT-0400 (Eastern Daylight Time),Tue Aug 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Feb 11 2020 14:54:50 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 19 2018 14:19:33 GMT-0500 (Eastern Standard Time),Wed Nov 06 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:12:26 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),24 Main St,N/A,Middlesex County,300,10000,01754,Maynard,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,11/16/2021,COMPLETE,MR282339,"Commonwealth Alternative Care, Inc.",Brockton,MA,02301,42.053676,-71.060868,30 Mozzone Boulevard,,Taunton,MA,02780,POINT (-70.818958 41.978877),POINT (-71.060867 42.0536760),30 Mozzone Boulevard,,Taunton,MA,02780,37-1834779,MRN282339,Thu Jun 10 2021 09:25:53 GMT-0400 (Eastern Daylight Time),Mon Feb 11 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,no,,,,,APPROVED,RP201926,RP201926,Not a DBE,,,Thu Oct 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jan 25 2019 23:22:39 GMT-0500 (Eastern Standard Time),Fri Jun 25 2021 10:39:52 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 13:57:56 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 26 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1090 W Chestnut St,N/A,Plymouth County,300,10000,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,8/31/2020,COMPLETE,MR282825,"BWell Holdings, Inc",Provincetown,MA,02657,42.049778,-70.188791,220 Commercial St,Unit 2,Provincetown,MA,02657,POINT (-70.301811 41.698999),POINT (-70.188790 42.0497780),336 Commercial St,Unit 5,Provincetown,MA,02657,83-4427456,MRN282825,Tue Feb 04 2020 14:17:46 GMT-0500 (Eastern Standard Time),Thu Jan 02 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:52:54 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Veteran-Owned Business | Woman-Owned Business",,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 01 2019 14:32:42 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:04:16 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),220 Commercial St,Unit 2,Barnstable County,300,10000,02657,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282740,"Ganesh Wellness, Inc.",Salisbury,MA,01952,42.865563,-70.873185,47 High Street,Suite 432,Medford,MA,02155,POINT (-70.970827 42.635475),POINT (-70.873185 42.8655630),62 Church Hill Rd,,Newtown,CT,06470,82-4520628,MRN282740,Tue May 26 2020 16:47:35 GMT-0400 (Eastern Daylight Time),Wed Dec 11 2019 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Mon May 27 2019 15:00:22 GMT-0400 (Eastern Daylight Time),Thu Jun 11 2020 14:11:31 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 13:55:29 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),191 Lafayette Rd,N/A,Essex County,300,10000,01952,Salisbury,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/11/2021,COMPLETE,MR283193,The Healing Center LLC,Fitchburg,MA,01420,42.581977,-71.819104,346 River Street,,Fitchburg,MA,01450,POINT (-71.840209 42.329642),POINT (-71.819103 42.5819770),228 Lewis Wharf,,Boston,MA,02110,83-0685209,MRN283193,Tue Aug 04 2020 15:04:17 GMT-0400 (Eastern Daylight Time),Fri Apr 10 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 20 2019 17:30:13 GMT-0500 (Eastern Standard Time),Thu Aug 06 2020 11:02:08 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:55:20 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),346 River St,N/A,Worcester County,1500,10000,01420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,2/25/2020,COMPLETE,MR281835,Theory Wellness Inc,Chicopee,MA,01020,42.160706,-72.553467,672 Fuller Road,,Chicopee,MA,01020,POINT (-72.571312 42.12756),POINT (-72.553466 42.1607059),38 Montvale Ave,#210,Stoneham,MA,02180,47-5615911,MRN281835,Sun Mar 03 2019 21:22:37 GMT-0500 (Eastern Standard Time),Fri Mar 01 2019 00:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 03 2019 09:09:09 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201916,RPA201916,Not a DBE,,,Thu Jan 16 2020 03:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 23 2018 17:23:34 GMT-0400 (Eastern Daylight Time),Thu Mar 14 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 14:04:31 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),672 Fuller Rd,N/A,Hampden County,300,5000,01020,Chicopee,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281959,"Two Buds, LLC",Rockland,MA,02370,42.160339,-70.91068,One Liberty Square,Suite 410,Boston,MA,02109,POINT (-70.818958 41.978877),POINT (-70.910679 42.160339),One Liberty Square,Suite 410,Boston,MA,02109,83-1963661,MRN281959,Thu Oct 31 2019 16:41:21 GMT-0400 (Eastern Daylight Time),Tue Aug 06 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Not a DBE,,,,Tue Oct 09 2018 12:30:09 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:44:03 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 29 2024 04:00:00 GMT-0400 (Eastern Daylight Time),53 Air Station Industrial Park,N/A,Plymouth County,300,10000,02370,Rockland,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,2/1/2021,COMPLETE,MR281981,"DDM Sales, Inc.",Blackstone,MA,01504,42.019354,-71.499499,220 Pulaski Boulevard,,Bellingham,MA,02019,POINT (-71.840209 42.329642),POINT (-71.499499 42.019354),220 Pulaski Boulevard,,Bellingham,MA,02019,83-1994009,MRN281981,Thu Apr 23 2020 17:06:54 GMT-0400 (Eastern Daylight Time),Mon Feb 03 2020 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Minority-Owned Business,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sat Oct 20 2018 10:23:08 GMT-0400 (Eastern Daylight Time),Wed May 20 2020 14:37:14 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:42:41 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 20 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1 Lloyd St,N/A,Worcester County,300,10000,01504,Blackstone,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282909,True East Leaf LLC,Pittsfield,MA,01201,42.461123,-73.251279,161 Seymour Street,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.251278 42.4611230),12 Vivian Avenue,,Pittsfield,MA,01201,83-4481897,MRN282909,Thu Jun 03 2021 10:42:06 GMT-0400 (Eastern Daylight Time),Fri May 14 2021 15:38:44 GMT-0400 (Eastern Daylight Time),Fri Aug 13 2021 17:47:08 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Woman-Owned Business,,,,Fri Aug 02 2019 12:09:25 GMT-0400 (Eastern Daylight Time),Fri Jul 02 2021 10:45:18 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 14:29:44 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),161 Seymour St,N/A,Berkshire County,1500,10000,01201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284689,"New England Craft Cultivators, LLC",Groton,MA,01450,42.579179,-71.520399,113 George Street,,Boston,MA,02119,POINT (-71.275566 42.459085),POINT (-71.520398 42.5791790),113 George Street,c/o Wes Ritchie,Boston,MA,02119,83-4497618,MRN284689,Tue May 09 2023 10:30:19 GMT-0400 (Eastern Daylight Time),Fri Oct 21 2022 13:24:10 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,Thu Jun 09 2022 16:10:34 GMT-0400 (Eastern Daylight Time),Fri May 12 2023 11:32:46 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 13:56:20 GMT-0400 (Eastern Daylight Time),,,1 Forge Village Rd,N/A,Middlesex County,1500,,01450,Groton,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/29/2020,COMPLETE,MR281845,BERKSHIRE ROOTS INC.,Boston,MA,02128,42.376097,-71.038891,501 DALTON AVE,,PITTSFIELD,MA,01201,POINT (-71.073493 42.334948),POINT (-71.038891 42.3760970),501 DALTON AVE,,PITTSFIELD,MA,01201,81-5430971,MRN281845,Fri May 10 2019 15:37:17 GMT-0400 (Eastern Daylight Time),Tue Apr 23 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 16:12:33 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201903,RP201903,Not a DBE,,,Thu Jun 04 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 29 2018 15:21:10 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 09 2019 11:39:36 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),253 Meridian St,N/A,Suffolk County,300,5000,02128,Boston,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/8/2019,COMPLETE,MR281309,Temescal Wellness of Massachusetts,Hudson,MA,01749,42.396807,-71.601889,252 Coolidge St,,Hudson,MA,01749,POINT (-71.275566 42.459085),POINT (-71.601889 42.3968070),665 Cochituate Road,Second Floor,Framingham,MA,01701,46-2527018,MRN281309,Thu Aug 23 2018 08:20:30 GMT-0400 (Eastern Daylight Time),Wed Jul 25 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 23 2018 08:16:41 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201850,RP201850,Not a DBE,,,Thu Dec 13 2018 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 24 2018 10:23:15 GMT-0400 (Eastern Daylight Time),Thu Aug 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 15:52:02 GMT-0400 (Eastern Daylight Time),Fri Sep 23 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 24 2023 04:00:00 GMT-0400 (Eastern Daylight Time),252 Coolidge St,N/A,Middlesex County,300,5000,01749,Hudson,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
