application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,ccclastupdated,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MC281615,Witch City Gardens LLC,Salem,1970.0,,,36-38 Jefferson Ave,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.900492 42.5144499),36-38 Jefferson Ave,,Salem,MA,1970,83-1048561,MCN281615,Mon Mar 16 2020 14:32:33 GMT-0400 (Eastern Daylight Time),Mon Sep 09 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Fri Jul 20 2018 16:28:22 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:40:40 GMT-0400 (Eastern Daylight Time),Mon Jul 20 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 20 2021 04:00:00 GMT-0400 (Eastern Daylight Time),600.0,5000.0,1970.0,Salem,Essex,42.635475,-70.970827,Northeast,1/29/2024,,MA,42.51445,-70.900493,,Witch City Gardens LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/20/2021,COMPLETE,MP281369,JOLO CAN LLC,Chelsea,2150.0,,,80 Eastern Avenue,,Chelsea,MA,2150,POINT (-71.073493 42.334948),POINT (-71.023652 42.3899510),80 Eastern Avenue,,Chelsea,MA,2150,82-5438932,MPN281369,Fri Nov 15 2019 11:00:22 GMT-0500 (Eastern Standard Time),Mon Dec 17 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 09 2020 13:55:28 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 30 2018 21:56:23 GMT-0400 (Eastern Daylight Time),Wed Aug 28 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:26:45 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 12 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,2150.0,Chelsea,Suffolk,42.334948,-71.073493,Metro Boston,1/29/2024,,MA,42.389951,-71.023653,,JOLO CAN LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR282565,East Coast Remedies Corp.,Somerville,2143.0,,,76-82 Central Street,,Somerville,MA,2143,POINT (-71.275566 42.459085),POINT (-71.103820 42.3882860),116 Clark Avenue,,Chelsea,MA,2150,83-3999538,MRN282565,Wed Feb 23 2022 10:51:37 GMT-0500 (Eastern Standard Time),Wed Oct 20 2021 15:23:37 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Wed Apr 03 2019 11:37:30 GMT-0400 (Eastern Daylight Time),Wed Feb 23 2022 10:55:37 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:47:12 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Apr 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2143.0,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,1/29/2024,,MA,42.388286,-71.103821,,East Coast Remedies Corp.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/29/2020,COMPLETE,MR281910,"Silver Therapeutics, Inc.",Orange,1364.0,,,"82 Wendell Ave, Suite 100",,Pittsfield,MA,1201,POINT (-72.573941 42.587072),POINT (-72.309388 42.5906269),89 Court St,,Saratoga Springs,NY,12866,82-1894711,MRN281910,Mon Jan 28 2019 17:48:31 GMT-0500 (Eastern Standard Time),Mon Jan 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Apr 26 2019 11:12:50 GMT-0400 (Eastern Daylight Time),True,,,,,,,,RPA201854,Not a DBE,,,Thu May 07 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 16:15:46 GMT-0400 (Eastern Daylight Time),Thu Feb 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:39:56 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1364.0,Orange,Franklin,42.587072,-72.573941,Western MA,1/29/2024,,MA,42.590627,-72.309389,,"Silver Therapeutics, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,9/17/2021,COMPLETE,MP281736,"Heka, Inc.",Westfield,1085.0,,,98 Sgt. TM Dion Way,,Westfield,MA,1085,POINT (-72.571312 42.12756),POINT (-72.726052 42.1440699),98 Sgt. TM Dion Way,,Westfield,MA,1085,32-0555210,MPN281736,Mon Nov 25 2019 14:32:01 GMT-0500 (Eastern Standard Time),Wed Aug 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,APPROVED,RP201937,RP201937,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 30 2019 09:13:04 GMT-0400 (Eastern Daylight Time),Wed Nov 27 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:15:27 GMT-0500 (Eastern Standard Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 17 2023 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1085.0,Westfield,Hampden,42.12756,-72.571312,Western MA,1/29/2024,,MA,42.14407,-72.726053,,"Heka, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,FINAL LICENSE,,COMPLETE,MC281999,"Life Essence, Inc.",Holyoke,1040.0,,,56 Canal Street,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.598939 42.2090140),3494 Martin Hurst Road,,Tallahassee,FL,32312,84-8831905,MCN281999,Wed Apr 01 2020 18:01:01 GMT-0400 (Eastern Daylight Time),Fri Jan 17 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 19 2020 17:41:09 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,Indoor,"Tier 09: 70,001 to 80,000 sq. ft",Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Feb 20 2019 09:51:44 GMT-0500 (Eastern Standard Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:27:25 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),600.0,40000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,1/29/2024,,MA,42.209014,-72.59894,,"Life Essence, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,2/12/2021,COMPLETE,MR282356,"Northempton Enterprises, Inc.",Northampton,1060.0,,,2 Conz Street,Unit 4,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.631061 42.3159769),2 Conz Street,Unit 4,Northampton,MA,1060,83-1994260,MRN282356,Mon Feb 24 2020 13:17:13 GMT-0500 (Eastern Standard Time),Thu Oct 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon May 11 2020 09:34:22 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 30 2019 13:07:12 GMT-0500 (Eastern Standard Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 15:00:11 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,"Units #6, #2C, #4, #2A",MA,42.315977,-72.631061,,"Northempton Enterprises, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MP281514,Higher Purpose Corporation,Lee,1238.0,,,392 Merrill Rd,,Pittsfield,AK,1201,POINT (-73.209889 42.396128),POINT (-73.255697 42.2781489),392 Merrill Rd,,Pittsfield,MA,1201,83-2229449,MPN281514,Sun May 10 2020 15:22:41 GMT-0400 (Eastern Daylight Time),Fri Oct 11 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,,Wed Oct 17 2018 09:14:02 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 13:14:45 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:03:26 GMT-0400 (Eastern Daylight Time),Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun May 21 2023 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1238.0,Lee,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.278149,-73.255698,,Higher Purpose Corporation,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,FINAL LICENSE,,COMPLETE,MR283511,Charles River Remedies LLC,Cambridge,2138.0,,,31 Church Street,,Cambridge,MA,2138,POINT (-71.275566 42.459085),POINT (-71.120215 42.374468),907 Massachusetts Avenue,,Cambridge,MA,2139,84-3317990,MRN283511,Fri Apr 23 2021 12:47:58 GMT-0400 (Eastern Daylight Time),Mon Mar 29 2021 13:08:20 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 14:02:39 GMT-0400 (Eastern Daylight Time),True,yes,EE202148,APPROVED,EE202148,EE202148,,,,Not a DBE,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu May 07 2020 15:02:08 GMT-0400 (Eastern Daylight Time),Mon May 03 2021 09:51:30 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:51:01 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2138.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,1/29/2024,,MA,42.374468,-71.120215,SE304354,Charles River Remedies LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MC281757,"Whole Sun Farm, LLC",Dunstable,1827.0,,,48 Valley Street,,Dunstable,MA,1827,POINT (-71.275566 42.459085),POINT (-71.459789 42.6586560),48 Valley Street,,Dunstable,MA,1827,83-2139842,MCN281757,Wed Sep 11 2019 22:28:03 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 08 2020 12:39:26 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,Outdoor,"Tier 01: up to 5,000 square feet",,Wed Oct 17 2018 11:43:15 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:31:35 GMT-0500 (Eastern Standard Time),Wed Apr 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Apr 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),100.0,625.0,1827.0,Dunstable,Middlesex,42.459085,-71.275566,Northeast,1/29/2024,,MA,42.658656,-71.459789,,"Whole Sun Farm, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,7/5/2022,COMPLETE,MR282682,"Mayflower Medicinals, Inc.",Boston,2134.0,,,230 Harvard Avenue,,Boston,MA,2134,POINT (-71.073493 42.334948),POINT (-71.129600 42.349069),33 Union Street,Suite 2,Boston,MA,2108,47-5013962,MRN282682,Tue Jul 13 2021 14:37:30 GMT-0400 (Eastern Daylight Time),Mon Mar 29 2021 13:18:53 GMT-0400 (Eastern Daylight Time),Thu Aug 19 2021 13:20:02 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201883,RP201883,Not a DBE,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 06 2019 09:35:50 GMT-0400 (Eastern Daylight Time),Fri Jul 16 2021 09:32:06 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 14:26:33 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2134.0,Allston,Suffolk,42.334948,-71.073493,,1/29/2024,,MA,42.349069,-71.129601,,"Mayflower Medicinals, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Microbusiness,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,,COMPLETE,MB282233,Heart of Gold LLC,New Braintree,1531.0,,,1141 Worcester Road,,New Braintree,MA,1531,POINT (-71.840209 42.329642),POINT (-72.058899 42.317712),1225 Worcester Road,,New Braintree,MA,1531,86-2088059,MBN282233,Wed Aug 18 2021 11:13:11 GMT-0400 (Eastern Daylight Time),Mon Jun 14 2021 08:09:25 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Woman-Owned Business,,,,Mon Feb 08 2021 15:03:10 GMT-0500 (Eastern Standard Time),Mon Aug 23 2021 14:56:40 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:42:57 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5625.0,1531.0,New Braintree,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.317712,-72.0589,,Heart of Gold LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,FINAL LICENSE,,COMPLETE,MC281751,Blue Collar Botany Corp,Fitchburg,1420.0,,,644 River Street,,Fitchburg,MA,1420,POINT (-71.840209 42.329642),POINT (-71.830799 42.5775810),644 River Street,,Fitchburg,MA,1420,83-0825415,MCN281751,Fri Feb 28 2020 16:03:39 GMT-0500 (Eastern Standard Time),Mon Oct 28 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 11 2018 15:07:43 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:04:51 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),200.0,1250.0,1420.0,Fitchburg,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.577581,-71.8308,,Blue Collar Botany Corp,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PMD5981,Always Accurate Enterprise,,,,,20 Lamplighter Lane,,N Chelmsford,MA,1863,,,20 Lamplighter Lane,,N Chelmsford,MA,1863,88-3362619,PMDA5981,Fri Aug 19 2022 10:19:58 GMT-0400 (Eastern Daylight Time),Tue Aug 16 2022 14:48:36 GMT-0400 (Eastern Daylight Time),,True,,SE306262,,,,,,,Not a DBE,,,,Sun Jan 02 2022 13:03:32 GMT-0500 (Eastern Standard Time),Mon Aug 29 2022 15:05:52 GMT-0400 (Eastern Daylight Time),Mon Aug 29 2022 15:06:02 GMT-0400 (Eastern Daylight Time),Mon Aug 29 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 29 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,1/29/2024,,MA,,,SE306262,Always Accurate Enterprise,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MC283502,"STANDISH GREEN GROUP, LLC",Lowell,1852.0,,,663 Lawrence Street,,Lowell,MA,1852,POINT (-71.275566 42.459085),POINT (-71.303307 42.6323429),29 High Street,,Woburn,MA,1801,85-3994067,MCN283502,Wed Aug 25 2021 14:41:44 GMT-0400 (Eastern Daylight Time),Thu Jun 10 2021 11:01:16 GMT-0400 (Eastern Daylight Time),Mon Apr 04 2022 11:59:19 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Fri Apr 30 2021 10:10:39 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 10:41:46 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:11:19 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2024 04:00:00 GMT-0400 (Eastern Daylight Time),600.0,5000.0,1852.0,Lowell,Middlesex,42.459085,-71.275566,Northeast,1/29/2024,,MA,42.632343,-71.303307,,"STANDISH GREEN GROUP, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,7/1/2019,COMPLETE,MC281685,"Mass Alternative Care, Inc.",Chicopee,1020.0,,,1247 East Main Street,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.542676 42.1581550),1247 East Main Street,,Chicopee,MA,1020,46-2915012,MCN281685,Wed Nov 07 2018 17:08:08 GMT-0500 (Eastern Standard Time),Tue Nov 06 2018 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 29 2019 11:03:15 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201836,RPA201836,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu Apr 04 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 14:19:19 GMT-0400 (Eastern Daylight Time),Fri Nov 23 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 10 2019 13:50:19 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 29 2025 03:00:00 GMT-0500 (Eastern Standard Time),600.0,5000.0,1020.0,Chicopee,Hampden,42.12756,-72.571312,Western MA,1/29/2024,,MA,42.158155,-72.542677,,"Mass Alternative Care, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/3/2022,COMPLETE,MR283066,Fresh Fields Lowell LLC,Lowell,1852.0,,,"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,POINT (-71.275566 42.459085),POINT (-71.303886 42.6632219),"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,83-4635997,MRN283066,Thu Jul 16 2020 08:56:42 GMT-0400 (Eastern Daylight Time),Mon Mar 16 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 01 2020 15:45:40 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Oct 21 2019 10:16:07 GMT-0400 (Eastern Daylight Time),Fri Jul 24 2020 07:57:16 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:08:00 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1852.0,Lowell,Middlesex,42.459085,-71.275566,Northeast,1/29/2024,,MA,42.663222,-71.303886,,Fresh Fields Lowell LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,8/5/2021,COMPLETE,MR283033,"Major Bloom, LLC",Worcester,1610.0,,,76 Millbury Street,,Worcester,MA,1610,POINT (-71.840209 42.329642),POINT (-71.799047 42.253307),50 Loring St.,,Hyde Park,MA,2136,82-5007405,MRN283033,Fri Mar 20 2020 14:19:14 GMT-0400 (Eastern Daylight Time),Mon Oct 21 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 26 2020 11:21:52 GMT-0400 (Eastern Daylight Time),True,,,APPROVED,EE202093,EE202093,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 06 2019 14:32:30 GMT-0400 (Eastern Daylight Time),Mon Mar 23 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri May 08 2020 14:20:52 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1610.0,Worcester,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.253307,-71.799047,,"Major Bloom, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Microbusiness,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,,COMPLETE,MB282344,"Greater Goods, LLC",Taunton,2780.0,,,445 Myles Standish Blvd.,,Taunton,MA,2780,POINT (-71.102131 41.778329),POINT (-71.134125 41.9556970),599 E Broadway,,Boston,MA,2127,86-2841346,MBN282344,Tue Oct 12 2021 19:43:20 GMT-0400 (Eastern Daylight Time),Wed Sep 22 2021 11:38:29 GMT-0400 (Eastern Daylight Time),Mon Oct 17 2022 06:50:30 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Tue Sep 14 2021 14:25:07 GMT-0400 (Eastern Daylight Time),Fri Oct 22 2021 11:22:22 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:36:29 GMT-0500 (Eastern Standard Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5625.0,2780.0,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,1/29/2024,,MA,41.955697,-71.134126,,"Greater Goods, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/27/2021,COMPLETE,MP281321,Supercritical Mass Laboratories Inc.,Worcester,1606.0,,,2 Fisher St.,,Northborough,MA,1532,POINT (-71.840209 42.329642),POINT (-71.800753 42.3214729),2 Fisher St.,,Northborough,MA,1532,82-4965917,MPN281321,Mon Dec 23 2019 12:38:14 GMT-0500 (Eastern Standard Time),Mon Aug 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 30 2018 11:08:22 GMT-0400 (Eastern Daylight Time),Fri Feb 14 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:31:13 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 22 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1606.0,Worcester,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.321473,-71.800754,,Supercritical Mass Laboratories Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103057,"Trade Winds, LLC.",,,,,74 Snows Pond Rd,,Wareham,MA,2571,,,74 Snows Pond Rd,,Rochester,MA,2770,85-1203811,PDOA103057,Thu Aug 06 2020 13:37:44 GMT-0400 (Eastern Daylight Time),Thu Jul 02 2020 11:19:10 GMT-0400 (Eastern Daylight Time),,True,,SE304850,,,,,,,Not a DBE,,,,Fri May 29 2020 06:50:29 GMT-0400 (Eastern Daylight Time),Thu Aug 13 2020 15:19:35 GMT-0400 (Eastern Daylight Time),Mon Aug 17 2020 12:37:57 GMT-0400 (Eastern Daylight Time),Mon Aug 17 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 17 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,1/29/2024,,MA,,,SE304850,"Trade Winds, LLC.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PMD5928,Two Brothers Delivery LLC,,,,,9 Bradford Road,,Natick,MA,1760,,,9 Bradford Road,,Natick,MA,1760,87-2623424,PMDA5928,Thu Jul 20 2023 11:11:40 GMT-0400 (Eastern Daylight Time),Wed Jun 28 2023 15:30:49 GMT-0400 (Eastern Daylight Time),,True,,SE305146,,,,,,,Not a DBE,,,,Fri Sep 17 2021 13:14:49 GMT-0400 (Eastern Daylight Time),Fri Jul 28 2023 13:33:18 GMT-0400 (Eastern Daylight Time),Fri Jul 28 2023 13:39:55 GMT-0400 (Eastern Daylight Time),Fri Jul 28 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 28 2025 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,1/29/2024,,MA,,,SE305146,Two Brothers Delivery LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
