business_email,business_legal_name,business_phone,county,data_refreshed_date,license_number
Jnrautogroup@gmail.com,Jnr auto group inc*,1 (914) 230-3246,Mid-Hudson,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000447
b2p@sbcglobal.net,Justice Involved NY INC. *,1 (707) 980-0456,Brooklyn,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000463
joe@thehighercompanyllc.com,The Higher Company LLC*,1 (315) 520-8623,Central NY,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000482
yagafacey@gmail.com,PETE'S 2 CONSTRUCTION INC*,1 (917) 635-7020,Brooklyn,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000507
buddhachief.thebrand@gmail.c,L.O.R.D.S. LLC*,1 (718) 344-9671,Manhattan,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000512
smith@whafh.com,JGSCanna*,1 (914) 523-9623,Mid-Hudson,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000527
georgevlamis@icloud.com,QUBE USA LLC*,1 (845) 417-1781,Manhattan,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000539
rickchoi84@gmail.com,Canary Cannabis Co LLC*,1 (714) 390-0840,Western NY,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000545
mongepenny@yahoo.com,Quality Roots LLC*,1 (347) 236-1146,Brooklyn,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000556
NYCSourApple@gmail.com,NYCSOURAPPLE LLC*,1 (914) 346-7337,Mid-Hudson,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000571
licensing@jamesfrm.com,BK Exotic Outlet LLC*,1 (516) 858-5887,Brooklyn,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000611
matt@cantina62.com,EK Green LLC*,1 (716) 374-0141,Western NY,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000628
lnkang04@aol.com,Dank Street LLC*,1 (603) 818-1530,Central NY,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000683
nick@osteriabuffalo.com,OCC WNY Ventures*,1 (716) 864-6745,Western NY,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000721
peter.solidhomes@gmail.com,Peter Beznos I*,1 (917) 853-1760,Brooklyn,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000739
Terrencemumford@yahoo.com,Exotic Herbals LLC*,1 (951) 293-8452,Brooklyn,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000765
YMRMDISPENSARY@GMAIL.,YMRM Dispensary*,1 (212) 777-9777,Brooklyn,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000768
nickelcitygreen@gmail.com,"Nickel City Green, LLC*",1 (716) 352-5654,Western NY,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000831
neilashmeade@gmail.com,Nucleus Dispensary Inc. *,1 (914) 803-7929,Mid-Hudson,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000848
josegonzelz@gmail.com,"Empire State Gallery Holdings, LLC*",1 (347) 438-7148,Western NY,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000894
nnamdifranks@gmail.com,Medic Grade LLC*,1 (347) 265-3558,Long Island,2023-08-13T18:32:54.182098,OCM-CAURD-2022-000896
,,,,2023-08-13T18:32:54.182098,Provisionally Licensed As of 6/15/2023
maila.lowery1113@me.com,MJ Dispensary*,1 (585) 730-0453,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000012
chrisledlum286@gmail.com,Grow Together LLC*,1 (929) 284-8802,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000075
dfernando2112@gmail.com,Dennis J Fernando JR*,1 (845) 837-9066,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000124
mrfrankbarone@gmail.com,Barone Partners LLC*,1 (323) 229-2828,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000140
Wildbill7932@gmail.com,William J Wheeler*,1 (542) 954-2217,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000155
Hiramjr@firstcapitalbiz.com,Mach Enterprises LLC*,1 (585) 698-9794,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000194
Toddholloway407@gmail.com,Dagga LLC*,1 (518) 221-5392,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000222
james.dewolfe@verizon.net,James J DeWolfe*,1 (718) 288-7689,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000249
stephen@allsportsinternational.,Valley Greens LTD*,1 (914) 413-9794,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000280
rodney@resultsmarketingcaree,Rodney Haymes*,1 (315) 256-5318,Central NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000284
vaughnmayers@gmail.com,Fireleaf LLC*,1 (347) 245-1119,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000303
Scott.general@yahoo.com,Scott M General*,1 (585) 303-5704,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000366
Covenanturbanventures@gmai,Orange County Cannabis LLC*,1 (845) 239-4842,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000369
tyronne.bourne@gmail.com,"Bourne Const & Prog Management*
LLC",1 (347) 225-1866,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000373
alex.pia@gmail.com,EFTC Holding LLC*,1 (845) 537-0811,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000394
professordutcher@gmail.com,Major's Emporium Holdings LLC*,1 (845) 532-8438,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000408
roger@mellotymes.com,Mello Tymes LLC*,1 (917) 809-0420,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000477
jwebski@sweetspotfarms.com,Excelsior Dispensary LLC*,1 (203) 667-7787,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000478
tooheytim@gmail.com,Jaylin M Smith*,1 (716) 913-5293,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000481
jwebski@sweetspotfarms.com,New York Dispensary LLC*,1 (203) 667-7787,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000487
Jonathan.e.lopez827@gmail.co,Vibe Natural LLC*,1 (845) 764-0214,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000566
erika@schuplaw.com,"High Points of the Finger Lakes
LLC*",1 (585) 394-0570,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000567
andreyesq@gmail.com,Tiki Leaves LLC*,1 (646) 644-4414,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000574
jumpshot131@gmail.com,4 Jays LLC*,1 (917) 943-2325,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000588
KevinMwindham@gmail.com,Conceptual Holdings LLC*,1 (424) 333-1378,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000600
leafyproctor@gmail.com,Leafy Green INC*,1 (929) 255-2401,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000613
doug@goftx.com,Faddy's LLC*,1 (845) 807-7006,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000679
trentlives@gmail.com,Canna Life LLC*,1 (617) 304-5246,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000690
"melindanycannabis@gmail.co
m",Gotham Cannabis Corp. *,1 (570) 419-5344,Central NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000715
Northfieldconsultingllc@gmail.c,Northfield Consulting LLC*,1 (585) 303-4373,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000754
APAdispensary@gmail.com,APA Dispensary*,1 (718) 509-5114,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000772
cwatkins@societygroup.co,Dres Pot Shop LLC*,1 (212) 365-0380,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000826
"BONITAMONEY@YAHOO.CO
M",URBAN CLOUDS LLC*,1 (808) 356-9716,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000829
"SAMUELH1113@HOTMAIL.C
OM",SAMUEL HERNANDEZ*,1 (718) 795-6974,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000860
rgallimore103@gmail.com,"All NYC Wireless, LLC*",1 (678) 769-0202,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000867
danielboland1962@gmail.com,DOMINICA62 RETAIL LICENSE*,1 (929) 276-8266,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000892
,,,,2023-08-13T18:32:54.182098,Provisionally Licensed As of 7/19/2023
shannonsmith_ss@yahoo.com,"GreenLakesDispo, LLC*",1 (585) 230-9112,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000001
trbishopesq@gmail.com,"Vladimir Bautista, LLC*",1 (480) 310-1005,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000003
ramon@happymunkey.com,Ramon Reyes LLC*,1 (347) 863-5864,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000006
"Esperanza.Segarra@gmail.co
m",Nuna Harvest LLC*,1 (305) 794-0816,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000007
carl.tirella@gmail.com,Capri Holdings 2 LLC*,1 (914) 715-0364,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000008
david@musumeci.org,David Carl Musumeci*,1 (315) 576-8389,Central NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000010
"ADRIAN_FERNANDEZZ@ICL
OUD.COM","GOOD VIBES NY, INC. *",1 (212) 470-6564,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000014
leonardanthonybk@gmail.com,Kush & Kicks Dispensary LLC*,1 (347) 288-0930,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000019
brooklynorganicbuds@gmail.co,Brooklyn Organic Buds LLC*,1 (631) 506-5733,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000022
simplygreenny@gmail.com,"Simply Green Natural Lifestyle
Remedies LLC*",1 (516) 413-1122,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000024
browniesbrnd@gmail.com,Brownies Dispensary LLC*,1 (518) 961-5478,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000028
maxim@mary.solutions,Juniper NY LLC*,1 (718) 866-7345,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000031
dehran@devilsharvestny.com,"DLD DH, Inc*",1 (917) 567-8139,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000033
716Cannabisllc@gmail.com,716 Cannabis*,1 (716) 997-2752,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000036
Stan.Michaels@att.net,Leafy NYC Corp. *,1 (516) 777-0107,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000041
CMcBain@GetFlos.com,NY Flos LLC*,1 (914) 830-9945,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000043
xjaillet@clarkhill.com,"Green Nexus Dispensary, Inc. *",1 (303) 501-5918,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000046
shane@myelectrician518.com,"MyElectrician518.com, LLC*",1 (518) 376-5914,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000048
fbocci68@gmail.com,"Unbothered Bud, LLC*",1 (516) 241-6967,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000055
BRYANROCCHIO@AOL.COM,Rocchio Realty Inc*,1 (718) 866-5739,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000067
ben@thehighrise.co,High Rise Brands LLC*,1 (917) 583-5867,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000068
denisgmurphy@hotmail.com,Denis Murphy*,1 (631) 521-1105,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000071
torocontact@gmail.com,3 - 5 HOLDINGS LLC*,1 (607) 275-7806,Southern Tier,2023-08-13T18:32:54.182098,OCMCAURD-2022-000072
Bigartsiny@gmail.com,CBD 420 LLC*,1 (718) 500-5339,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000076
rubenrangini@yahoo.com,Nysnoozed limited liability company*,1 (347) 223-7446,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000079
geoff@cannabuff.com,Brownies LLC*,1 (585) 506-6181,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000086
ronaldshen@aol.com,R&R Remedies LLC*,1 (646) 533-5355,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000089
erbquest@gmail.com,TAOZEN LLC*,1 (917) 819-9304,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000090
GINOFINANCE@GMAIL.COM,GG Collective LLC*,1 (516) 557-1874,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000107
dtree249@icloud.com,DAD DISTRIBUTORS LLC*,1 (347) 979-5084,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000110
vpezz88@gmail.com,ALKALIFE LLC*,1 (808) 590-9487,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000111
robbiesproduce@yahoo.com,Robert L. Grannis*,1 (607) 624-0477,Southern Tier,2023-08-13T18:32:54.182098,OCMCAURD-2022-000112
cutmastertrini@yahoo.com,David L Sutherland*,1 (347) 982-3064,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000117
wyzeguys98@gmail.com,Wyzeguyz LLC*,1 (267) 441-2923,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000118
jl@larcmgmt.com,L.A.R.C. MANAGEMENT LLC*,1 (631) 807-6378,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000122
andresavocchi@gmail.com,Savo Group Inc*,1 (718) 541-9810,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000125
emilyhannahbear@gmail.com,"McPhee's Smoke Shop & More
LLC*",1 (518) 742-9951,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000126
mark@thewagonerfirm.com,NIYAWILL LLC*,1 (518) 400-0955,Mohawk Valley,2023-08-13T18:32:54.182098,OCMCAURD-2022-000127
jerry@thecableguysinc.com,The Cable Guys Inc. *,1 (718) 605-6929,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000130
mataleeannla@yahoo.com,"Weed Growers From Seed To Stone
LLC*",1 (718) 210-8779,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000132
kotlyar11235@gmail.com,LEPIS CANNABIS LLC*,1 (212) 729-7574,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000136
michelecole@optonline.net,KGDM ENTERPRISE LLC*,1 (516) 851-2611,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000137
licensing@jamesfrm.com,"MedaBlue, LLC*",1 (516) 858-5887,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000138
gquigua@gmail.com,All Wellness Inc*,1 (929) 478-9414,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000139
SparkboroInc@gmail.com,Sparkboro Inc*,1 (845) 222-9151,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000141
tedhillpestcontrol@gmail.com,Troy A Benson*,1 (845) 654-0101,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000147
charles.tavarez@gmail.com,NYS CANNABIS PARTNERS INC. *,1( 347)804-2552,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000148
daphneborowski@gmail.com,Rodge Archer*,1 (646) 554-0438,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000151
cameronpierre5@gmail.com,MADWIZ LLC*,1 (718) 924-7081,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000152
joetigano1st@outlook.com,"ARE WE GOOD ENTERPRISES
INC. *",1 (631) 522-5036,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000156
"ja@a1entertainmentevents.co
m",John A White*,1 (516) 314-0044,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000159
robanz038@gmail.com,A Little Place to Relax LLC*,1 (518) 331-4774,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000160
leo@shalit-law.com,bzd enterprises llc*,1 (646) 957-0009,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000163
tradesmansean@gmail.com,Sean of all trades LLC*,1 (516) 416-9775,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000166
chrisli1217@gmail.com,TRADER LI CAPITAL LLC*,1 (929) 373-6283,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000167
jillian@astroincnyc.com,"Astro Management, Inc. *",1 (917) 701-3114,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000168
Skurland340@gmail.com,Green Culture LLC*,1 (917) 294-8552,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000177
wes.care@mail.com,WesCare Transportation LLC*,1 (716) 479-0210,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000179
Heatmakersny@gmail.com,Elise Pelka*,1 (914) 471-7704,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000180
j.elliott@dlxagncy.com,Empire Flower Inc. *,1 (845) 233-0990,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000186
dangolden38@outlook.com,Daniel S Dennis*,1 (315) 224-7095,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000190
beastcoastgroup@gmail.com,BEAST COAST GROUP LLC*,1 (516) 444-0947,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000193
info@inainvestigations.com,"Ifill & Associates, LLC*",1 (917) 385-1876,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000198
CEO@exciteunlimited.com,EXCITE UNLIMITED LLC*,1 (646) 532-7800,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000199
candice@brook-islandfuel.com,Candice LoPizzo*,1 (917) 292-0233,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000204
gab@gbnylaw.com,NODAYSOFF CANNABIS*,1 (631) 743-9900,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000213
"mireille@athenianroyaltygroup.
com",Athenian Royalty Group LLC*,1 (347) 736-3918,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000218
wei@mrtalaw.com,"WhiteboxTHC, LLC*",1 (646) 263-7890,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000224
rmrojan@aol.com,K&T Express Inc*,1 (347) 343-0050,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000228
crchristyr9@gmail.com,7 Point Dispensary INC. *,1 (518) 965-1554,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000232
vinnyestate@gmail.com,Vincent Chan*,1 (646) 752-2787,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000233
jrobinson54@optimum.net,"Concrete Construction Consulting
LLC*",1 (631) 298-4474,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000242
coastalgreencorp@gmail.com,Coastal Green LLC*,1 (631) 294-1063,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000250
MindAndBodyCanna@gmail.co,J & H Canna Industries Inc*,1 (631) 484-8350,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000252
mleonardo@hinmanstraub.com,"Robinson’s Cannabis Flowers, LLC.
*",1 (518) 436-0751,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000263
eglickman@msn.com,EGRH LLC. *,1 (561) 358-8058,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000264
alex@budega.nyc,"Budega NYC, Inc. *",1 (917) 697-2667,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000267
omar.cabrera20@gmail.com,Uplift royal LLC*,1 (646) 941-9111,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000268
Bikelifesports@gmail.com,Risk Takerz LLC*,1 (212) 390-0290,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000270
"jahkaya.tellezpugh4@gmail.co
m","Dynasty Commodities, Inc. *",1 (646) 994-5064,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000275
spcorp111@aol.com,Puro vita enterprises inc. *,1 (305) 336-6546,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000276
mkamornik@gmail.com,ov enterprises llc*,1 (646) 642-3623,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000282
celes.walters@yahoo.com,Celes Walters*,1 (347) 563-2770,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000286
drebbin2001@yahoo.com,Seven Forty Eight LLC*,1 (516) 593-1358,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000287
drewpetrone19@gmail.com,Strong Island Chronic LLC*,1 (516) 272-6801,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000290
highsocietywestchester@gmail.,The High Society Social Club LLC*,1 (914) 980-9557,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000293
eileencortez3702@gmail.com,E & J BTQ CORP*,1 (929) 322-7342,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000298
lkqowner@gmail.com,KINGS RAW Property LLC*,1 (914) 760-8614,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000304
"BIGAPPLEEXOTIC@GMAIL.C
OM",BIG APPLE EXOTICS LLC*,1 (347) 484-1257,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000321
Markjgorczyca@gmail.com,"NSEW Trading Company, LLC*",1 (315) 222-5451,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000324
CatRockCAURDLLC@gmail.co,Cat Rock CAURD LLC*,1 (347) 724-7735,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000325
timmyinc@gmail.com,Dai Ma*,1 (917) 982-5409,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000327
tribesofmorocco@gmail.com,"Vibes of Morocco Limited Liability
Company*",1 (347) 415-3834,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000330
rachel.cheung@tlccreativesolut,TLC Creative Solutions Inc*,1 (646) 469-1823,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000333
ac.alanchiu@gmail.com,SLCZ NY LLC*,1 (917) 939-0087,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000335
michaelgardner83@gmail.com,Up State Sports Cards LLC*,1 (518) 879-1441,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000337
flxbbqkim@gmail.com,Kimberly L Baldwin*,1 (716) 574-3679,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000340
evexiadispensary@gmail.com,Evexia Therapeutics LLC*,1 (315) 525-2888,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000344
garrett@opuscg.com,JTCC NY LLC*,1 (607) 761-9337,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000346
hrcxnyc@gmail.com,Garrido Enterprise Worldwide LLC*,1 (917) 564-6889,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000347
"sam@firstchoicediagnostic.co
m","AFNY, LLC*",1 (516) 375-2105,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000353
ddtreelandscaping@gmail.com,"Mojo Working, LLC*",1(914) 447 -1993,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000359
yrandazzo@ltesq.com,B.D.D. Family Distributors LLC*,1 (631) 666-2500,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000362
christopher.whelan2018@gmail,CJ BUSINESS VENTURES LLC*,1 (201) 637-5132,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000365
sheldon@24nyconsulting.com,"The BonTemps Firm Retail, LLC*",1 (347) 522-5965,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000370
hps700nyc@gmail.com,HPS700 NY. LLC*,1 (646) 715-8802,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000371
mattvotypka@gmail.com,Farmer Barney Cannabis LLC*,1 (585) 329-4138,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000379
superdankholdings@gmail.com,"super dank holdings, llc*",1 (516) 650-0370,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000382
stevezoomba54@gmail.com,Stelios Zoumberakis*,1 (718) 736-5182,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000386
cisco.cisco@hotmail.com,MRC Industrial LLC*,1 (914) 230-8830,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000389
Ehrman.asher@gmail.com,TCMA LLC*,1 (310) 560-0156,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000391
licensing@jamesfrm.com,SRCG LLC*,1 (516) 858-5887,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000401
swanlakeequityllc@gmail.com,Swan Lake Equity LLC*,1 (424) 212-2189,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000415
badu5000@yahoo.com,badumanagement corp. *,1 (347) 584-9540,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000418
jwellinja@gmail.com,M&J Genesis Inc*,1 (519) 390-1906,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000420
wnbcafe@gmail.com,"Luxe Oasis, LLC*",1 (917) 507-4446,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000426
mesainy@gmail.com,Hybrid NYC LLC*,1 (917) 385-1867,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000434
gvremax@gmail.com,Washington Place Dispensary LLC*,1 (516) 320-4924,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000437
howell.miller1@icloud.com,"Two Buds Enterprise, Inc. *",1 (347) 427-7439,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000438
neema.wiggins@gmail.com,"Take N Toke Herbal Healing
Solutions Inc*",1 (917) 890-9724,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000444
toastreellc@gmail.com,TOASTREE LLC*,1 (646) 912-1714,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000449
john.c.concannon@gmail.com,"The Hydroterra Cove, Inc*",1 (347) 420-4903,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000450
mleonardo@hinmanstraub.com,"Hold Up Roll Up, LLC*",1 (518) 436-0751,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000468
licensing@jamesfrm.com,Sky High Club LLC*,1 (516) 858-5887,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000470
haliessa212@gmail.com,Authentic 212 LLC*,1 (917) 514-1006,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000475
jackluber@me.com,"Apple Seed Farms, LLC*",1 (631) 897-0808,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000476
ELIZCRUZIRBY@GMAIL.COM,LYFE CAHRMZ INC*,1 (347) 822-9533,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000480
tcrawford145@gmail.com,"XANDER LEGACY, LLC*",1 (917) 254-6938,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000484
