business_legal_name,business_dba_name,business_phone,license_status,license_type,premise_street_address,premise_city,premise_zip_code,business_email,business_owner_name,business_structure,business_image_url,business_website,id,licensing_authority_id,licensing_authority,license_designation,license_number,license_status_date,license_term,premise_latitude,premise_longitude,premise_state,issue_date,expiration_date,parcel_number,activity,premise_county,address,details_url,data_refreshed_date
"Gila Dreams X, LLC",JARS Cannabis,602-607-1216,Operating,Marijuana Establishment,200 N Tonto St Suite A,Payson,85541,"Email
ronnie.kassab@jarscannabis.com",,,,,67,ADHS,Arizona Department of Health Services,Retail - Sell,00000137ESPF58509627,,,34.2423040160175,-111.32828198900832,AZ,4/19/2023,"Gila Dreams X, LLC",,,Gila County,,,2024-01-15T15:33:23.177360
Globe Farmacy Inc,Earth's Healing North,(520) 909-6612,Operating,Marijuana Establishment,78 W River Rd,Tucson,85704,"Email
gfi@earthshealing.org",,,,,68,ADHS,Arizona Department of Health Services,Retail - Sell,00000108ESND56774062,,,32.296683075130375,-110.9726700375652,AZ,8/8/2022,Globe Farmacy Inc,,,Pima County,,,2024-01-15T15:33:23.177360
Green Desert Patient Center Of Peoria,Harvest of Peoria,850-559-7734,Operating,Marijuana Establishment,9275 W Peoria Ave,Ste 104,85345,"Email
compliance@trulieve.com",,,,,69,ADHS,Arizona Department of Health Services,Retail - Sell,00000082ESUB29429633,,,33.580690504270514,-112.25767857285476,AZ,8/8/2022,Green Desert Patient Center Of Peoria,,,Maricopa County,,,2024-01-15T15:33:23.177360
Green Hills Patient Center Inc,Nature's Medicines,(928) 537-4888,Operating,Marijuana Establishment,16913 East Enterprise Drive,Fountain Hills,85268,"Email
jigarp@ammallc.com",,,,,70,ADHS,Arizona Department of Health Services,Retail - Sell,00000103ESEK38100955,,,33.596265895104,-111.715123584361,AZ,8/8/2022,Green Hills Patient Center Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Green Lightning, LLC","Green Lightning, LLC",(480)-219-1300,Operating,Marijuana Establishment,723 N Scottsdale Rd,Tempe,85281,"Email
greenlightning@thepharmaz.com",,,,,71,ADHS,Arizona Department of Health Services,Retail - Sell,0000157ESTHZ07905975,,,33.43777227841214,-111.9255501739334,AZ,4/8/2022,"Green Lightning, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
Green Medicine,Southern Arizona Integrated Therapies (Tucson SAINTS),(520) 886-1003,Operating,Marijuana Establishment,112 S Kolb Rd,Tucson,85710,"Email
roubenaz@gmail.com",,,,,72,ADHS,Arizona Department of Health Services,Retail - Sell,00000094ESMX02282810,,,32.219909954338696,-110.84113312029282,AZ,8/8/2022,Green Medicine,,,Pima County,,,2024-01-15T15:33:23.177360
Green Sky Patient Center Of Scottsdale,Trulieve of Scottsdale Butherus,850-559-7734,Operating,Marijuana Establishment,7320 E Butherus Dr Ste 100,Scottsdale,85260,"Email
compliance@trulieve.com",,,,,73,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000081ESLT56066782,,,33.62332500000001,-111.921705,AZ,8/8/2022,Green Sky Patient Center Of Scottsdale North Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Greenmed, Inc","Greenmed, Inc",(520) 886-2484,Operating,Marijuana Establishment,6464 E Tanque Verde Rd,Tucson,85715,"Email
pooljim@gmail.com",,,,,74,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000113ESLZ23317951,,,32.24495692919405,-110.85464700164479,AZ,8/8/2022,Greenmed Inc,,,Pima County,,,2024-01-15T15:33:23.177360
"Greens Goddess Products, Inc",Marigold Dispensary,(602) 900-4557,Operating,Marijuana Establishment,2601 W. Dunlap Avenue,Phoenix,85017,"Email
dthomas@aeriz.com",,,,,75,ADHS,Arizona Department of Health Services,Retail - Sell,00000061ESIG65334270,,,33.567251979171886,-112.11558996332604,AZ,1/22/2023,"Greens Goddess Products, Inc",,,Maricopa County,,,2024-01-15T15:33:23.177360
Grunge Free LLC,Grunge Free LLC,(520) 525-1473,Operating,Marijuana Establishment,700 North Pinal Parkway Avenue,Florence,85132,"Email
mariavazquezaz65@gmail.com",,,,,76,ADHS,Arizona Department of Health Services,Retail - Sell,0000160ESTDY36165846,,,33.038262106962,-111.379473121548,AZ,4/8/2022,Grunge Free LLC,,,Pinal County,,,2024-01-15T15:33:23.177360
Healing Healthcare 3 Inc,Healing Healthcare 3 Inc,623-385-1310,Operating,Marijuana Establishment,1040 E Camelback Rd,Ste A,85014,"Email
healinghealthcare3@curaleaf.com",,,,,77,ADHS,Arizona Department of Health Services,Retail - Sell,00000020ESEN67630727,,,33.50928048684269,-112.059063,AZ,8/8/2022,Healing Healthcare 3 Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Health For Life Inc,Health For Life Ellsworth,(480) 888-0247,Operating,Marijuana Establishment,7343 S 89th Pl,Mesa,85212,"Email
compliance@ianthus.com",,,,,78,ADHS,Arizona Department of Health Services,Retail - Sell,00000118ESDH66162163,,,33.2820508148768,-111.63993503548988,AZ,8/8/2022,"Health For Life, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
Herbal Wellness Center Inc,Herbal Wellness Center Inc,602-910-4152,Operating,Marijuana Establishment,4126 W Indian School Rd,Phoenix,85019,"Email
hwccompliance@vextscience.com",,,,,79,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,00000032ESPT83532730,,,33.49499847212751,-112.1472495,AZ,8/8/2022,Herbal Wellness Center Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
High Desert Healing Llc,Harvest of Chandler,954-817-2370,Operating,Marijuana Establishment,13433 E. Chandler Blvd. Suite A,Chandler,85225,"Email
compliance@trulieve.com",,,,,80,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000007ESWD35270682,,,33.30609501027786,-111.79284897250722,AZ,8/8/2022,High Desert Healing Llc,,,Maricopa County,,,2024-01-15T15:33:23.177360
High Desert Healing Llc,Harvest of Avondale,954-817-2370,Operating,Marijuana Establishment,3828 S Vermeersch Rd,Avondale,85323,"Email
compliance@trulieve.com",,,,,81,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000014ESNA15249640,,,33.410500991430325,-112.33981110355454,AZ,8/8/2022,High Desert Healing Llc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"High Mountain Health, Llc",High Mountain Cannabis,(928) 774-5467,Operating,Marijuana Establishment,1250 S Plaza Way Ste A,Flagstaff,86001,"Email
kat@highmountainhealth.org",,,,,82,ADHS,Arizona Department of Health Services,Retail - Sell,00000087ESWR93327597,,,35.18833838522141,-111.66296336190787,AZ,8/8/2022,"High Mountain Health, Llc",,,Coconino County,,,2024-01-15T15:33:23.177360
Higher than High I LLC,Higher than High I LLC,310-694-4397,Operating,Marijuana Establishment,26427 South Arizona Avenue,Chandler,85248,"Email
jasonriggs546@gmail.com",,,,,83,ADHS,Arizona Department of Health Services,Retail - Sell,0000151ESTVN87881223,,,33.205691502991,-111.840735120625,AZ,4/8/2022,Higher than High I LLC,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Highgrade Labs of Arizona, LLC","Highgrade Labs of Arizona, LLC",Marijuana Laboratory,Not Operating,Marijuana Laboratory,3141 W Clarendon Ave,Phoenix,85017,,,,,,84,ADHS,Arizona Department of Health Services,Adult-Use,,,,33.49124898830952,-112.12707300303833,AZ,,"Highgrade Labs of Arizona, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
Holistic Patient Wellness Group,Holistic Patient Wellness Group,(480) 795-6363,Operating,Marijuana Establishment,1322 N Mcclintock Dr,Tempe,85281,"Email
tbeyer@beyermanagement.com",,,,,85,ADHS,Arizona Department of Health Services,Retail - Sell,00000015ESEM68131310,,,33.443510395592085,-111.90954484499296,AZ,8/8/2022,Holistic Patient Wellness Group,,,Maricopa County,,,2024-01-15T15:33:23.177360
Inter Ag Services Inc.,Inter Ag Services Inc.,602-273-7248,Operating,Marijuana Laboratory,2515 E University Dr,Phoenix,85034,"Email
daniel@iaslabs.com",,,,,86,ADHS,Arizona Department of Health Services,Adult-Use,00000009LCSL00311854,,,33.423670983604936,-112.02767603659429,AZ,8/10/2022,Inter Ag Services Inc.,,,Maricopa County,,,2024-01-15T15:33:23.177360
Jamestown Center,Jamestown Center,(928) 344-1735,Operating,Marijuana Establishment,4104 E 32nd St,Yuma,85365,"Email
susan.hwang86@gmail.com",,,,,87,ADHS,Arizona Department of Health Services,Retail - Sell,00000045ESYU34105986,,,32.67013734330895,-114.5624000181269,AZ,8/8/2022,Jamestown Center,,,Yuma County,,,2024-01-15T15:33:23.177360
Jamestown Center,BEST Dispensary,623-264-2378,Operating,Marijuana Establishment,1962 N. Higley Rd,Mesa,85205,"Email
susan.hwang86@gmail.com",,,,,88,ADHS,Arizona Department of Health Services,Retail - Sell,00000046ESTW28902560,,,33.450701992703,-111.71951201358787,AZ,8/8/2022,Jamestown Center,,,Maricopa County,,,2024-01-15T15:33:23.177360
Joint Junkies I LLC,Joint Junkies I LLC,(310) 694-4397,Operating,Marijuana Establishment,341 East Route 66,Williams,86046,"Email
mikehalow@gmail.com",,,,,89,ADHS,Arizona Department of Health Services,Retail - Sell,0000158ESTLH17620655,,,35.25198819826,-112.184323245745,AZ,4/8/2022,Joint Junkies I LLC,,,Coconino County,,,2024-01-15T15:33:23.177360
Juicy Joint I LLC,Juicy Joint I LLC,(520) 335-4926,Operating,Marijuana Establishment,2095 East Northern Avenue,Kingman,86409,"Email
compliance@storypartners.com",,,,,90,ADHS,Arizona Department of Health Services,Retail - Sell,0000147ESTXX54706468,,,35.254224322389,-114.028396845808,AZ,4/8/2022,Juicy Joint I LLC,,,Mohave County,,,2024-01-15T15:33:23.177360
K Group Partners Llc,K Group Partners,623-385-1310,Operating,Marijuana Establishment,11200 W Michigan Ave Ste 5,Youngtown,85363,"Email
kgrouppartners@curaleaf.com",,,,,91,ADHS,Arizona Department of Health Services,Retail - Sell,00000029ESAA16670843,,,33.604264715822985,-112.30054602331352,AZ,8/8/2022,"K Group Partners, Llc",,,Maricopa County,,,2024-01-15T15:33:23.177360
Kannaboost Technology Inc,Sol Flower,480-644-2071,Operating,Marijuana Establishment,2424 W University Dr,Tempe,85281,"Email
tbeyer@beyermanagement.com",,,,,92,ADHS,Arizona Department of Health Services,Retail - Sell,00000048ESNO41782628,,,33.421935451093006,-111.9749175,AZ,1/22/2023,Kannaboost Technology Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Kaycha AZ LLC,Kaycha AZ LLC,(770) 365-7752,Operating,Marijuana Laboratory,1231 W Warner Rd,Tempe,85284,"Email
cynthia@kaychalabs.com",,,,,93,ADHS,Arizona Department of Health Services,Adult-Use,00000024LCMD66604568,,,33.3337370182079,-111.959628980588,AZ,2/11/2022,Kaycha Labs AZ,,,Maricopa County,,,2024-01-15T15:33:23.177360
Kind Meds Inc,Kind Meds Inc,(480) 686-9302,Operating,Marijuana Establishment,2152 S Vineyard St Ste 120,Mesa,85210,"Email
jasonechacon@yahoo.com",,,,,94,ADHS,Arizona Department of Health Services,Retail - Sell,00000088ESUZ76069650,,,33.37567200000001,-111.84509249999999,AZ,8/8/2022,Kind Meds Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Kwerles Inc,Harvest of Phoenix,850-508-0261,Operating,Marijuana Establishment,2017 W. Peoria Avenue,Suite A,85029,"Email
compliance@trulieve.com",,,,,95,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Retail - Prepare Edibles,00000005ESIN89499585,,,33.58160800001659,-112.10266096149695,AZ,1/22/2023,Kwerles Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"L1 Management, Llc","L1 Management, Llc",(602) 616-8167,Operating,Marijuana Laboratory,1525 N. Granite Reef Rd.,Scottsdale,85257,"Email
george@levelonelabs.com",,,,,96,ADHS,Arizona Department of Health Services,Adult-Use,00000004LCIG00024823,,,33.464616999712135,-111.89990498679686,AZ,7/8/2022,"L1 Management, Llc, Dba, Level One Labs",,,Maricopa County,,,2024-01-15T15:33:23.177360
Lawrence Health Services LLC,JARS Cannabis,(928) 266-2550,Operating,Marijuana Establishment,2250 Highway 60,Globe,85501,"Email
lhs@mohavecannabis.com",,,,,97,ADHS,Arizona Department of Health Services,Retail - Sell,00000136ESTJ56415147,,,33.41736367604847,-110.82614492964466,AZ,4/19/2023,Lawrence Health Services LLC,,,Gila County,,,2024-01-15T15:33:23.177360
"Legacy & Co., Inc.",JARS Cannabis,(623) 936-9333,Operating,Marijuana Establishment,46639 N Black Canyon Hwy 1-2,New River,85087,"Email
ronnie.kassab@jarscannabis.com",,,,,98,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000079ESTS64678211,,,33.90831,-112.141863,AZ,8/8/2022,"Legacy & Co., Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
Life Changers Investments LLC,Cookies,(480) 452-7275,Operating,Marijuana Establishment,2715 South Hardy Drive,Tempe,85282,"Email
dealsalicia@gmail.com",,,,,99,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Retail - Prepare Edibles,0000156ESTDP70697204,,,33.399630260374224,-111.95160691251587,AZ,4/8/2022,Life Changers Investments LLC,,,Maricopa County,,,2024-01-15T15:33:23.177360
Lone Pine Analytical,Lone Pine Analytical,Marijuana Laboratory,Not Operating,Marijuana Laboratory,2328 E Van Buren St,Phoenix,85006,,,,,,100,ADHS,Arizona Department of Health Services,Adult-Use,,,,33.45218001559944,-112.03125896492566,AZ,,Lone Pine Analytical,,,Maricopa County,,,2024-01-15T15:33:23.177360
M&T Retail Facility,Mint Cannabis,(602) 931-3663,Operating,Marijuana Establishment,2620 W Encanto Blvd,Phoenix,85009,"Email
compliance@brightroot.com",,,,,101,ADHS,Arizona Department of Health Services,Retail - Sell,00000101ESZO30906924,,,33.47372498525014,-112.11598399659432,AZ,8/8/2022,"M&T Retail Facility 1, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
"MCCSE214, LLC","MCCSE214, LLC",(928) 266-2550,Operating,Marijuana Establishment,1975 E Northern Ave,Kingman,86409,"Email
mccse214@mohavecannabis.com",,,,,102,ADHS,Arizona Department of Health Services,Retail - Sell,0000164ESTEB22806734,,,35.254232201378,-114.030286126784,AZ,4/8/2022,"MCCSE214, LLC",,,Mohave County,,,2024-01-15T15:33:23.177360
"MCCSE240, LLC","MCCSE240, LLC",(928) 266-2550,Operating,Marijuana Establishment,12555 NW Grand Ave,El Mirage,85335,"Email
mccse240@mohavecannabis.com",,,,,103,ADHS,Arizona Department of Health Services,Retail - Sell,0000169ESTMB88870542,,,33.623142713703,-112.331138809694,AZ,4/8/2022,"MCCSE240, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
"MCCSE29, LLC","MCCSE29, LLC",(928) 266-2550,Operating,Marijuana Establishment,1691 Industrial Boulevard,Lake Havasu City,86403,"Email
mccse29@mohavecannabis.com",,,,,104,ADHS,Arizona Department of Health Services,Retail - Sell,0000149ESTUL49249395,,,34.493990062966,-114.350751347072,AZ,4/8/2022,"MCCSE29, LLC",,,Mohave County,,,2024-01-15T15:33:23.177360
"MCCSE82, LLC","MCCSE82, LLC",(928) 266-2550,Operating,Marijuana Establishment,3550 North Lane,Bullhead City,86442,"Email
devinedirector@mohavecannabis.com",,,,,105,ADHS,Arizona Department of Health Services,Retail - Sell,0000165ESTJX05511145,,,35.053103940666,-114.587270045484,AZ,4/8/2022,"MCCSE82, LLC",,,Mohave County,,,2024-01-15T15:33:23.177360
"MCD-SE Venture 25, LLC","MCD-SE Venture 25, LLC",602-931-3663,Operating,Marijuana Establishment,15235 North Dysart Road,El Mirage,85335,"Email
compliance@brightroot.com",,,,,106,ADHS,Arizona Department of Health Services,Retail - Sell,0000167ESTML86118201,,,33.622404524881,-112.340378776351,AZ,4/8/2022,"MCD-SE Venture 25, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
"MCD-SE Venture 26, LLC","MCD-SE Venture 26, LLC",602-931-3663,Operating,Marijuana Establishment,15235 North Dysart Road,El Mirage,85335,"Email
compliance@brightroot.com",,,,,107,ADHS,Arizona Department of Health Services,Retail - Sell,0000162ESTOS80671885,,,33.622404524881,-112.340378776351,AZ,4/8/2022,"MCD-SE Venture 26, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
Medical Pain Relief Inc,Trulieve of Casa Grande,850-508-0261,Operating,Marijuana Establishment,1860 E Salk Dr Ste B-1,Casa Grande,85122,"Email
compliance@trulieve.com",,,,,108,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000010ESIR42914838,,,32.88053647215617,-111.70712924715792,AZ,8/8/2022,Medical Pain Relief,,,Pinal County,,,2024-01-15T15:33:23.177360
Medmar Tanque Verde Llc,Desert Bloom Releaf Center,520-886-1760,Operating,Marijuana Establishment,8060 E 22nd St Ste 108,Tucson,85710,"Email
aarrbn@aol.com",,,,,109,ADHS,Arizona Department of Health Services,Retail - Sell,00000039ESEZ33667642,,,32.20632554561744,-110.820789,AZ,8/8/2022,Medmar Tanque Verde Llc,,,Pima County,,,2024-01-15T15:33:23.177360
MK Associates LLC,MK Associates LLC,(703) 915-2159,Operating,Marijuana Establishment,3270 AZ-82,Sonoita,85637,"Email
sbranch@korcannabis.com",,,,,110,ADHS,Arizona Department of Health Services,Retail - Sell,00000143ESKB17654619,,,31.680389285754877,-110.64787381943219,AZ,4/19/2023,MK Associates LLC,,,Santa Cruz County,,,2024-01-15T15:33:23.177360
Mmj Apothecary,Nirvana Center Phoenix,(928) 684-8880,Operating,Marijuana Establishment,9240 West Northern Avenue,Peoria,85345,"Email
edward@doctorkirk.com",,,,,111,ADHS,Arizona Department of Health Services,Retail - Sell,00000100ESEC12878172,,,33.55264538133174,-112.25828247715638,AZ,8/8/2022,Mmj Apothecary,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Mohave Cannabis Club 1, LLC",JARS Cannabis,(928) 768-4665,Operating,Marijuana Establishment,4236 E Juanita Ave,Mesa,85206,"Email
mcc1@mohavecannabis.com",,,,,112,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000098ESAA47054477,,,33.382752879235,-111.742663668349,AZ,8/8/2022,Herbal Assist Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Mohave Cannabis Club 2, LLC",JARS Cannabis,(623) 218-6148,Operating,Marijuana Establishment,20340 N Lake Pleasant Rd. Ste 107,Peoria,85382,"Email
mcc2@mohavecannabis.com",,,,,113,ADHS,Arizona Department of Health Services,Retail - Sell,00000119ESKK32735375,,,33.66865800000001,-112.2806925,AZ,2/26/2023,"Devine River Healing, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
"Mohave Cannabis Club 3, LLC",JARS Cannabis,(800) 332-2437,Operating,Marijuana Establishment,20224 N 27th Ave,Ste 103,85027,"Email
mcc3@mohavecannabis.com",,,,,114,ADHS,Arizona Department of Health Services,Retail - Sell,00000122ESRN95872973,,,33.670989576461444,-112.11744952224566,AZ,3/1/2023,"Mohave Cannabis Club 3, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
"Mohave Cannabis Club 4, LLC",JARS Cannabis,(928) 303-5966,Operating,Marijuana Establishment,12620 N Cave Creek Rd,Phoenix,85022,"Email
mcc4@mohavecannabis.com",,,,,115,ADHS,Arizona Department of Health Services,Retail - Sell,00000107ESVJ79465811,,,33.6016640083872,-112.03769199179378,AZ,2/3/2023,"Devine Herbal Healing, Inc",,,Maricopa County,,,2024-01-15T15:33:23.177360
"Mohave Valley Consulting, Llc",Trulieve of Roosevelt Row,770-330-0831,Operating,Marijuana Establishment,1007 N 7th St,Phoenix,85006,"Email
compliance@trulieve.com",,,,,116,ADHS,Arizona Department of Health Services,Retail - Sell,00000017ESMI32133238,,,33.45891701218622,-112.06473100560937,AZ,1/22/2023,"Mohave Valley Consulting, Llc",,,Maricopa County,,,2024-01-15T15:33:23.177360
Motzz Laboratory Inc,Motzz Laboratory Inc,(602) 454-2376,Operating,Marijuana Laboratory,3540 E Corona Ave,Phoenix,85040,"Email
thelma.sadang@motzzlaboratory.com",,,,,117,ADHS,Arizona Department of Health Services,Adult-Use,00000012LCPQ00235372,,,33.406002015530134,-112.00497398711973,AZ,11/7/2022,Motzz Laboratory Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Natural Herbal Remedies Inc,Natural Herbal Remedies Inc,623-385-1310,Operating,Marijuana Establishment,3333 S Central Ave,Phoenix,85040,"Email
naturalherbalremedies@curaleaf.com",,,,,118,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Cultivate Retail - Sell,00000058ESFA63267513,,,33.416633797391654,-112.07347404007751,AZ,8/8/2022,"Natural Herbal Remedies, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
Natural Relief Clinic Inc,YiLo Superstore,(602) 539-2828,Operating,Marijuana Establishment,2841 W Thunderbird Rd,Phoenix,85032,"Email
carsten@naturalreliefclinic.org",,,,,119,ADHS,Arizona Department of Health Services,Retail - Sell,00000073ESED95493026,,,33.61081020670597,-112.11988260061169,AZ,8/8/2022,Natural Relief Clinic Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Natural Relief Clinic Inc,Green Farmacy,(520) 686-8708,Operating,Marijuana Establishment,4456 E Thomas Road,Phoenix,85018,"Email
carsten@naturalreliefclinic.com",,,,,120,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000066ESUJ44186931,,,33.48068200679528,-111.98515900037492,AZ,8/8/2022,Natural Relief Clinic Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Natural Remedy Patient Center,Natural Remedy Patient Center,623-385-1310,Operating,Marijuana Establishment,16277 N Greenway Hayden Loop,Scottsdale,85260,"Email
naturalremedypatientcare@curaleaf.com",,,,,121,ADHS,Arizona Department of Health Services,Retail - Sell,00000125ESMC92036121,,,33.63379100506836,-111.90734602134086,AZ,8/8/2022,Natural Remedy Patient Center,,,Maricopa County,,,2024-01-15T15:33:23.177360
Nature Med Inc,Harvest of Baseline,850-508-0261,Operating,Marijuana Establishment,1821 W Baseline Rd,Guadalupe,85283,"Email
compliance@trulieve.com",,,,,122,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000056ESPE92908314,,,33.377661,-111.9668445,AZ,8/8/2022,Nature Med Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Nature's Healing Center Inc,The Flower Shop Az,(480) 865-4407,Operating,Marijuana Establishment,3155 E Mcdowell Rd Ste 2,Phoenix,85008,"Email
gretab@theflowershopaz.com",,,,,123,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000041ESLU31226658,,,33.465519,-112.0131495,AZ,8/8/2022,Nature's Healing Center Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Nature's Healing Center Inc,The Flower Shop Az,(480) 865-4407,Operating,Marijuana Establishment,10827 S 51st St,Ste 104,85044,"Email
gretab@theflowershopaz.com",,,,,124,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Retail - Prepare Edibles,00000031ESCS44452076,,,33.34842900000001,-111.974373,AZ,8/8/2022,Nature's Healing Center Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Nature's Wonder Inc,Nature's Wonder Inc,(480) 982-1529,Operating,Marijuana Establishment,260 W Apache Trail Dr,Apache Junction,85120,"Email
carnold@afgmanagement.net",,,,,125,ADHS,Arizona Department of Health Services,Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000075ESJK64208740,,,33.41500135338976,-111.55012094603201,AZ,8/8/2022,Nature's Wonder Inc,,,Pinal County,,,2024-01-15T15:33:23.177360
Non Profit Patient Center Inc,Non Profit Patient Center Inc,(480) 488-2979,Operating,Marijuana Establishment,2960 West Grand Avenue,Phoenix,85017,"Email
carnold@afgmanagement.net",,,,,126,ADHS,Arizona Department of Health Services,Retail - Sell Manufacture - Manufacture,00000037ESIX56363099,,,33.485864327981,-112.122264556644,AZ,8/8/2022,Non Profit Patient Center Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Ocotillo Vista, Inc.","Ocotillo Vista, Inc.",(480) 999-7762,Operating,Marijuana Establishment,2330 North 75th Avenue,Phoenix,85035,"Email
compliance@storypartners.com",,,,,127,ADHS,Arizona Department of Health Services,Retail - Sell,00000051ESYP04501588,,,33.47425396716,-112.221507379888,AZ,1/22/2023,"Ocotillo Vista, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
Onpoint Laboratories Llc,Onpoint Laboratories Llc,Marijuana Laboratory,Not Operating,Marijuana Laboratory,501 S. Main Street,Snowflake,85937,,,,,,128,ADHS,Arizona Department of Health Services,Adult-Use,,,,34.5023800127685,-110.0786900101596,AZ,,Onpoint Laboratories Llc,,,Navajo County,,,2024-01-15T15:33:23.177360
Organica Patient Group Inc,Organica Patient Group Inc,602-910-4152,Operating,Marijuana Establishment,1720 E. Deer Valley Rd.,Suite 101,85204,"Email
opgcompliance@vextscience.com",,,,,129,ADHS,Arizona Department of Health Services,Retail - Sell,00000065ESNW69665422,,,33.68861699182942,-112.04583702238548,AZ,8/8/2022,Organica Patient Group,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Pahana, Inc.",Trulieve of Glendale,850-508-0261,Operating,Marijuana Establishment,13631 N 59th Ave,Ste B110,85304,"Email
compliance@trulieve.com",,,,,130,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000018ESKD27426528,,,33.609339000000006,-112.18585404423246,AZ,1/22/2023,"Pahana, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
"PAL Arizona, LLC","PAL Arizona, LLC",Marijuana Laboratory,Not Operating,Marijuana Laboratory,15455 N Greenway Hayden Loop,Scottsdale,85260,,,,,,131,ADHS,Arizona Department of Health Services,Adult-Use,,,,33.626531983551814,-111.92061499316274,AZ,,"PAL Arizona, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
"PAL Arizona, LLC","PAL Arizona, LLC",Marijuana Laboratory,Not Operating,Marijuana Laboratory,15855 N Greenway Hayden Loop,Scottsdale,85260,,,,,,132,ADHS,Arizona Department of Health Services,Adult-Use,,,,33.629731020717756,-111.91137604038761,AZ,,"PAL Arizona, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
"Patient Alternative Relief Center, LLC",Local Joint,312-819-5061,Operating,Marijuana Establishment,4201 E University Dr,Phoenix,85034,"Email
azlicensing@verano.holdings",,,,,133,ADHS,Arizona Department of Health Services,Retail - Sell,00000086ESQZ01367420,,,33.421671,-111.9910185,AZ,8/8/2022,Patient Alternative Relief Center,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Patient Care Center 301, Inc.",Harvest of Tucson,850-559-7734,Operating,Marijuana Establishment,2734 E Grant Rd,Tucson,85716,"Email
compliance@trulieve.com",,,,,134,ADHS,Arizona Department of Health Services,Retail - Sell,00000004ESAN63639048,,,32.250289252525754,-110.93124710516977,AZ,1/22/2023,"Patient Care Center 301, Inc.",,,Pima County,,,2024-01-15T15:33:23.177360
