application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,ccclastupdated,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,2/22/2022,COMPLETE,MR281863,Just Healthy LLC,Northampton,1060.0,,,58 Pleasant Street,,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.628559 42.3190540),202 State Street,,Northampton,MA,1060,82-5031284,MRN281863,Wed Sep 04 2019 14:27:00 GMT-0400 (Eastern Daylight Time),Mon Jan 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Dec 05 2019 11:34:24 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201898,RPA201898,Not a DBE,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Sep 05 2018 10:59:57 GMT-0400 (Eastern Daylight Time),Thu Sep 12 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 13:43:36 GMT-0500 (Eastern Standard Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,,MA,42.319054,-72.62856,,Just Healthy LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR283656,Ocean Breeze Cultivators LLC,Gloucester,1930.0,,,9 Whistle Stop Way,,Gloucester,MA,1930,POINT (-70.970827 42.635475),POINT (-70.668098 42.6170070),34 Winthrop Ave.,,Gloucester,MA,1930,83-3036787,MRN283656,Tue Apr 06 2021 18:31:15 GMT-0400 (Eastern Daylight Time),Fri Dec 04 2020 13:08:16 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Fri Jul 10 2020 10:43:48 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 08:55:58 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:39:19 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Apr 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1930.0,Gloucester,Essex,42.635475,-70.970827,Northeast,1/29/2024,,MA,42.617007,-70.668099,,Ocean Breeze Cultivators LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284530,Valkyrie Cannabis Inc.,Great Barrington,1230.0,,,325 Stockbridge Rd.,,Great Barrington,MA,1230,POINT (-73.209889 42.396128),POINT (-73.346320 42.2110770),41 Meeting House Lane,,Southampton,NY,11968,85-0492199,MRN284530,Wed Apr 27 2022 16:05:14 GMT-0400 (Eastern Daylight Time),Fri Feb 11 2022 14:55:19 GMT-0500 (Eastern Standard Time),Thu Jul 14 2022 14:14:53 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,Fri Dec 03 2021 10:35:15 GMT-0500 (Eastern Standard Time),Fri May 06 2022 10:40:39 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 11:56:23 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1230.0,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.211077,-73.34632,,Valkyrie Cannabis Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,MR281281,"Team Green, LLC",Boston,2126.0,,,1292 Blue Hill Ave,,Mattapan,MA,2126,POINT (-71.073493 42.334948),POINT (-71.092680 42.2794570),476 Canton Street,,Stoughton,MA,2072,82-5246181,MRN281281,Fri May 15 2020 17:12:24 GMT-0400 (Eastern Daylight Time),Tue Oct 08 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 22 2020 18:53:12 GMT-0400 (Eastern Daylight Time),True,,,APPROVED,EE201890,EEA201884,,,,Not a DBE,,,,Thu Apr 19 2018 15:00:40 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 11:24:37 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:21:21 GMT-0400 (Eastern Daylight Time),Tue Sep 27 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 27 2023 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,2126.0,Mattapan,Suffolk,42.334948,-71.073493,,1/29/2024,,MA,42.279457,-71.092681,,"Team Green, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR282565,East Coast Remedies Corp.,Somerville,2143.0,,,76-82 Central Street,,Somerville,MA,2143,POINT (-71.275566 42.459085),POINT (-71.103820 42.3882860),116 Clark Avenue,,Chelsea,MA,2150,83-3999538,MRN282565,Wed Feb 23 2022 10:51:37 GMT-0500 (Eastern Standard Time),Wed Oct 20 2021 15:23:37 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Wed Apr 03 2019 11:37:30 GMT-0400 (Eastern Daylight Time),Wed Feb 23 2022 10:55:37 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:47:12 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Apr 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2143.0,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,1/29/2024,,MA,42.388286,-71.103821,,East Coast Remedies Corp.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/29/2020,COMPLETE,MR281910,"Silver Therapeutics, Inc.",Orange,1364.0,,,"82 Wendell Ave, Suite 100",,Pittsfield,MA,1201,POINT (-72.573941 42.587072),POINT (-72.309388 42.5906269),89 Court St,,Saratoga Springs,NY,12866,82-1894711,MRN281910,Mon Jan 28 2019 17:48:31 GMT-0500 (Eastern Standard Time),Mon Jan 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Apr 26 2019 11:12:50 GMT-0400 (Eastern Daylight Time),True,,,,,,,,RPA201854,Not a DBE,,,Thu May 07 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 16:15:46 GMT-0400 (Eastern Daylight Time),Thu Feb 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:39:56 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1364.0,Orange,Franklin,42.587072,-72.573941,Western MA,1/29/2024,,MA,42.590627,-72.309389,,"Silver Therapeutics, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,2/12/2021,COMPLETE,MR282356,"Northempton Enterprises, Inc.",Northampton,1060.0,,,2 Conz Street,Unit 4,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.631061 42.3159769),2 Conz Street,Unit 4,Northampton,MA,1060,83-1994260,MRN282356,Mon Feb 24 2020 13:17:13 GMT-0500 (Eastern Standard Time),Thu Oct 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon May 11 2020 09:34:22 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 30 2019 13:07:12 GMT-0500 (Eastern Standard Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 15:00:11 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,"Units #6, #2C, #4, #2A",MA,42.315977,-72.631061,,"Northempton Enterprises, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,FINAL LICENSE,,COMPLETE,MR283511,Charles River Remedies LLC,Cambridge,2138.0,,,31 Church Street,,Cambridge,MA,2138,POINT (-71.275566 42.459085),POINT (-71.120215 42.374468),907 Massachusetts Avenue,,Cambridge,MA,2139,84-3317990,MRN283511,Fri Apr 23 2021 12:47:58 GMT-0400 (Eastern Daylight Time),Mon Mar 29 2021 13:08:20 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 14:02:39 GMT-0400 (Eastern Daylight Time),True,yes,EE202148,APPROVED,EE202148,EE202148,,,,Not a DBE,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu May 07 2020 15:02:08 GMT-0400 (Eastern Daylight Time),Mon May 03 2021 09:51:30 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:51:01 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2138.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,1/29/2024,,MA,42.374468,-71.120215,SE304354,Charles River Remedies LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,7/5/2022,COMPLETE,MR282682,"Mayflower Medicinals, Inc.",Boston,2134.0,,,230 Harvard Avenue,,Boston,MA,2134,POINT (-71.073493 42.334948),POINT (-71.129600 42.349069),33 Union Street,Suite 2,Boston,MA,2108,47-5013962,MRN282682,Tue Jul 13 2021 14:37:30 GMT-0400 (Eastern Daylight Time),Mon Mar 29 2021 13:18:53 GMT-0400 (Eastern Daylight Time),Thu Aug 19 2021 13:20:02 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201883,RP201883,Not a DBE,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 06 2019 09:35:50 GMT-0400 (Eastern Daylight Time),Fri Jul 16 2021 09:32:06 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 14:26:33 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2134.0,Allston,Suffolk,42.334948,-71.073493,,1/29/2024,,MA,42.349069,-71.129601,,"Mayflower Medicinals, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/3/2022,COMPLETE,MR283066,Fresh Fields Lowell LLC,Lowell,1852.0,,,"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,POINT (-71.275566 42.459085),POINT (-71.303886 42.6632219),"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,83-4635997,MRN283066,Thu Jul 16 2020 08:56:42 GMT-0400 (Eastern Daylight Time),Mon Mar 16 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 01 2020 15:45:40 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Oct 21 2019 10:16:07 GMT-0400 (Eastern Daylight Time),Fri Jul 24 2020 07:57:16 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:08:00 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1852.0,Lowell,Middlesex,42.459085,-71.275566,Northeast,1/29/2024,,MA,42.663222,-71.303886,,Fresh Fields Lowell LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,8/5/2021,COMPLETE,MR283033,"Major Bloom, LLC",Worcester,1610.0,,,76 Millbury Street,,Worcester,MA,1610,POINT (-71.840209 42.329642),POINT (-71.799047 42.253307),50 Loring St.,,Hyde Park,MA,2136,82-5007405,MRN283033,Fri Mar 20 2020 14:19:14 GMT-0400 (Eastern Daylight Time),Mon Oct 21 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 26 2020 11:21:52 GMT-0400 (Eastern Daylight Time),True,,,APPROVED,EE202093,EE202093,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 06 2019 14:32:30 GMT-0400 (Eastern Daylight Time),Mon Mar 23 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri May 08 2020 14:20:52 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1610.0,Worcester,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.253307,-71.799047,,"Major Bloom, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284801,"CTDW Beverly, LLC",Beverly,1915.0,,,3 Dodge Street,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.881432 42.543872),3 Dodge Street,,Salem,MA,1970,88-4233104,MRN284801,Mon Jun 05 2023 18:36:44 GMT-0400 (Eastern Daylight Time),Tue Jan 31 2023 16:30:17 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Wed Nov 02 2022 10:56:52 GMT-0400 (Eastern Daylight Time),Thu Jun 15 2023 13:28:56 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 13:55:25 GMT-0400 (Eastern Daylight Time),Wed Jul 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1915.0,Beverly,Essex,42.635475,-70.970827,Northeast,1/29/2024,,MA,42.543872,-70.881432,,"CTDW Beverly, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,10/7/2020,COMPLETE,MR282519,Ganesh Wellness Inc.,West Boylston,1583.0,,,50 Congress St. Suite 420,,Boston,MA,2109,POINT (-71.840209 42.329642),POINT (-71.783381 42.3586499),62 Church Hill Rd,,Newtown,CT,6470,82-4520628,MRN282519,Mon Mar 09 2020 20:37:29 GMT-0400 (Eastern Daylight Time),Mon Oct 28 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,Thu Sep 10 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 25 2019 13:12:57 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri May 08 2020 14:17:49 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1583.0,West Boylston,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.35865,-71.783381,,Ganesh Wellness Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,6/5/2020,COMPLETE,MR281362,"Cannabis Connection, Inc",Westfield,1085.0,,,40 Westfield Industrial Park,,Westfield,MA,1085,POINT (-72.571312 42.12756),POINT (-72.729416 42.1419080),40 Westfield Industrial Park,,Westfield,MA,1085,83-2261272,MRN281362,Fri Nov 15 2019 11:20:53 GMT-0500 (Eastern Standard Time),Tue Aug 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 14:19:44 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 01 2018 13:51:04 GMT-0400 (Eastern Daylight Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:25:12 GMT-0500 (Eastern Standard Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 22 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1085.0,Westfield,Hampden,42.12756,-72.571312,Western MA,1/29/2024,,MA,42.141908,-72.729416,,"Cannabis Connection, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/16/2022,COMPLETE,MR283113,"B.O.T. REALTY, LLC",Fitchburg,1420.0,,,223 LUNENBURG ST,,FITCHBURG,MA,1420,POINT (-71.840209 42.329642),POINT (-71.780385 42.5848829),227 LUNENBURG ST,,FITCHBURG,MA,1420,20-5109733,MRN283113,Thu Jul 29 2021 09:14:00 GMT-0400 (Eastern Daylight Time),Thu Apr 08 2021 16:19:41 GMT-0400 (Eastern Daylight Time),Sat Nov 27 2021 14:40:54 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Nov 10 2019 14:24:01 GMT-0500 (Eastern Standard Time),Mon Aug 23 2021 14:47:13 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:33:41 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 27 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1420.0,Fitchburg,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.584883,-71.780386,,"B.O.T. REALTY, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MR284213,"Sugarloaf Maynard, LLC",Maynard,1754.0,,,25 Nason Street,,Maynard,MA,1754,POINT (-71.275566 42.459085),POINT (-71.453181 42.4327469),16 Holden Road,,Belmont,MA,2478,86-2146564,MRN284213,Sun Jan 15 2023 13:49:27 GMT-0500 (Eastern Standard Time),Wed Mar 30 2022 14:52:04 GMT-0400 (Eastern Daylight Time),Sat May 06 2023 10:26:44 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Mon Apr 12 2021 14:54:40 GMT-0400 (Eastern Daylight Time),Fri Jan 27 2023 16:11:02 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 15:16:46 GMT-0400 (Eastern Daylight Time),Sat May 06 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 06 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1754.0,Maynard,Middlesex,42.459085,-71.275566,Central MA,1/29/2024,,MA,42.432747,-71.453181,,"Sugarloaf Maynard, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/3/2021,COMPLETE,MR282032,"Evergreen Strategies, LLC",North Adams,1247.0,,,52 Whispering Way,,Stow,MA,1775,POINT (-73.209889 42.396128),POINT (-73.142037 42.6982319),52 Whispering Way,,Stow,MA,1775,82-5252215,MRN282032,Mon Dec 09 2019 14:03:26 GMT-0500 (Eastern Standard Time),Fri Jul 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 06 2020 10:06:59 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 07 2018 18:33:53 GMT-0500 (Eastern Standard Time),Mon Oct 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:22:12 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1247.0,North Adams,Berkshire,42.396128,-73.209889,Western MA,1/29/2024,,MA,42.698232,-73.142037,,"Evergreen Strategies, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,10/12/2022,COMPLETE,MR282476,"Atlantic Medicinal Partners, Inc.",Brockton,2301.0,,,4 Main Street,,Brockton,MA,2301,POINT (-70.818958 41.978877),POINT (-71.019475 42.0853880),329 Washington Street,,Woburn,MA,1801,82-0991316,MRN282476,Sun Jan 24 2021 16:57:25 GMT-0500 (Eastern Standard Time),Fri Aug 16 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Feb 16 2021 13:01:14 GMT-0500 (Eastern Standard Time),True,no,,,,,APPROVED,RP201846,RP201846,Not a DBE,,,Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Mar 08 2019 12:34:04 GMT-0500 (Eastern Standard Time),Tue Jan 26 2021 09:46:26 GMT-0500 (Eastern Standard Time),Tue Feb 16 2021 12:30:09 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 16 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,2301.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,1/29/2024,,MA,42.085388,-71.019475,,"Atlantic Medicinal Partners, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,7/23/2021,COMPLETE,MR281679,"Herbology Group, Inc.",Easthampton,1027.0,,,82 Wendell Ave,Suite 100,Pittsfield,MA,1201,POINT (-72.62073 42.322256),POINT (-72.663178 42.2846669),9 Nutmeg Lane,,Sandy Hook,CT,6482,81-4397799,MRN281679,Fri Sep 07 2018 15:04:03 GMT-0400 (Eastern Daylight Time),Mon Aug 27 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Dec 19 2018 09:23:00 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201924,RP201924,Not a DBE,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 02 2018 10:31:58 GMT-0400 (Eastern Daylight Time),Wed Sep 12 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 11:56:35 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1027.0,Easthampton,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,,MA,42.284667,-72.663178,,"Herbology Group, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,9/30/2020,COMPLETE,MR282048,"GreenStar Herbals, Inc.",Dracut,1826.0,,,310 Flagg Hill Road,,Boxborough,MA,1719,POINT (-71.275566 42.459085),POINT (-71.324166 42.6646349),310 Flagg Hill Road,,Boxborough,MA,1719,83-0565099,MRN282048,Mon Aug 26 2019 11:52:00 GMT-0400 (Eastern Daylight Time),Thu May 09 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Dec 05 2019 11:11:19 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu Sep 10 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 14 2018 09:55:14 GMT-0500 (Eastern Standard Time),Wed Sep 18 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 13:39:43 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Mar 04 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1826.0,Dracut,Middlesex,42.459085,-71.275566,Northeast,1/29/2024,,MA,42.664635,-71.324166,,"GreenStar Herbals, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR283784,"Leaf Relief, Inc.",Brockton,2301.0,,,165 Westgate Drive,,Brockton,MA,2301,POINT (-70.818958 41.978877),POINT (-71.050234 42.0938019),1280 Belmont Street,,Brockton,MA,2301,83-3845034,MRN283784,Fri Jan 01 2021 10:21:25 GMT-0500 (Eastern Standard Time),Fri Dec 11 2020 16:13:54 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Fri Sep 18 2020 13:05:34 GMT-0400 (Eastern Daylight Time),Fri Jan 08 2021 14:36:13 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:55:36 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2301.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,1/29/2024,,MA,42.093802,-71.050234,,"Leaf Relief, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
