license_number,id,business_dba_name,license_type,license_status,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,premise_street_address,premise_county,premise_latitude,premise_longitude,business_phone,business_website,business_email,business_image_url,data_refreshed_date
15019,1058469,THE TREE HOUSE AK,Retail Marijuana Store,Active-Operating,THE TREE HOUSE AK,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,341 Boniface Pkwy D,Anchorage Municipality,61.22107529999999,-149.7777544,(907) 229-2284,http://www.thetreehouseak.com/,,,2023-12-20T16:06:13.010000
15061,1060238,WINTER GREENS LLC,Retail Marijuana Store,Active-Operating,WINTER GREENS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,haines,99827,75 Beach Rd,Haines Borough,59.2275724,-135.4385385,(907) 766-3637,https://wintergreenscannabis.com/,,,2023-12-20T16:06:13.010000
15246,1060209,THUNDER CLOUD 9,Retail Marijuana Store,Active-Operating,THUNDER CLOUD 9,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,2B,Juneau,5310 Commercial Blvd,Juneau City and Borough,58.3575839,-134.4834654,(907) 419-8429,https://thundercloud9.buzz/,,,2023-12-20T16:06:13.010000
15393,1037289,MAJESTIC GARDENS LLC,Retail Marijuana Store,Active-Operating,MAJESTIC GARDENS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,,,,,,,,,2023-12-20T16:06:13.010000
15788,1062162,SCORPION GRASS,Retail Marijuana Store,Active-Operating,SCORPION GRASS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Wasilla,,,,,,,,,2023-12-20T16:06:13.010000
15814,1033939,"TANANA HERB COMPANY, LLC",Retail Marijuana Store,Active-Operating,"TANANA HERB COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,1200 Well St,Fairbanks North Star Borough,64.8494729,-147.7279759,(907) 750-0865,http://tananaherbcompany.com/,,,2023-12-20T16:06:13.010000
15916,2099269,K Beach Reef,Retail Marijuana Store,Active-Operating,K Beach Reef,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Log cabin on SE portion nearest highway),Soldotna,42106 K Beach Rd,Kenai Peninsula Borough,60.5074908,-151.1695984,(907) 335-0016,http://kbeachreef.com/,,,2023-12-20T16:06:13.010000
16184,1063483,THEE TREASURE CHEST LLC.,Retail Marijuana Store,Active-Operating,THEE TREASURE CHEST LLC.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Craig,99921,1000 Water St,Prince of Wales-Hyder Census Area,55.47649240000001,-133.1447687,(907) 826-2499,http://treasurechest907.com/,,,2023-12-20T16:06:13.010000
16213,1063457,ALASKAN KUSH COMPANY,Retail Marijuana Store,Active-Operating,ALASKAN KUSH COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,159 S Franklin St,Juneau City and Borough,58.30042169999999,-134.4050155,(907) 500-7440,http://www.akkushco.com/,,,2023-12-20T16:06:13.010000
16529,1065154,GOOD BUDS LLC,Retail Marijuana Store,Active-Operating,GOOD BUDS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Seward,99664,11770 Seward Hwy,Kenai Peninsula Borough,60.15127249999999,-149.4194056,(907) 422-7598,https://www.leafly.com/dispensary-info/good-buds,,,2023-12-20T16:06:13.010000
16579,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Pending Inspection,GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,,,,,,,2023-12-20T16:06:13.010000
16610,1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,GREAT NORTHERN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,1901 W Dimond Blvd,Anchorage Municipality,61.13875249999999,-149.9144816,(907) 334-5874,http://www.greatnortherncannabis.com/,,,2023-12-20T16:06:13.010000
16915,1066517,BRISTOL BAY BUD COMPANY,Retail Marijuana Store,Active-Operating,BRISTOL BAY BUD COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Dillingham,99576,233 Airport Rd,Dillingham Census Area,59.04050489999999,-158.5242457,(907) 843-1495,https://www.bristolbaybudcompany.com/,,,2023-12-20T16:06:13.010000
17068,1067444,OUTPOST,Retail Marijuana Store,Active-Operating,OUTPOST,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,,,,,,,2023-12-20T16:06:13.010000
17077,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Operating,GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B.,Nome,223 Front St,Nome Census Area,64.4974447,-165.4074002,(907) 443-6938,http://www.grassstation49.com/,,,2023-12-20T16:06:13.010000
17176,1067892,STATE OF MIND CANNABIS COMPANY,Retail Marijuana Store,Active-Pending Inspection,STATE OF MIND CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#C,Seward,11770 Seward Hwy,Kenai Peninsula Borough,60.15127249999999,-149.4194056,(907) 422-7598,https://www.leafly.com/dispensary-info/good-buds,,,2023-12-20T16:06:13.010000
17204,1064632,MARY'S GARDEN,Retail Marijuana Store,Active-Operating,MARY'S GARDEN,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,50110 Sterling Hwy,Kenai Peninsula Borough,60.40847549999999,-151.1618019,(907) 262-0830,https://splinternetmarketing.com/local-pros/alaska/soldotna/marys-garden/,,,2023-12-20T16:06:13.010000
17250,2086134,Pipe and Leaf: Premium Alaskan Cannabis,Retail Marijuana Store,Active-Operating,Pipe and Leaf: Premium Alaskan Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,3546 Airport Way,Fairbanks North Star Borough,64.83735539999999,-147.806623,,,,,2023-12-20T16:06:13.010000
17480,1069211,"TUNDRA HERB COMPANY, LLC",Retail Marijuana Store,Active-Operating,"TUNDRA HERB COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,520 W 6th Ave Suite #A,Anchorage Municipality,61.21643160000001,-149.8926106,(907) 929-4372,http://www.tundraherbco.com/,,,2023-12-20T16:06:13.010000
17758,1064577,THE TUFTED PUFFIN LLC,Retail Marijuana Store,Active-Operating,THE TUFTED PUFFIN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Seward,99664,216 4th Ave Unit # 2,Kenai Peninsula Borough,60.101823,-149.44009,(907) 224-2222,http://www.thetuftedpuffin.com/,,,2023-12-20T16:06:13.010000
17764,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Active-Operating,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kotzebue,99752,585a Third Ave,Northwest Arctic Borough,66.8986508,-162.5895412,,https://www.akgrowncannabis.com/kotzebue,,,2023-12-20T16:06:13.010000
17808,1069832,KENAI RIVER CANNABIS,Retail Marijuana Store,Active-Operating,KENAI RIVER CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,14429 Kenai Spur Hwy,Kenai Peninsula Borough,60.5798703,-151.3202443,(907) 395-0476,,,,2023-12-20T16:06:13.010000
18117,1070934,MARYJANE'S CANNABIS EMPORIUM,Retail Marijuana Store,Active-Operating,MARYJANE'S CANNABIS EMPORIUM,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99502,8857 Jewel Lake Rd,Anchorage Municipality,61.1397774,-149.9503374,(907) 677-7689,,,,2023-12-20T16:06:13.010000
18545,1067691,NOME GROWN LLC,Retail Marijuana Store,Active-Operating,NOME GROWN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,NOME,99762,605 W 2nd Ave,Nome Census Area,64.5001791,-165.4152805,(907) 443-6844,http://nomegrown.com/,,,2023-12-20T16:06:13.010000
18702,1093108,COLD CITY CANNABIS,Retail Marijuana Store,Active-Operating,COLD CITY CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#1,Anchorage,1210 E 70th Ave,Anchorage Municipality,61.1566439,-149.8592557,(907) 222-9988,http://cannabisdispensaryanchorage.com/,,,2023-12-20T16:06:13.010000
18735,1032729,"ALASKABUDS, LLC",Retail Marijuana Store,Active-Operating,"ALASKABUDS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Bethel,,,,,,,,,2023-12-20T16:06:13.010000
18929,1082271,ALASKA CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,ALASKA CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit E,Nikiski,43280 Kenai Spur Hwy,Kenai Peninsula Borough,60.6072631,-151.3336427,(907) 283-0821,http://www.alaskacannabis.com/,,,2023-12-20T16:06:13.010000
19178,1077356,"HIGHER BY BAD GRAMM3R, LLC",Retail Marijuana Store,Active-Operating,"HIGHER BY BAD GRAMM3R, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,,,,,,,2023-12-20T16:06:13.010000
19277,1078189,THE HERBAL CACHE LLC,Retail Marijuana Store,Active-Operating,THE HERBAL CACHE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Girdwood,99587,158 Holmgren Pl,Anchorage Municipality,60.96340790000001,-149.1360274,(907) 783-0420,http://girdweed.com/,,,2023-12-20T16:06:13.010000
19300,1056442,PINE STREET CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,PINE STREET CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Soldotna,139 Warehouse Dr b,Kenai Peninsula Borough,60.480935,-151.0753778,(907) 260-2006,http://www.pinestreetcannabis.com/,,,2023-12-20T16:06:13.010000
19658,1088016,DEJAVU CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,DEJAVU CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kodiak,99615,11676 Rezanof Dr W,Kodiak Island Borough,57.69662899999999,-152.5821989,(907) 486-3352,http://dejavukodiak.com/?utm_source=gmb&utm_medium=referral,,,2023-12-20T16:06:13.010000
19834,2115631,Coldsmoke LLC,Retail Marijuana Store,Active-Operating,Coldsmoke LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,SUITE B,SOLDOTNA,840 Kalifornsky Beach Rd SUITE B,Kenai Peninsula Borough,60.47376149999999,-151.1262072,(907) 262-9333,,,,2023-12-20T16:06:13.010000
19898,2098780,AKO FARMS DIRECT,Retail Marijuana Store,Active-Operating,AKO FARMS DIRECT,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sitka,99835,1210 Beardslee Wy,Sitka City and Borough,57.0514194,-135.3063887,(907) 623-0322,http://akofarms.com/,,,2023-12-20T16:06:13.010000
20113,1093390,"HIGH RISE, LLC",Retail Marijuana Store,Active-Operating,"HIGH RISE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 102,Kodiak,104 Center St # 102,Kodiak Island Borough,57.78890430000001,-152.4071893,(907) 313-5383,http://www.highrise907.com/,,,2023-12-20T16:06:13.010000
20151,2090055,Canna Get Happy LLC,Retail Marijuana Store,Active-Operating,Canna Get Happy LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,810 E 6th Ave,Anchorage Municipality,61.2163522,-149.8684705,(907) 278-0510,https://www.cannagethappyak.com/,,,2023-12-20T16:06:13.010000
20221,2100881,Denali Grass Company,Retail Marijuana Store,Active-Operating,Denali Grass Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Healy,,,,,,,,,2023-12-20T16:06:13.010000
20366,1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,GREAT NORTHERN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,2600 E Tudor Rd,Anchorage Municipality,61.18038429999999,-149.831618,(907) 677-4367,http://www.greatnortherncannabis.com/,,,2023-12-20T16:06:13.010000
20439,1109607,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Delegated,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bethel,99559,230 Tundra Way,Bethel Census Area,60.794757,-161.7546477,,,,,2023-12-20T16:06:13.010000
20440,1109613,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Delegated,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Connex,Bethel,1510 Chief Eddie Hoffman Hwy,Bethel Census Area,60.7851948,-161.7999882,,,,,2023-12-20T16:06:13.010000
20561,1108077,BADGER BUDS LLC,Retail Marijuana Store,Active-Operating,BADGER BUDS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,2008 Levado Ave,Fairbanks North Star Borough,64.8229144,-147.4419073,(907) 385-0323,http://badgerbudsak.com/,,,2023-12-20T16:06:13.010000
20827,1040494,GOOD TITRATIONS,Retail Marijuana Store,Active-Operating,GOOD TITRATIONS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,506 Merhar Ave Suite B,Fairbanks North Star Borough,64.85836270000001,-147.6940183,(907) 474-4663,http://www.goodtitrations.com/,,,2023-12-20T16:06:13.010000
20865,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,A5,Anchorage,360 Boniface Pkwy,Anchorage Municipality,61.2216119,-149.7808722,(907) 333-4372,https://uncleherbs.com/dispensary-locations/anchorage-boniface/?utm_medium=organic&utm_source=gbp&utm_campaign=website,,,2023-12-20T16:06:13.010000
20983,2083324,King Street Cannabis Co,Retail Marijuana Store,Active-Operating,King Street Cannabis Co,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,8430 Laviento Dr,Anchorage Municipality,61.14399760000001,-149.8783283,(907) 522-5464,http://kingstreetcannabisco.com/,,,2023-12-20T16:06:13.010000
21069,2083424,Wildflower,Retail Marijuana Store,Active-Operating,Wildflower,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kodiak,99615,158 Alimaq Dr,Kodiak Island Borough,57.785263,-152.3985748,,http://wildflowerkodiak.com/,,,2023-12-20T16:06:13.010000
21084,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Delegated,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Utqiagvik,99723,,,,,,,,,2023-12-20T16:06:13.010000
21170,2084402,Green Zone,Retail Marijuana Store,Active-Operating,Green Zone,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kotzebue,99762,543 Bison St,Northwest Arctic Borough,66.9000592,-162.591396,,,,,2023-12-20T16:06:13.010000
21227,2084675,Kusko Kush,Retail Marijuana Store,Active-Operating,Kusko Kush,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bethel,99559,781 3rd Ave,Bethel Census Area,60.7949643,-161.757747,(907) 543-4200,,,,2023-12-20T16:06:13.010000
21417,2111543,Cosmic Cannabis Company,Retail Marijuana Store,Active-Operating,Cosmic Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,261 E Bunnell Ave,Kenai Peninsula Borough,59.63945699999999,-151.5394961,(907) 435-0508,http://cosmiccannabisak.com/,,,2023-12-20T16:06:13.010000
21619,2092852,Laughing salmon,Retail Marijuana Store,Active-Operating,Laughing salmon,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,173 N Rosie Cir #1,Matanuska-Susitna Borough,61.58303120000001,-149.3917003,(907) 376-0420,https://laughing-salmon-cannabis.business.site/?utm_source=gmb&utm_medium=referral,,,2023-12-20T16:06:13.010000
21724,2087306,The Red Light District,Retail Marijuana Store,Active-Operating,The Red Light District,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,1A,Anchorage,405 E Northern Lights Blvd,Anchorage Municipality,61.19542749999999,-149.8755214,(907) 677-9333,https://alaskaredlight.com/,,,2023-12-20T16:06:13.010000
22091,2088944,Green Raven LLC,Retail Marijuana Store,Active-Operating,Green Raven LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,,,,,,,2023-12-20T16:06:13.010000
22150,2088101,Top Shelf Herbs Of Alaska LLC,Retail Marijuana Store,Active-Operating,Top Shelf Herbs Of Alaska LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,901 Photo Ave Suite A,Anchorage Municipality,61.1946856,-149.9007837,(907) 222-2488,http://www.topshelfalaska.com/,,,2023-12-20T16:06:13.010000
22294,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Active-Operating,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ninilchik,99639,14477 Sterling Hwy,Kenai Peninsula Borough,60.0614381,-151.6496979,,https://www.akgrowncannabis.com/ninilchik,,,2023-12-20T16:06:13.010000
22297,1031682,FOXY ENTERPRISES,Retail Marijuana Store,Active-Operating,FOXY ENTERPRISES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,2158 Old Steese Hwy N,Fairbanks North Star Borough,64.9574786,-147.6205696,,,,,2023-12-20T16:06:13.010000
22327,2090055,Canna Get Happy LLC,Retail Marijuana Store,Active-Operating,Canna Get Happy LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,2321 E Palmer-Wasilla Hwy,Matanuska-Susitna Borough,61.5835122,-149.3936147,(907) 376-2900,http://www.cannagethappyak.com/,,,2023-12-20T16:06:13.010000
22713,2168592,Red Run Cannabis Company,Retail Marijuana Store,Active-Operating,Red Run Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,910 W International Airport Rd Suite B,Anchorage Municipality,61.1733378,-149.9006034,(907) 222-0420,http://weedmaps.com/dispensaries/mile-high-alaska,,,2023-12-20T16:06:13.010000
22716,2091408,CANNABLISS,Retail Marijuana Store,Active-Operating,CANNABLISS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,2001 E 5th Ave,Anchorage Municipality,61.2177884,-149.8433809,(907) 770-8940,http://www.cannablissak.com/,,,2023-12-20T16:06:13.010000
22809,2091749,Airport Way Best Bud,Retail Marijuana Store,Active-Operating,Airport Way Best Bud,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,3598 Airport Way,Fairbanks North Star Borough,64.8373687,-147.8111512,(907) 328-0422,https://www.leafly.com/dispensary-info/airport-way-best-bud,,,2023-12-20T16:06:13.010000
23122,2119742,MSB Flight,Retail Marijuana Store,Active-Operating,MSB Flight,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,5675 E Blue Lupine Dr,Matanuska-Susitna Borough,61.56831469999999,-149.3085309,,,,,2023-12-20T16:06:13.010000
23455,2093844,Hatcher's Grass,Retail Marijuana Store,Active-Operating,Hatcher's Grass,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Palmer,9300 N Palmer-Fishhook Rd,Matanuska-Susitna Borough,61.69029639999999,-149.2432958,(907) 746-3018,https://www.hatchersgrass.com/,,,2023-12-20T16:06:13.010000
23468,2175652,Green Market,Retail Marijuana Store,Active-Operating,Green Market,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1A,Anchorage,301 E Dimond Blvd,Anchorage Municipality,61.1451414,-149.8770817,(907) 312-8420,https://greenmarketak.com/,,,2023-12-20T16:06:13.010000
23627,2094627,Happy Walrus Enterprises,Retail Marijuana Store,Delegated,Happy Walrus Enterprises,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Point Hope,99766,Agviq St,North Slope Borough,68.3487778,-166.7289245,,,,,2023-12-20T16:06:13.010000
23652,2094860,SupHerb,Retail Marijuana Store,Active-Operating,SupHerb,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ANCHORAGE,99501,2121 N Post Rd,Anchorage Municipality,61.228151,-149.8412449,,,,,2023-12-20T16:06:13.010000
23694,2094945,Greenstar Flower Outlet,Retail Marijuana Store,Active-Operating,Greenstar Flower Outlet,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Kenai,,,,,,,,,2023-12-20T16:06:13.010000
23777,1065302,ARCTIC HERBERY,Retail Marijuana Store,Active-Operating,ARCTIC HERBERY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Cooper Landing,,,,,,,,,2023-12-20T16:06:13.010000
23810,1042820,"FAT TOPS, LLC.",Retail Marijuana Store,Active-Operating,"FAT TOPS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,35975 Kenai Spur Hwy,Kenai Peninsula Borough,60.50192,-151.0785009,(907) 260-2613,http://httpsfattops.com/,,,2023-12-20T16:06:13.010000
23813,2164234,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Operating,Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Utqiagvik,99723,,,,,,,,,2023-12-20T16:06:13.010000
23821,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Active-Operating,Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,317 Muldoon Rd,Anchorage Municipality,61.2202035,-149.7326119,(907) 222-6847,https://www.catalystcannabisco.com/muldoon,,,2023-12-20T16:06:13.010000
23934,2129064,The Depot,Retail Marijuana Store,Active-Operating,The Depot,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Willow,28011 Old Parks Hwy,Matanuska-Susitna Borough,61.7074623,-150.0052947,(907) 495-0711,,,,2023-12-20T16:06:13.010000
23966,2096072,The Honey Pot,Retail Marijuana Store,Active-Operating,The Honey Pot,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit C,North Pole,2364 Badger Rd Unit C,Fairbanks North Star Borough,64.80871470000001,-147.4052981,(907) 385-0322,http://www.thehoneypot907.com/,,,2023-12-20T16:06:13.010000
24049,2096387,Country Cannabis,Retail Marijuana Store,Active-Operating,Country Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,2323 S Trunk Rd #3,Matanuska-Susitna Borough,61.56097059999999,-149.2691628,(907) 745-4663,http://www.countrycannabisak.com/,,,2023-12-20T16:06:13.010000
24097,1043289,ALASKA HARVEST COMPANY LLC,Retail Marijuana Store,Active-Operating,ALASKA HARVEST COMPANY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,43837 Kalifornsky Beach Rd,Kenai Peninsula Borough,60.48700789999999,-151.153959,(907) 953-3466,http://alaskaharvestcompany.com/,,,2023-12-20T16:06:13.010000
24238,2098019,Ganja Guys of Alaska,Retail Marijuana Store,Active-Operating,Ganja Guys of Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,101 E International Airport Rd,Anchorage Municipality,61.17395699999999,-149.8826951,(907) 206-4420,https://www.akganjaguys.com/,,,2023-12-20T16:06:13.010000
24383,2098768,Primo,Retail Marijuana Store,Active-Operating,Primo,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Space 105,Anchorage,12870 Old Seward Hwy Suite 105,Anchorage Municipality,61.1035675,-149.8588405,(907) 336-2837,https://www.primoak.com/,,,2023-12-20T16:06:13.010000
24541,2097118,Releaf,Retail Marijuana Store,Active-Operating,Releaf,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A,Anchorage,910 W International Airport Rd,Anchorage Municipality,61.17325659999999,-149.9007589,(907) 250-5453,http://www.releafak.com/,,,2023-12-20T16:06:13.010000
24870,2122396,High-Mark Cannabis,Retail Marijuana Store,Active-Operating,High-Mark Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,3807 W Machen Rd,,61.5850296,-149.546051,(907) 357-8742,http://www.highmarkalaska.com/,,,2023-12-20T16:06:13.010000
25169,2102968,Green Degree's Cannabis Bar,Retail Marijuana Store,Delegated,Green Degree's Cannabis Bar,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,2812 Spenard Rd,Anchorage Municipality,61.1940964,-149.9059303,(907) 279-3265,http://www.dankorage.com/,,,2023-12-20T16:06:13.010000
25190,2101719,Alaskan coffee pot,Retail Marijuana Store,Active-Operating,Alaskan coffee pot,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,2219 Dunn St,Juneau City and Borough,58.36585619999999,-134.5918604,(907) 523-9333,https://www.alaskancoffeepot.com/,,,2023-12-20T16:06:13.010000
25309,2104068,Voodoo Cannabis Company,Retail Marijuana Store,Active-Operating,Voodoo Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,anchorage,99501,930 Gambell St,Anchorage Municipality,61.2130674,-149.8714624,(907) 865-8889,http://voodooalaska.com/,,,2023-12-20T16:06:13.010000
25324,2104183,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Operating,Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Dillingham,99576,213 West A Street,Dillingham Census Area,59.0385025,-158.4646386,,http://www.akgrowncannabis.com/,,,2023-12-20T16:06:13.010000
