license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402-00583,GM BROADWAY LLC,Golden Meds,1755 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402-00583,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01023,MODERN MEDICINE LLC,Altitude Organic Medicine,6755 North Academy Boulevard,Colorado Springs,80918,2024-01-02,Stores,Adult-Use,,,,,,,,402-01023,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00976,BIG RIVER BEND LLC,Unity RD. Cannabis Shop,"1537 Pearl Street, Suite B",Boulder,80302,2024-01-02,Stores,Adult-Use,,,,,,,,402-00976,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00867,CG INDUSTRY LLC,CROSS GENETICS,2440 West Evans Avenue,Denver,80219,2024-01-02,Stores,Adult-Use,,,,,,,,402-00867,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00401,BEST BUDZ LLC,Best Budz,3729 Austin Bluffs Parkway,Colorado Springs,80918,2024-01-02,Stores,Adult-Use,,,,,,,,402-00401,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00653,BROW 1 LLC,Xclusive Cannabis,7200 East Smith Road,Denver,80207,2024-01-02,Stores,Adult-Use,,,,,,,,402-00653,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00069,MARI MEDS INC,MARI MEDS,222 East Moreno Avenue,Colorado Springs,80903,2024-01-02,Stores,Adult-Use,,,,,,,,402-00069,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01080,GREEN GARDENS LLC,Green Fields,2038 South Navajo Street,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402-01080,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00247,NATIONAL GREEN SOURCE LLC,The Green Source,1216 North Academy Boulevard,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-00247,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00058,SISTEM COS2 LLC,Silver Stem Fine Cannabis,"410 South 8th Street, Unit B",Colorado Springs,80905,2024-01-02,Stores,Adult-Use,,,,,,,,402-00058,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00053,HOLLISTER & BLACKSMITH INC,Naturaleaf,5875 Lehman Drive  Unit 100,Colorado Springs,80918,2024-01-02,Stores,Adult-Use,,,,,,,,402-00053,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00751,3B-FEDERAL1 LLC,Buddy Boy,155 North Federal Boulevard,Denver,80219,2024-01-02,Stores,Adult-Use,,,,,,,,402-00751,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01590,LPCD LLC,The Dab,4490 West 121 Avenue Suite 8,Broomfield,80020,2024-01-02,Stores,Adult-Use,,,,,,,,402-01590,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00232,TRICHOME HEALTH CONSULTANTS INC,Trichome Health Consultants,2117 West Colorado Avenue,Colorado Springs,80904,2024-01-02,Stores,Adult-Use,,,,,,,,402-00232,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00861,DP RETAIL 100 LLC,Green Dragon,804 South College Avenue,Fort Collins,80524,2024-01-02,Stores,Adult-Use,,,,,,,,402-00861,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00346,PURE MEDICAL LLC,Pure,8025 North Academy Boulevard,Colorado Springs,80920,2024-01-02,Stores,Adult-Use,,,,,,,,402-00346,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01044,ZIPZ LLC,zipz,3745 Interpark Drive,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-01044,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00090,ORIGINAL CANNABIS GROWERS LLC,ORIGINAL CANNABIS GROWERS LLC,2625 East Saint Vrain Street,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-00090,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00017,1617 WAZEE STREET LLC,LoDo Wellness Center,"1617 Wazee Street, Unit B",Denver,80202,2024-01-02,Stores,Adult-Use,,,,,,,,402-00017,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00745,3B-KALAMATH LLC,Buddy Boy,120 South Kalamath Street,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402-00745,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00251,GOLDEN ALTERNATIVE MEDICINE LLC,Verts Neighborhood Dispensary,"511 Orchard Street, 2nd Floor",Golden,80401,2024-01-02,Stores,Adult-Use,,,,,,,,402-00251,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01130,STONEY HARRIS LLC,Kika Kush,3840 North Nevada Avenue,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-01130,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00714,C4 CO LLC,SoHi CC,1406 West 38th Avenue,Denver,80211,2024-01-02,Stores,Adult-Use,,,,,,,,402-00714,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00041,HG LTD,Higher Grade,3111 West 38th Avenue,Denver,80211,2024-01-02,Stores,Adult-Use,,,,,,,,402-00041,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00286,PI NORTH SHERIDAN LLC,Lova Sheridan,446 North Sheridan Boulevard,Denver,80226,2024-01-02,Stores,Adult-Use,,,,,,,,402-00286,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00768,E2T2 LLC,Cookies Broadway,2057 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402-00768,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00840,VERTS LLC,Verts Neighborhood Dispensary,"1240 West Elizabeth Street, Unit A, B, C, and D,",Fort Collins,80521,2024-01-02,Stores,Adult-Use,,,,,,,,402-00840,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00830,STONE T.M.C. LLC,The Stone,4842 Morrison Road Unit 420,Denver,80219,2024-01-02,Stores,Adult-Use,,,,,,,,402-00830,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00655,GANJA GOURMET LLC,Ganja Gourmet,1810 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402-00655,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01042,RJJ COLORADO SPRINGS LLC,Native Roots Colorado Springs,3660 Austin Bluffs Parkway,Colorado Springs,80918,2024-01-02,Stores,Adult-Use,,,,,,,,402-01042,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00800,GRANT PHARMS LLC,Grant Pharms MMC,1591 East Cheyenne Mountain Boulevard,Colorado Springs,80906,2024-01-02,Stores,Adult-Use,,,,,,,,402-00800,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00576,SUNRISE SOLUTIONS,SUNRISE SOLUTIONS,43 Main Street,Bailey,80421,2024-01-02,Stores,Adult-Use,,,,,,,,402-00576,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00288,PI ARAPAHOE LLC,Lova Arapahoe,2042 Arapahoe Street,Denver,80205,2024-01-02,Stores,Adult-Use,,,,,,,,402-00288,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00899,MAGGIES FARM LLC,Maggie's Farm,74 North Component Drive Suite 170,Pueblo West,81007,2024-01-02,Stores,Adult-Use,,,,,,,,402-00899,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00811,NS BRECK LIMITED,NS BRECK LIMITED,"1795 Airport Road, Unit A2,",Breckenridge,80424,2024-01-02,Stores,Adult-Use,,,,,,,,402-00811,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01119,AF INC,Apothecary Farms,3049 Delta Drive,Colorado Springs,80910,2024-01-02,Stores,Adult-Use,,,,,,,,402-01119,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00579,P & C EXPRESS LLC,Rocky Mountain High Dispensary,305 Jody Court,Montrose,81401,2024-01-02,Stores,Adult-Use,,,,,,,,402-00579,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00059,PRVT LBL LLC,PRVT LBL,2490 West 2nd Avenue,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402-00059,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01097,ADAMS GREEN CROSSING LLC,Modern botany,3640 West Colorado Avenue,Colorado Springs,80904,2024-01-02,Stores,Adult-Use,,,,,,,,402-01097,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00352,PND LLC,A Cut Above,1150 East Fillmore Street,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-00352,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01062,NUVUE PHARMA LLC,NUVUE PHARMA LLC,4740 Dillon Drive,Pueblo,81008,2024-01-02,Stores,Adult-Use,,,,,,,,402-01062,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00157,JMC ENTERPRISES INC,Fremont County Cannabis,1505 Elm Avenue,Canon City,81212,2024-01-02,Stores,Adult-Use,,,,,,,,402-00157,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01144,PI HOLDINGS INC,The Chronic Boutique,325 East Pikes Peak Avenue,Colorado Springs,80902,2024-01-02,Stores,Adult-Use,,,,,,,,402-01144,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00453,KAZIMER LLC,Rocky Mountain High,6666 East 44TH Avenue,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402-00453,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00103,THE HEALING CANNA LLC,THE HEALING CANNA LLC,22 South Chestnut Street,Colorado Springs,80905,2024-01-02,Stores,Adult-Use,,,,,,,,402-00103,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00532,DURANGO ORGANICS LLP,DURANGO ORGANICS LLP,"72 Suttle Street, Unit F",Durango,81303,2024-01-02,Stores,Adult-Use,,,,,,,,402-00532,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00988,WESTSIDE WELLNESS CENTER LLC,Maggie's Farm,"1400  Santa Fe Drive, Suite A & B",Pueblo,81006,2024-01-02,Stores,Adult-Use,,,,,,,,402-00988,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01176,BUKU LOUD LLC,Buku Loud,3079 South Academy Boulevard,Colorado Springs,80916,2024-01-02,Stores,Adult-Use,,,,,,,,402-01176,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01157,DOUBLE BROW LLC,Standing Akimbo,510 East Pikes Peak Avenue,Colorado Springs,80903,2024-01-02,Stores,Adult-Use,,,,,,,,402-01157,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00618,4 ROSES LLC,Bleezies,3234 North Nevada Avenue,Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-00618,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01145,ADAMS GREEN CROSSING LLC,Modern botany,"2727 Palmer Park Boulevard, Suite A",Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-01145,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00766,EMERALD CITY WELLNESS LLC,Emerald City Wellness,621 West Colorado Avenue,Colorado Springs,80905,2024-01-02,Stores,Adult-Use,,,,,,,,402-00766,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01072,MODERN MEDICINE LLC,Altitude Organic Medicine,2354 East Platte Avenue,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-01072,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01371,A AND M ENTERPRISES LLC,Backstage Grass,117 Greydene Avenue,Canon City,81212,2024-01-02,Stores,Adult-Use,,,,,,,,402-01371,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00935,MODERN MEDICINE LLC,Altitude Organic Medicine,523 South Tejon Street,Colorado Springs,80903,2024-01-02,Stores,Adult-Use,,,,,,,,402-00935,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00941,BK HOLDINGS LLC,The Herbal Center,12005 East 37th Avenue,Denver,80239,2024-01-02,Stores,Adult-Use,,,,,,,,402-00941,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00866,LONG GONE FARMS LLC,Steel City Meds Medical Dispensary,"74 North McCulloch Boulevard, Suite 120",Pueblo West,81007,2024-01-02,Stores,Adult-Use,,,,,,,,402-00866,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00869,ACADEMY OF THE HEALING ARTS LLC,High Valley Healing Alamosa,"0711 West Highway 160, Suite B",Alamosa,81101,2024-01-02,Stores,Adult-Use,,,,,,,,402-00869,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00738,DENVER COMPASSIONATE CAREGIVERS INC,Rocky Mountain High,8420 West Colfax Avenue,Lakewood,80215,2024-01-02,Stores,Adult-Use,,,,,,,,402-00738,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00443,TERPS LLC,Terps,"1000 West Fillmore Street, Suite 105",Colorado Springs,80907,2024-01-02,Stores,Adult-Use,,,,,,,,402-00443,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01255,LIGHTSHADE LABS LLC,Lightshade,9364 Federal Boulevard ,Federal Heights,80260,2024-01-02,Stores,Adult-Use,,,,,,,,402-01255,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00667,ROCKY MOUNTAIN MEDICAL LLC,ROCKY MOUNTAIN MEDICAL LLC,616 Arrawanna Street,Colorado Springs,80909,2024-01-02,Stores,Adult-Use,,,,,,,,402-00667,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01337,ALPINE ESSENTIALS LLC,Alpine Essentials,850 A & B Commercial Lane,Palmer Lake,80133,2024-01-02,Stores,Adult-Use,,,,,,,,402-01337,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01083,RJJ UINTAH LLC,Native Roots Uintah,1705 West Uintah Street,Colorado Springs,80904,2024-01-02,Stores,Adult-Use,,,,,,,,402-01083,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00637,RJJ HIGHLANDS LLC,Native Roots Highlands,2209 West 32nd Avenue,Denver,80211,2024-01-02,Stores,Adult-Use,,,,,,,,402-00637,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00874,PG RETAIL I LLC,Natures Medicine,10575 Melody Drive Suite 101,Northglenn,80234,2024-01-02,Stores,Adult-Use,,,,,,,,402-00874,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00209,DOUBLE BROW LLC,Star Buds,265 South Wadsworth Boulevard,Lakewood,80226,2024-01-02,Stores,Adult-Use,,,,,,,,402-00209,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01070,RJJ SANTA FE LLC,Native Roots Santa Fe,"2645 South Santa Fe Drive, Units D & E",Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402-01070,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01085,GT RETAIL LLC,TREES,12626 North 107 Street,Longmont,80504,2024-01-02,Stores,Adult-Use,,,,,,,,402-01085,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00096,GAS AND GRASS LLC,Lemonade,"4500 North Washington Street, Unit B",Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402-00096,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01339,BUENA SUERTE COMPANY LLC,BRMFLD CONFIDENTIAL,"11640 Teller Street, Suite E",Broomfield,80020,2024-01-02,Stores,Adult-Use,,,,,,,,402-01339,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00825,MOCO VENTURES LLC,Horizon Cannabis,6745 West Mississippi Avenue ,Lakewood,80226,2024-01-02,Stores,Adult-Use,,,,,,,,402-00825,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01146,BCC LLC,Bonfire Cannabis Company,"4837 North Washington Street, Suite 100",Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402-01146,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-01005,THREE RIVERS DEVELOPMENT LLC,Three Rivers Dispensary,1714 Santa Fe Drive,Pueblo,81006,2024-01-02,Stores,Adult-Use,,,,,,,,402-01005,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00306,ABUNDANT HEALTH DENVER LLC,Herban Underground,"70 North Broadway, Suite 50",Denver,80203,2024-01-02,Stores,Adult-Use,,,,,,,,402-00306,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00024,SISTEM BONNIE BRAE LLC,Silver Stem Fine Cannabis,2331 East Ohio Avenue,Denver,80209,2024-01-02,Stores,Adult-Use,,,,,,,,402-00024,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00699,DOPE APOTHEOSIS INC,Police and Thieves,399 South Harrison Street,Denver,80209,2024-01-02,Stores,Adult-Use,,,,,,,,402-00699,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00558,MAYFLOWER GROUP LLC,The Health Center,1736 North Downing Street,Denver,80218,2024-01-02,Stores,Adult-Use,,,,,,,,402-00558,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00913,ALTERNATIVE MEDICINE ON THE MALL LLC,Native Roots Speer,500 North Grant Street,Denver,80203,2024-01-02,Stores,Adult-Use,,,,,,,,402-00913,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00125,BLUEGRASS WELLNESS INC,Briargate Wellness Center,"890 Dublin Boulevard, Suite C",Colorado Springs,80918,2024-01-02,Stores,Adult-Use,,,,,,,,402-00125,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00193,THE GIVING TREE OF DENVER LLC,THE GIVING TREE OF DENVER LLC,2707 West 38th Avenue,Denver,80211,2024-01-02,Stores,Adult-Use,,,,,,,,402-00193,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00015,THE GREEN SOLUTION LLC,THE GREEN SOLUTION LLC,4400 Grape Street,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00015,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00016,THE GREEN SOLUTION LLC,THE GREEN SOLUTION LLC,2601 West Alameda Avenue,Denver,80219,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00016,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00155,MOUNTAIN ANNIES LLC,MOUNTAIN ANNIES LLC,"157 US Highway 550, Suite B",Ridgway,81432,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00155,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00004,JGB VENTURES LLC,DANK,"3835 North Elm Street, Unit C",Denver,80207,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00004,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00479,LIGHTSHADE LABS LLC,Lightshade,745 East 6th Avenue,Denver,80203,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00479,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00771,GREEN TREE BERTHOUD LLC,Green Tree,1090 North 2nd Street,Berthoud,80513,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00771,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00208,SUSTAINABLE HEALTH LLC,14er HOLISTICS,"2897 Mapleton Avenue, Suite 800",Boulder,80301,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00208,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00863,SUMMIT WELLNESS,DEN-REC Denver Recreational Dispensary,5420 Arapahoe Avenue  Unit D,Boulder,80303,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00863,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00640,COLUMBIA CARE CO INC,Medicine Man,130 West 84th Avenue,Thornton,80260,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00640,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00107,DP RETAIL 106 LLC,Green Dragon,"1795 Airport Road, Unit A3",Breckenridge,80424,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00107,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00528,BUDS LTD,Buds Dispensary-Parachute Premium & Rare Cannabis,104 Cardinal Way,Parachute,81635,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00528,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00300,THE GREEN SOLUTION LLC,THE GREEN SOLUTION LLC,3179 South Peoria Court,Aurora,80014,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00300,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00574,HIGHWAY 40 LLC,Bonfire Cannabis Company,8 County Road 821,Tabernash,80478,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00574,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00301,TREATMENTS UNLIMITED LLC,Altitude Aurora,10455 East Colfax Avenue,Aurora,80010,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00301,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00480,MOUNTAIN ANNIES LLC,MOUNTAIN ANNIES LLC,1644 County Road 203,Durango,81301,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00480,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00752,ASPEN GREEN JOINT LLC,The Green Joint,"720 East Durant Avenue, Unit E-3",Aspen,81611,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00752,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00316,SBUD LLC,Star Buds,"14655 East Arapahoe Road, Unit B",Aurora,80016,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00316,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00835,THE CANNABIS DEPOT III LLC,THE CANNABIS DEPOT III LLC,74 North Component Drive Unit 130,Pueblo West,81007,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00835,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00705,HQ SOPRIS LLC,High Q Carbondale,303 Main Street Front Unit A,Carbondale,81623,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00705,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-01034,HIGH STAKES LEAFERY LLC,HIGH STAKES LEAFERY LLC,324 Highway 67 #D,Cripple Creek,80813,2024-01-02,Stores,Adult-Use,,,,,,,,402R-01034,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00790,RINO SUPPLY CO INC,Rino Supply Company,3100 Blake Street,Denver,80205,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00790,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00463,BUD HUT INC,BUD HUT INC,973 U.S. Highway 85-87  Suite 300,Walsenburg,81089,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00463,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00212,GREEN MEDICINE LLC,The Green Joint,1030 Grand Avenue,Glenwood Springs,81601,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00212,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00419,MILE HIGH DISPENSARY LLC,Mile High Dispensary,1350 South Sheridan Boulevard Unit 1 & 2,Denver,80232,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00419,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00678,IGADI LTD,IgadI,1325 South Public Road,Lafayette,80026,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00678,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00920,MOCO VENTURES LLC,Horizon Cannabis,6745 West Mississippi Avenue ,Lakewood,80226,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00920,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00446,SBUD LLC,Star Buds,1451 Cortez Street Unit A,Denver,80221,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00446,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00379,RJJ ASPEN LLC,Native Roots Aspen,308 South Hunter Street,Aspen,81611,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00379,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00869,PHYSICIAN PREFERRED PRODUCTS LLC,Doc's Apothecary,4080 North Globeville Road,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00869,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00729,RIA HOLDINGS LIMITED,LAUGHING GRASS,1110 West Virginia Avenue Unit 1,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00729,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00896,PI NORTH SHERIDAN LLC,Lova Sheridan,446 North Sheridan Boulevard,Denver,80226,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00896,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
