premise_city,license_designation,business_legal_name,business_phone,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_type,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_email,business_image_url,business_dba_name,premise_street_address,premise_county,premise_zip_code,premise_latitude,premise_longitude,business_website,data_refreshed_date
Butte,Adult Use,Advancedalternativesllc,(406) 529-8863,126,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Advancedalternativesllc,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Apogee Gardens LLC,(406) 299-3027,127,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Apogee Gardens LLC,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Bloom,(406) 459-2618,128,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Burn,(406) 565-6010,129,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Burn,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Butte Dispensary,(406) 565-5272,130,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Butte Dispensary,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Collective Elevation Butte,(406) 498-3549,131,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Collective Elevation Butte,,,,,,,2024-02-05T22:29:03.202367
Butte,Medical Only,Corner House,(406) 221-7421,132,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Corner House,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Elevated Butte,(406) 855-0291,133,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Butte,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Greenhouse LLC,(406) 565-7537,134,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Greenhouse LLC,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Harrison,(970) 708-7015,135,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Harrison,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,High Altitude Gardens,(406) 533-5664,136,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High Altitude Gardens,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Honey Sour,(480) 842-0078,137,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Honey Sour,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Jas Ventures Inc.,(406) 461-2300,138,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Herbaceous Inc,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Kannatonic,(406) 491-1353,139,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Kannatonic,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Lionheart Cannabis Butte Dispensary,(844) 586-2837,140,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Butte Dispensary,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,"Lycon, LLC",(406) 498-1778,141,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,"Lycon, LLC",,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Marimint Butte,(406) 970-9430,142,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Marimint Butte,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Medicine Creek Caregivers,(406) 404-5625,143,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Medicine Creek Caregivers,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Mt Kush Butte,(406) 465-2281,144,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mt Kush Butte,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Natural Welleness LLC,(406) 539-5354,145,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Natural Welleness LLC,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Silverbow Cannabis,(406) 580-1839,146,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Silverbow Cannabis,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Silverleaf,(970) 708-7015,147,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Silverleaf,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Soultonix,(406) 565-5185,148,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Soultonix,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,The Higher Standard Butte,(406) 459-2571,149,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard Butte,,,,,,,2024-02-05T22:29:03.202367
Butte,Adult Use,Top Shelf Botanicals,(406) 565-5970,150,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,,,,,,,2024-02-05T22:29:03.202367
Cardwell,Adult Use,Top Shelf Botanicals,(406) 219-3288,151,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,,,,,,,2024-02-05T22:29:03.202367
Chinook,Adult Use,Elevated Chinook,(406) 601-1166,152,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Chinook,,,,,,,2024-02-05T22:29:03.202367
Clinton,Medical Only,Funk Farm,(701) 202-8652,153,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Funk Farm,,,,,,,2024-02-05T22:29:03.202367
Clinton,Adult Use,Holistic Harvest Cannabis Farms LLC,(406) 370-7923,154,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Holistic Harvest Cannabis Farms LLC,,,,,,,2024-02-05T22:29:03.202367
Clinton,Adult Use,Mc Courier,(406) 207-1799,155,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mc Courier,,,,,,,2024-02-05T22:29:03.202367
Columbia Falls,Adult Use,Big Mountain Botanicals LLC,(406) 250-2241,156,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Big Mountain Botanicals LLC,,,,,,,2024-02-05T22:29:03.202367
Columbia Falls,Adult Use,Bloominati,(406) 871-5776,157,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloominati,,,,,,,2024-02-05T22:29:03.202367
Columbia Falls,Adult Use,Columbia Falls,(406) 314-4156,158,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Columbia Falls,,,,,,,2024-02-05T22:29:03.202367
Columbia Falls,Adult Use,Fruit Factory Inc,(435) 668-4387,159,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fruit Factory Inc,,,,,,,2024-02-05T22:29:03.202367
Columbia Falls,Adult Use,Terpene Time Extracts,(406) 885-3770,160,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Terpene Time Extracts,,,,,,,2024-02-05T22:29:03.202367
Columbia Fls,Adult Use,Bud Factory,(406) 885-0188,161,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bud Factory,,,,,,,2024-02-05T22:29:03.202367
Columbia Fls,Adult Use,Ember,(406) 404-6470,162,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ember,,,,,,,2024-02-05T22:29:03.202367
Columbia Fls,Adult Use,Kgi,(406) 253-2863,163,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Kgi,,,,,,,2024-02-05T22:29:03.202367
Columbus,Medical Only,Bloom,(406) 459-2618,164,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Columbus,Medical Only,Triggers Relief LLC,(406) 426-4446,165,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Triggers Relief LLC,,,,,,,2024-02-05T22:29:03.202367
Culbertson,Adult Use,Magic Cityreleaf,(406) 598-1400,166,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Magic Cityreleaf,,,,,,,2024-02-05T22:29:03.202367
Cut Bank,Adult Use,Green Acres,(406) 879-6773,167,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Green Acres,,,,,,,2024-02-05T22:29:03.202367
Cut Bank,Adult Use,Mommaz Enterprises,(406) 249-7270,168,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mommaz Enterprises,,,,,,,2024-02-05T22:29:03.202367
Dillon,Adult Use,D&L's Sweetwater Goods,(406) 925-0613,169,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,D&L's Sweetwater Goods,,,,,,,2024-02-05T22:29:03.202367
Dillon,Medical Only,The Higher Standard,(406) 865-0341,170,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,East  Bloom,(406) 459-2618,171,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,East  Bloom,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,East  Emerald Apothecary By Onelife,(406) 640-4958,172,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,East  Emerald Apothecary By Onelife,,,,,,,2024-02-05T22:29:03.202367
Ennis,Adult Use,Lpc - Ennis,(386) 931-9334,173,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lpc - Ennis,,,,,,,2024-02-05T22:29:03.202367
Ennis,Adult Use,Medicine Creek Caregivers,(406) 551-5120,174,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Medicine Creek Caregivers,,,,,,,2024-02-05T22:29:03.202367
Ennis,Adult Use,Top Shelf Botanicals,(406) 682-5558,175,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,,,,,,,2024-02-05T22:29:03.202367
Eureka,Adult Use,Area93 Dispensary,(406) 212-8856,176,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Area93 Dispensary,,,,,,,2024-02-05T22:29:03.202367
Eureka,Adult Use,Awesome Blossoms Mt,(406) 945-7511,177,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Awesome Blossoms Mt,,,,,,,2024-02-05T22:29:03.202367
Eureka,Adult Use,N8's Nuggz N Such,(406) 297-2349,178,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,N8's Nuggz N Such,,,,,,,2024-02-05T22:29:03.202367
Eureka,Adult Use,Powerplant Arena,(714) 235-1605,179,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Powerplant Arena,,,,,,,2024-02-05T22:29:03.202367
Fairview,Adult Use,Armadillo Buds LLC,(406) 941-0791,180,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Armadillo Buds LLC,,,,,,,2024-02-05T22:29:03.202367
Fairview,Adult Use,High Mountain - Fairview,(406) 670-6325,181,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High Mountain - Fairview,,,,,,,2024-02-05T22:29:03.202367
Fairview,Adult Use,Seed Of Life Labs,(406) 855-8204,182,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Seed Of Life Labs,,,,,,,2024-02-05T22:29:03.202367
Florence,Adult Use,710 Montana,(406) 209-2470,183,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,710 Montana,,,,,,,2024-02-05T22:29:03.202367
Florence,Adult Use,Bloom,(406) 540-4163,184,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Florence,Adult Use,Elevated Florence,(406) 855-0291,185,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Florence,,,,,,,2024-02-05T22:29:03.202367
Florence,Adult Use,Family Farms,(406) 465-4555,186,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Family Farms,,,,,,,2024-02-05T22:29:03.202367
Fort Benton,Medical Only,Fat Hippie,(406) 459-2618,187,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fat Hippie,,,,,,,2024-02-05T22:29:03.202367
Frenchtown,Medical Only,Tr2 LLC,(425) 999-7441,188,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tr2 LLC,,,,,,,2024-02-05T22:29:03.202367
Gallatin Gtwy,Adult Use,Double Dogs,(406) 224-0238,189,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Double Dogs,,,,,,,2024-02-05T22:29:03.202367
Gallatin Gtwy,Adult Use,Mountain Medicine,(406) 589-7200,190,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mountain Medicine,,,,,,,2024-02-05T22:29:03.202367
Gallatin Gtwy,Adult Use,Mtk Inc.,(406) 465-2281,191,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mtk Inc.,,,,,,,2024-02-05T22:29:03.202367
Gardiner,Adult Use,The Smoking Bear By Lazy Daze,(646) 522-6729,192,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Smoking Bear By Lazy Daze,,,,,,,2024-02-05T22:29:03.202367
Glasgow,Adult Use,Cannaorganics LLC,(406) 228-4202,193,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Cannaorganics LLC,,,,,,,2024-02-05T22:29:03.202367
Glasgow,Adult Use,Wild Sky Farms,(406) 783-7270,194,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Wild Sky Farms,,,,,,,2024-02-05T22:29:03.202367
Glendive,Adult Use,Armadillo Buds,(406) 941-0791,195,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Armadillo Buds,,,,,,,2024-02-05T22:29:03.202367
Glendive,Adult Use,Bloom,(406) 459-2618,196,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Glendive,Adult Use,High Mountain - Glendive,(406) 670-6325,197,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High Mountain - Glendive,,,,,,,2024-02-05T22:29:03.202367
Glendive,Adult Use,Magic City Releaf Glendive Location,(406) 598-1400,198,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Magic City Releaf Glendive Location,,,,,,,2024-02-05T22:29:03.202367
Glendive,Adult Use,Sacred Sun Farms Inc.,(406) 580-4098,199,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sacred Sun Farms Inc.,,,,,,,2024-02-05T22:29:03.202367
Glendive,Adult Use,Seed Of Life Labs LLC,(406) 855-8204,200,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Seed Of Life Labs LLC,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Great Falls,(406) 403-8109,201,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Great Falls,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Great Northern Dispensary,(406) 333-3000,202,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Great Northern Dispensary,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Great Northern Farmisee,(406) 590-1918,203,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Great Northern Farmisee,,,,,,,2024-02-05T22:29:03.202367
West,Adult Use,Great Falls Great Northern,(406) 590-1918,204,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Great Falls Great Northern,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Green Creek,(406) 750-7152,205,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Green Creek,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Holistic Releaf By Design,(406) 860-1220,206,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Holistic Releaf By Design,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Infinity Wellness Dispensary,(406) 600-1266,207,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Infinity Wellness Dispensary,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Lionheart Cannabis Great Falls,(844) 586-2837,208,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Great Falls,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Marimart Great Falls,(406) 396-1454,210,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Marimart Great Falls,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Montana Dispensary,(406) 219-7220,211,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Dispensary,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Rocky Mountain Remedies,(406) 231-4739,212,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Rocky Mountain Remedies,,,,,,,2024-02-05T22:29:03.202367
Great Falls,Adult Use,Wheat Building,,213,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Wheat Building,,,,,,,2024-02-05T22:29:03.202367
Hamilton,Adult Use,Euphoria Wellness,(406) 375-5591,214,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Euphoria Wellness,,,,,,,2024-02-05T22:29:03.202367
Hamilton,Adult Use,Starrbuds,(406) 240-8979,215,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Starrbuds,,,,,,,2024-02-05T22:29:03.202367
Hamilton,Adult Use,The Flower Shop,(406) 360-3057,216,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Flower Shop,,,,,,,2024-02-05T22:29:03.202367
Hamilton,Adult Use,Treasured State Farm LLC,(406) 361-5870,217,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Treasured State Farm LLC,,,,,,,2024-02-05T22:29:03.202367
Hardin,Adult Use,312 Cannabis Hardin,(406) 690-5862,218,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,312 Cannabis Hardin,,,,,,,2024-02-05T22:29:03.202367
Hardin,Adult Use,Bloom,(406) 459-2618,219,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Harlem,Adult Use,Harlem Location,(406) 879-6773,220,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Harlem Location,,,,,,,2024-02-05T22:29:03.202367
Hathaway,Adult Use,High Mountain - Hathaway,(406) 670-6325,221,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High Mountain - Hathaway,,,,,,,2024-02-05T22:29:03.202367
Havre,Adult Use,Bloom,(406) 459-2618,222,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Havre,Adult Use,Dancing Goat Gardens,(406) 399-0356,223,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Dancing Goat Gardens,,,,,,,2024-02-05T22:29:03.202367
Havre,Adult Use,Elevated Havre,,224,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Havre,,,,,,,2024-02-05T22:29:03.202367
Havre,Adult Use,Montana Green Realeaf,(406) 399-6573,225,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Green Realeaf,,,,,,,2024-02-05T22:29:03.202367
Havre,Adult Use,Seed Of Life Labs LLC,(406) 855-8204,226,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Seed Of Life Labs LLC,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,710 Montana,(406) 209-2470,227,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,710 Montana,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,A Perfect Cure Mt,(406) 459-0507,228,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,A Perfect Cure Mt,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Ancient Alchemy,(406) 422-8039,229,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ancient Alchemy,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Bloom,(406) 459-2618,230,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Bloom,(406) 458-9333,231,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Cannabis Corner,(406) 422-4113,232,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Cannabis Corner,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Elevated,(406) 855-0291,233,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Emerald Apothecary,(406) 594-2127,234,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Emerald Apothecary,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Ganja Goddess LLC,(406) 451-4291,235,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ganja Goddess LLC,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Helena Buds,(406) 558-2572,236,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Helena Buds,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Keeper Of The Green,(406) 465-5413,237,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Keeper Of The Green,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Lionheart Cannabis Helena Dispensary,(844) 586-2837,238,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Helena Dispensary,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Mtk Inc.,(406) 465-2281,239,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mtk Inc.,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Natural Wellness LLC,(406) 539-5354,240,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Natural Wellness LLC,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Nomad Canna Helena Store,(406) 788-6173,241,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Nomad Canna Helena Store,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Sean's Way,(406) 202-6217,242,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sean's Way,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Silverleaf,(406) 594-2448,243,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Silverleaf,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Sleeping Giant Gardens,(406) 459-0753,244,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sleeping Giant Gardens,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,The Broadwater Market,(406) 603-0528,245,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Broadwater Market,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,The Higher Standard Corp Helena,(406) 459-2571,246,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard Corp Helena,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,The Higher Standard Corp.,(406) 459-2571,247,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard Corp.,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Top Shelf Botanicals,(406) 475-5381,248,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,Treasure Tree,(406) 502-1177,249,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Treasure Tree,,,,,,,2024-02-05T22:29:03.202367
Helena,Adult Use,White Pine Montana,(406) 951-2335,250,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,White Pine Montana,,,,,,,2024-02-05T22:29:03.202367
Heron,Adult Use,Tastebuds,(406) 847-2741,251,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tastebuds,,,,,,,2024-02-05T22:29:03.202367
Hinsdale,Adult Use,The Loaded Toad Medicinal Garden,(406) 263-7302,252,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Loaded Toad Medicinal Garden,,,,,,,2024-02-05T22:29:03.202367
