license_number,business_dba_name,id,license_type,LicenseStatus,premise_county,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_legal_name,business_owner_name,business_structure,business_email,activity,parcel_number,business_image_url,business_phone,business_website,data_refreshed_date
82242105356156705653,Tgig Llc,82242105356156705653,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2024-07-10
82463633801487221381,Qualcan Llc,82463633801487221381,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,QUALCAN LLC,,,,,,,,,2024-07-10
82798431024231095044,Las Vegas Natural Caregivers L.L.C.,82798431024231095044,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LAS VEGAS NATURAL CAREGIVERS L.L.C.,,,,,,,,,2024-07-10
82874714255089649168,Nye Natural Medicinal Solutions Llc,82874714255089649168,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NYE NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2024-07-10
83760475147127946601,Waveseer Of Las Vegas Llc,83760475147127946601,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2024-07-10
84492500962215939022,Mj Distributing P132 Llc,84492500962215939022,Retail Production,Active,Lincoln,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MJ DISTRIBUTING P132 LLC,,,,,,,,,2024-07-10
84556983876657114479,Bioneva Innovations Of Carson City Llc,84556983876657114479,Retail Cultivation,Non-Operational,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BIONEVA INNOVATIONS OF CARSON CITY LLC,,,,,,,,,2024-07-10
84716656554039635124,Euphoria Wellness Llc,84716656554039635124,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EUPHORIA WELLNESS LLC,,,,,,,,,2024-07-10
85328377411031437311,Nuleaf Clv Dispensary Llc,85328377411031437311,Medical Dispensary,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF CLV DISPENSARY LLC,,,,,,,,,2024-07-10
85529550360873527457,Alternative Medicine Association Lc,85529550360873527457,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ALTERNATIVE MEDICINE ASSOCIATION LC,,,,,,,,,2024-07-10
85577035657658637557,Cheyenne Medical Reno Rd265 Llc,85577035657658637557,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CHEYENNE MEDICAL RENO RD265 LLC,,,,,,,,,2024-07-10
86197696254559983253,Nevada Group Wellness,86197696254559983253,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2024-07-10
86676611642251332763,Libra Wellness Center Llc,86676611642251332763,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIBRA WELLNESS CENTER LLC,,,,,,,,,2024-07-10
86917349659898787217,Healing Gardens Llc,86917349659898787217,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HEALING GARDENS LLC,,,,,,,,,2024-07-10
87459024312627195378,Floret Nevada Llc,87459024312627195378,Retail Production,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FLORET NEVADA LLC,,,,,,,,,2024-07-10
87529746323214502953,Redwood Warehouse Llc,87529746323214502953,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,REDWOOD WAREHOUSE LLC,,,,,,,,,2024-07-10
88066209745143423581,Nevada Organic Remedies Llc,88066209745143423581,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2024-07-10
88234039028324550335,Gravitas Nevada Ltd,88234039028324550335,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GRAVITAS NEVADA LTD,,,,,,,,,2024-07-10
88485267558396597365,Nevada Wholesalers Llc,88485267558396597365,Retail Distributor,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA WHOLESALERS LLC,,,,,,,,,2024-07-10
88853210986743836974,Nevada Organic Remedies Llc,88853210986743836974,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2024-07-10
88979305974946506142,Bccnevada Llc,88979305974946506142,Retail Cultivation,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BCCNEVADA LLC,,,,,,,,,2024-07-10
89159011597971380984,Indoor Garden Farms Llc,89159011597971380984,Retail Production,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INDOOR GARDEN FARMS LLC,,,,,,,,,2024-07-10
89468956878290453653,Deep Roots Harvest Inc.,89468956878290453653,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2024-07-10
89537461737742132623,Nevada Organic Remedies Llc,89537461737742132623,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2024-07-10
89609808832073380382,Vegas Valley Growers North Llc,89609808832073380382,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS NORTH LLC,,,,,,,,,2024-07-10
89946375130130279835,Matrix Nv Llc,89946375130130279835,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MATRIX NV LLC,,,,,,,,,2024-07-10
90401540947579963618,Picksy Llc,90401540947579963618,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PICKSY LLC,,,,,,,,,2024-07-10
90871747675505722966,Matrix Nv Llc,90871747675505722966,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MATRIX NV LLC,,,,,,,,,2024-07-10
90933499176351138997,Tryke Companies So Nv Llc,90933499176351138997,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2024-07-10
91478689709272683797,Pure Tonic Concentrates Llc,91478689709272683797,Retail Distributor,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE TONIC CONCENTRATES LLC,,,,,,,,,2024-07-10
91781014075623623744,Erp Llc,91781014075623623744,Retail Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ERP LLC,,,,,,,,,2024-07-10
91945512284376080256,Las Vegas Wellness And Compassion Llc,91945512284376080256,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LAS VEGAS WELLNESS AND COMPASSION LLC,,,,,,,,,2024-07-10
92756922633355597858,Waveseer Of Las Vegas Llc,92756922633355597858,Retail Distributor,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2024-07-10
92992684275319542983,Range Brands Llc,92992684275319542983,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RANGE BRANDS LLC,,,,,,,,,2024-07-10
93968461789695028039,Nevada Wellness Center Llc,93968461789695028039,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA WELLNESS CENTER LLC,,,,,,,,,2024-07-10
94104154254817748080,800 Stillwell Llc,94104154254817748080,Retail Cultivation,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,800 STILLWELL LLC,,,,,,,,,2024-07-10
94529609730879618408,Southern Nevada Growers Llc,94529609730879618408,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2024-07-10
94874395420441656510,Mm Development Company Inc,94874395420441656510,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2024-07-10
94990085567833686204,Clover Creek Organics Llc,94990085567833686204,Retail Cultivation,Active,Lincoln,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLOVER CREEK ORGANICS LLC,,,,,,,,,2024-07-10
95048400048491208130,Gb Sciences Las Vegas Llc,95048400048491208130,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GB SCIENCES LAS VEGAS LLC,,,,,,,,,2024-07-10
95236492630065454507,Fidelis Holdings Llc,95236492630065454507,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2024-07-10
95291970896852649642,Natures Kindest Llc,95291970896852649642,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATURES KINDEST LLC,,,,,,,,,2024-07-10
95302683028057246767,Picksy Llc,95302683028057246767,Medical Dispensary,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PICKSY LLC,,,,,,,,,2024-07-10
95511225987908029386,Clear River Llc,95511225987908029386,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2024-07-10
95697016138994411312,Silver State Cultivation Llc,95697016138994411312,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE CULTIVATION LLC,,,,,,,,,2024-07-10
96039018489825397587,Waveseer Of Las Vegas Llc,96039018489825397587,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2024-07-10
96417488157624490728,Medical Cannabis Healing Llc,96417488157624490728,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MEDICAL CANNABIS HEALING LLC,,,,,,,,,2024-07-10
96448648950663179929,Harvest Foundation Llc The,96448648950663179929,Retail Cultivation,Suspended,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HARVEST FOUNDATION LLC THE,,,,,,,,,2024-07-10
96811174139333626999,Vegas Valley Growers North Llc,96811174139333626999,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS NORTH LLC,,,,,,,,,2024-07-10
96822610504919713285,Tgig Llc,96822610504919713285,Retail Dispensary,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2024-07-10
97028286992913304766,Gti Nevada Llc,97028286992913304766,Retail Dispensary,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GTI NEVADA LLC,,,,,,,,,2024-07-10
97059765338438920065,Waveseer Of Las Vegas Llc,97059765338438920065,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2024-07-10
97595215455267957025,Dep Ops Nv Llc,97595215455267957025,Retail Distributor,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEP OPS NV LLC,,,,,,,,,2024-07-10
98430516431235510618,Nevada Natural Medicines Llc,98430516431235510618,Retail Production,Non-Operational,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA NATURAL MEDICINES LLC,,,,,,,,,2024-07-10
98838912295560620335,Nabisix Llc,98838912295560620335,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NABISIX LLC,,,,,,,,,2024-07-10
98843691805539755867,Nevada Pure Llc,98843691805539755867,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA PURE LLC,,,,,,,,,2024-07-10
99035327095322531299,Lvc D Llc,99035327095322531299,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LVC D LLC,,,,,,,,,2024-07-10
99035327095322531323,Acres Dispensary Llc,99035327095322531323,Retail Dispensary,Active,White Pine,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES DISPENSARY LLC,,,,,,,,,2024-07-10
99035327095322531329,Acres Medical Llc,99035327095322531329,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES MEDICAL LLC,,,,,,,,,2024-07-10
99035327095322531330,Caliente Development Company Llc,99035327095322531330,Retail Cultivation,Non-Operational,Lincoln,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CALIENTE DEVELOPMENT COMPANY LLC,,,,,,,,,2024-07-10
99035327095322531331,Caliente Development Company Llc,99035327095322531331,Retail Production,Non-Operational,Lincoln,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CALIENTE DEVELOPMENT COMPANY LLC,,,,,,,,,2024-07-10
99035327095322531357,H & K Growers Corp,99035327095322531357,Retail Cultivation,Active,Elko,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,H & K GROWERS CORP,,,,,,,,,2024-07-10
99035327095322531359,Nevada Medical Group Llc,99035327095322531359,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA MEDICAL GROUP LLC,,,,,,,,,2024-07-10
99035327095322531360,Compassionate Team Of Las Vegas Llc,99035327095322531360,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,COMPASSIONATE TEAM OF LAS VEGAS LLC,,,,,,,,,2024-07-10
99035327095322531382,Alternative Medicine Association Lc,99035327095322531382,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ALTERNATIVE MEDICINE ASSOCIATION LC,,,,,,,,,2024-07-10
99035327095322531387,Pure Growers Llc,99035327095322531387,Retail Cultivation,Active,Lander,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE GROWERS LLC,,,,,,,,,2024-07-10
99035327095322531388,Pure Growers Llc,99035327095322531388,Retail Production,Active,Lander,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE GROWERS LLC,,,,,,,,,2024-07-10
99035327095322531389,Euphoria Wellness Llc,99035327095322531389,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EUPHORIA WELLNESS LLC,,,,,,,,,2024-07-10
99035327095322531392,Rural Remedies Llc,99035327095322531392,Retail Cultivation,Non-Operational,Lander,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RURAL REMEDIES LLC,,,,,,,,,2024-07-10
99035327095322531393,Rural Remedies Llc,99035327095322531393,Retail Production,Non-Operational,Lander,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RURAL REMEDIES LLC,,,,,,,,,2024-07-10
99035327095322531407,Miller Farms Llc,99035327095322531407,Retail Cultivation,Active,Humboldt,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MILLER FARMS LLC,,,,,,,,,2024-07-10
99035327095322531408,Natural Medicine Llc,99035327095322531408,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATURAL MEDICINE LLC,,,,,,,,,2024-07-10
99035327095322531410,Dune Operating Holdings Llc,99035327095322531410,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DUNE OPERATING HOLDINGS LLC,,,,,,,,,2024-07-10
99035327095322531413,Nuleaf Clv Dispensary Llc,99035327095322531413,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF CLV DISPENSARY LLC,,,,,,,,,2024-07-10
99035327095322531415,Polaris Wellness Center Llc,99035327095322531415,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,POLARIS WELLNESS CENTER LLC,,,,,,,,,2024-07-10
99035327095322531417,Silver Sage Wellness Llc,99035327095322531417,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2024-07-10
99035327095322531421,West118 Investments Llc,99035327095322531421,Retail Cultivation,Active,Lyon,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WEST118 INVESTMENTS LLC,,,,,,,,,2024-07-10
99035327095322531422,West118 Investments Llc,99035327095322531422,Retail Production,Active,Lyon,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WEST118 INVESTMENTS LLC,,,,,,,,,2024-07-10
99035327095322531424,Wellness Connection Of Nevada Llc,99035327095322531424,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS CONNECTION OF NEVADA LLC,,,,,,,,,2024-07-10
99035327095322531433,Deep Roots Harvest Inc,99035327095322531433,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC,,,,,,,,,2024-07-10
99035327095322531435,Mm Development Company Inc,99035327095322531435,Retail Lounge,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2024-07-10
99035327095322531436,Cheyenne Medical Sammy Davis Rd263 Llc,99035327095322531436,Retail Lounge,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CHEYENNE MEDICAL SAMMY DAVIS RD263 LLC,,,,,,,,,2024-07-10
99035327095322531454,International Service And Rebuilding Inc,99035327095322531454,Retail Cultivation,Active,Lyon,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INTERNATIONAL SERVICE AND REBUILDING INC,,,,,,,,,2024-07-10
99035327095322531455,International Service And Rebuilding Inc,99035327095322531455,Retail Production,Active,Lyon,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INTERNATIONAL SERVICE AND REBUILDING INC,,,,,,,,,2024-07-10
99035327095322531456,Moms Meds Management L.L.C.,99035327095322531456,Retail Cultivation,Active,Mineral,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MOMS MEDS MANAGEMENT L.L.C.,,,,,,,,,2024-07-10
99035327095322531457,Moms Meds Management L.L.C.,99035327095322531457,Retail Production,Active,Mineral,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MOMS MEDS MANAGEMENT L.L.C.,,,,,,,,,2024-07-10
99035327095322531458,Ftlb Llc,99035327095322531458,Retail Cultivation,Active,Esmeralda,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FTLB LLC,,,,,,,,,2024-07-10
99035327095322531459,Ftlb Llc,99035327095322531459,Retail Production,Active,Esmeralda,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FTLB LLC,,,,,,,,,2024-07-10
99035327095322531464,Bayou Buds Llc,99035327095322531464,Retail Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BAYOU BUDS LLC,,,,,,,,,2024-07-10
99035327095322531465,Healing Gardens Llc,99035327095322531465,Retail Cultivation,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HEALING GARDENS LLC,,,,,,,,,2024-07-10
99035327095322531466,Sensible Edibles Llc,99035327095322531466,Retail Production,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SENSIBLE EDIBLES LLC,,,,,,,,,2024-07-10
99035327095322531467,800 Stillwell Llc,99035327095322531467,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,800 STILLWELL LLC,,,,,,,,,2024-07-10
99239503170358118250,Global Harmony Llc,99239503170358118250,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GLOBAL HARMONY LLC,,,,,,,,,2024-07-10
99935327095322531205,Nv Cann Labs Llc,99935327095322531205,Retail Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NV CANN LABS LLC,,,,,,,,,2024-07-10
