business_legal_name,license_type,license_designation,premise_city,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,business_website,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_street_address,premise_zip_code
"
Birdseye Botanicals
","
CLTV0103
",Adult-Use,,254,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Bordertown Apothecary
","
CLTV0097
",Adult-Use,,255,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Vermontijuana,"
CLTV0106
",Adult-Use,,256,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Ridgetop Farm, LLC
","
CLTV0292
",Adult-Use,,257,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Roots Madder
","
CLTV0290
",Adult-Use,,258,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Meadow Lark Farm
","
CLTV0262
",Adult-Use,,259,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
MG Enterprises, LLC
","
CLTV0264
",Adult-Use,,260,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Superkind Farms LLC
","
CLTV0239
",Adult-Use,,261,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Bud Butter
","
CLTV0260
",Adult-Use,,262,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Next Level Mountain Gardens, LLC
","
CLTV0259
",Adult-Use,,263,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Birdland LLC, Birdland
","
CLTV0235
",Adult-Use,,264,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
New England Cannabis Partners, LLC  d/b/a MothaPlant
","
CLTV0297
",Adult-Use,,265,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Spruce Mountain Cannabis, LLC
","
CLTV0302
",Adult-Use,,266,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Little River Farms
","
CLTV0257
",Adult-Use,,267,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
River Ridge Cannabis LLC
","
CLTV0256
",Adult-Use,,268,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Pilin’ It Higher Farms LLC
","
CLTV0252
",Adult-Use,,269,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Treetop Alliance
","
CLTV0249
",Adult-Use,,270,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
,,Adult-Use,,271,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Maple Buckets LLC,"
CLTV0059
",Adult-Use,,272,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Boreas Ventures LLC,"
CLTV0064
",Adult-Use,,273,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Quintessential Botanicals LLC
","
CLTV0098
",Adult-Use,,274,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Great Hill Growers LLC
",CLTV0233,Adult-Use,,275,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Smoke Em If You Got Em LLC DBA SMUGE DBA Rolling J's Farm,"
CLTV0243
",Adult-Use,,276,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Cola Crafting Farms LLC
",CLTV0248,Adult-Use,,277,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Old Growth Organics LLC
","
CLTV0058
",Adult-Use,,278,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Full Circle Farm LLC
","
CLTV0250
",Adult-Use,,279,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Shindig & G's Craft Cannabis LLC
","
CLTV0261
",Adult-Use,,280,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Green Bee Pharms LLC
","
CLTV0298
",Adult-Use,,281,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Urban Herbn, LLC d.b.a. The House Of Doja
","
CLTV0254
",Adult-Use,,282,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
,,Adult-Use,,283,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Jeezum Crow Bud Company LLC
","
CLTV0070
",Adult-Use,,284,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Lucky Leaf LLC
","
CLTV0071
",Adult-Use,,285,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Sweet Rhapsody LLC DBA Skunk Hollow Cannabis
","
CLTV0072
",Adult-Use,,286,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Ritual Cannabis LLC
","
CLTV0263
",Adult-Use,,287,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Phantom Farms LLC
","
CLTV0296
",Adult-Use,,288,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
,,Adult-Use,,289,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Green Mountain Ganja Guys LLC
","
CLTV0032
",Adult-Use,,290,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Flower First, LLC
","
CLTV0061
",Adult-Use,,291,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Mend Botanical,"
CLTV0065
",Adult-Use,,292,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
West Coast Development Company
",CLTV0245,Adult-Use,,293,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Sunset Lake Cannabis LLC
",CLTV0247,Adult-Use,,294,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Green Mountain Kana,"
SCLT0008
",Adult-Use,,295,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Snowbird Botanicals LLC,"
SCLT0064
",Adult-Use,,296,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"DP Holdings LLC, Garcia Grows","
SCLT0010
",Adult-Use,,297,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
DBA Geebee's Organics,"
SCLT0019
",Adult-Use,,298,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
LB Farm LLC,"
SCLT0025
",Adult-Use,,299,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Happy Valley Products,"
SCLT0147
",Adult-Use,,300,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Fort Dowd Growers Collective LLC,"
SCLT0071
",Adult-Use,,301,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Backcountry Botanicals LLC,"
SCLT0061
",Adult-Use,,302,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Dirt Rich Farms LLC,"
SCLT0093
",Adult-Use,,303,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
1958 LLC,"
SCLT0054
",Adult-Use,,304,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Tree Amigos,"
SCLT0205
",Adult-Use,,305,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Maple Maestro LLC,"
SCLT0063
",Adult-Use,,306,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
802 Glue LLC,"
SCLT0097
",Adult-Use,,307,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Sky High Cannabis,"
SCLT0128
",Adult-Use,,308,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Island Pond Cannabis Company,"
SCLT0077
",Adult-Use,,309,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Flavorline Cannabis Company LLC,"
SCLT0096
",Adult-Use,,310,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"7 B's Farm, LLC","
SCLT0088
",Adult-Use,,311,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
ZsGreenZ,"
SCLT0107
",Adult-Use,,312,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Hidden Valley Farm,"
SCLT0089
",Adult-Use,,313,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Overton View Farm LLC,"
SCLT0173
",Adult-Use,,314,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"LagaMont Breeds, LLC","
SCLT0072
",Adult-Use,,315,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"Orleans Cannabis, LLC","
SCLT0078
",Adult-Use,,316,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Honey Tree Farm LLC,"
SCLT0126
",Adult-Use,,317,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Way High Up There,"
SCLT0116
",Adult-Use,,318,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
The Mad Botanist,"
SCLT0098
",Adult-Use,,319,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Cavelion LLC,"
SCLT0073
",Adult-Use,,320,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Green State of Mind,"
SCLT0085
",Adult-Use,,321,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Island Craft Cannabis,"
SCLT0180
",Adult-Use,,322,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Mythic Gardens,"
SCLT0087
",Adult-Use,,323,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Giving Tree Farm,"
SCLT0111
",Adult-Use,,324,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"Vermont Kind Cultivation, LLC","
SCLT0186
",Adult-Use,,325,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Central Vermont Cannabis Ltc Co,"
SCLT0138
",Adult-Use,,326,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Green Mountain Gardens,"
SCLT0110
",Adult-Use,,327,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Smugglers Notch Cannabis Company,"
SCLT0155
",Adult-Use,,328,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Cannabis Dream Nursery LLC,"
SCLT0183
",Adult-Use,,329,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Northeast Kingdom Cannabis,"
SCLT0188
",Adult-Use,,330,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"Smoke Ranch LLC, dba Smoch Ranch dba Smoke Ranch Redemption","
SCLT0131
",Adult-Use,,331,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Boon Botanicals,"
SCLT0192
",Adult-Use,,332,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Little Garden LLC; Little Garden,"
SCLT0175
",Adult-Use,,333,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Legacy Vermont Cannabis,"
SCLT0141
",Adult-Use,,334,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Green Heron Farm,"
SCLT0181
",Adult-Use,,335,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Tree Frog Farms LLC; Tree Frog Farms,"
SCLT0106
",Adult-Use,,336,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Vermont Vital Cultivars,"
SCLT0102
",Adult-Use,,337,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Ammanana Growers LLC; Ammanana Growers,"
SCLT0172
",Adult-Use,,338,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Bubbling Brook Botanicals LLC; Bubbling Brook VT,"
SCLT0202
",Adult-Use,,339,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"JPEAMES, LLC; DBA SUN DAY FARMS","
SCLT0127
",Adult-Use,,340,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Trichome Ranch LLC,"
SCLT0184
",Adult-Use,,341,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Green Valley Cannabis LLC,"
SCLT0156
",Adult-Use,,342,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"GMT Genetix LLC, DBA Fierce Cultivation","
SCLT0163
",Adult-Use,,343,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Lamoille Valley Extraction Solutions LLC DBA Zen Valley Cannabis,"
SCLT0176
",Adult-Use,,344,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Mad Hatter Cannabis and Hemp LLC,"
SCLT0170
",Adult-Use,,345,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Sugarleaf LLC,"
SCLT0124
",Adult-Use,,346,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
DRADIS,"
SCLT0204
",Adult-Use,,347,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Vermont Medicine Man Botanicals,"
SCLT0195
",Adult-Use,,348,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
T.K. House of Green,"
SCLT0196
",Adult-Use,,349,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Fat Cat Farm LLC,"
SCLT0198
",Adult-Use,,350,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Canna Cultivators Collective,"
SCLT0220
",Adult-Use,,351,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Alive Cannabis Company LLC,"
SCLT0212
",Adult-Use,,352,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
EDWARD-HASH-HANDS LLC,"
SCLT0223
",Adult-Use,,353,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Vermont Cultivars, LLC
",SCLT0227,Adult-Use,,354,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
The Empress 802 LLC DBA Green Goddess Goodies
",SCLT0230,Adult-Use,,355,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Kind Green Insight LLC / Swift Hawk Canna,"
SCLT0229
",Adult-Use,,356,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Farmhouse Cannabis LLC,"
SCLT0239
",Adult-Use,,357,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
CBBK LLC DBA Master Blaster Cultivators
",SCLT0242,Adult-Use,,358,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Freedom Flower LLC
",SCLT0271,Adult-Use,,359,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Flower Craft Cannabis LLC
",SCLT0269,Adult-Use,,360,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
High Hopes LLC
",SCLT0272,Adult-Use,,361,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Parker Hill Cannabis LLC
",SCLT0275,Adult-Use,,362,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
In The Weeds LLC
",SCLT0250,Adult-Use,,363,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Grandma'am's Hill Farm LLC DBA Grandma'am's Grass,SCLT0262,Adult-Use,,364,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Cold Hollow Cannabis LLC
",SCLT0267,Adult-Use,,365,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Rutland Craft Cannabis LTD CO
","
SCLT0292
",Adult-Use,,366,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Doh Yey Smokieez LLC d/b/a/ Green Mountain Exotics
","
SCLT0288
",Adult-Use,,367,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Armetra Wilcox LLC DBA Boujee Bones
","
SCLT0277
",Adult-Use,,368,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
The Farm at Bolton Dome LLC
","
SCLT0291
",Adult-Use,,369,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Longbottom LLC
","
SCLT0297
",Adult-Use,,370,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
LGH LLC
","
SCLT0286
",Adult-Use,,371,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Volcanic Organic, LLC (DBA Volcanic Botanic)
","
SCLT0285
",Adult-Use,,372,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
TDN Growers, LLC
","
SCLT0283
",Adult-Use,,373,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Rabbit Hill Farm, LLC
","
SCLT0284
",Adult-Use,,374,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Juniper Lane LLC dba Juniper Lane
",SCLT0281,Adult-Use,,375,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Seven Peaks LLC
","
SCLT0329
",Adult-Use,,376,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Hyde Park Headies LLC
","
SCLT0325
",Adult-Use,,377,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Vail Farm Cannabis LLC
","
SCLT0326
",Adult-Use,,378,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Wicked Windy Farms LLC
","
SCLT0316
",Adult-Use,,379,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Milton Gardens LLC
","
SCLT0311
",Adult-Use,,380,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
All Bliss Cannabis, LLC
","
SCLT0313
",Adult-Use,,381,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Terpslurper Farms
","
SCLT0314
",Adult-Use,,382,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Stillmore Farms, LLC
","
SCLT0308
",Adult-Use,,383,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
TruCanna LLC
","
SCLT0309
",Adult-Use,,384,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Root to Vitality Cannabis LLC
","
SCLT0307
",Adult-Use,,385,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Secret Laboratory, LLC
","
SCLT0305
",Adult-Use,,386,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Veracious Cultivation & Genetics, LLC
","
SCLT0300
",Adult-Use,,387,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
MMMDELIVERIES
","
SCLT0335
",Adult-Use,,388,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Mont Vert Meadows LLC
","
SCLT0332
",Adult-Use,,389,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Sweet Green Supply
","
SCLT0340
",Adult-Use,,390,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Vermont Bud Factory, LLC
","
SCLT0339
",Adult-Use,,391,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
DRT Cultivation LLC; DRT Cultivation
","
SCLT0342
",Adult-Use,,392,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Full Spectrum Botanics
","
SCLT0343
",Adult-Use,,393,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Green Mountain Boys, LLC
","
SCLT0349
",Adult-Use,,394,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Shepard Brook Farm, LLC
","
SCLT0353
",Adult-Use,,395,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Wisdom Tree Cannabis, LLC
","
SCLT0352
",Adult-Use,,396,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
,,Adult-Use,,397,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Holland Cannabis LLC
","
CLTV0057
",Adult-Use,,398,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Faustini Farms
","
CLTV0079
",Adult-Use,,399,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Stone Leaf Grow LLC
","
CLTV0062
",Adult-Use,,400,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Mount Gay Farms LLC
","
CLTV0082
",Adult-Use,,401,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Horticultural Professionals
","
CLTV0100
",Adult-Use,,402,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
