application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,3/1/2019,COMPLETE,MR281650,"Sanctuary Medicinals, Inc.",Gardner,1440.0,,,16 Pearson Blvd,,Gardner,MA,1440,POINT (-71.840209 42.329642),POINT (-71.979729 42.5664960),234 Taylor Street,,Littleton,MA,1460,82-0978452,MRN281650,Tue Sep 04 2018 14:03:46 GMT-0400 (Eastern Daylight Time),Tue Aug 28 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 21 2018 08:41:20 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201958,RPA201958,Not a DBE,,,Thu Jan 24 2019 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 25 2018 17:00:56 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 20 2018 14:57:12 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 10 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1440.0,Gardner,Worcester,42.329642,-71.840209,Central MA,,MA,42.566496,-71.979729,,2/12/2024,"Sanctuary Medicinals, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,MC281610,"Greenerside Holdings, LLC",Greenfield,1301.0,,,62 Harold Street,,Boston,MA,2119,POINT (-72.573941 42.587072),POINT (-72.617992 42.5768830),62 Harold Street,,Boston,MA,2119,84-2362662,MCN281610,Mon Nov 16 2020 15:13:18 GMT-0500 (Eastern Standard Time),Tue Aug 20 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,yes,EE202424,,,EE202424,,,,Minority-Owned Business,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,Tue Jul 17 2018 16:40:51 GMT-0400 (Eastern Daylight Time),Fri Nov 20 2020 09:55:13 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:23:23 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),600.0,12500.0,1301.0,Greenfield,Franklin,42.587072,-72.573941,Western MA,,MA,42.576883,-72.617993,SE305852,2/12/2024,"Greenerside Holdings, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,12/4/2023,COMPLETE,MR281454,"Advesa MA, Inc.",Somerville,2144.0,,,690 Broadway,,Somerville,MA,2144,POINT (-71.275566 42.459085),POINT (-71.111852 42.399594),690 Broadway,,Somerville,MA,2144,84-3412899,MRN281454,Tue Mar 23 2021 20:43:49 GMT-0400 (Eastern Daylight Time),Tue Feb 16 2021 16:55:54 GMT-0500 (Eastern Standard Time),,True,yes,EE202234,APPROVED,EE202234,EE202234,,,,Not a DBE,,,Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 19 2018 16:49:32 GMT-0400 (Eastern Daylight Time),Fri Mar 26 2021 10:31:49 GMT-0400 (Eastern Daylight Time),Thu May 13 2021 12:24:13 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2144.0,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.399594,-71.111853,,2/12/2024,"Advesa MA, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,PDO103444,Alchemy League,,,,,"12 Marcella St, Boston, MA",,Type,MA,2119,,,"12 Marcella St, Boston, MA",,Roxbury,MA,2119,82-4415549,PDOA103444,Wed Jun 30 2021 09:46:08 GMT-0400 (Eastern Daylight Time),Wed Jun 23 2021 13:06:13 GMT-0400 (Eastern Daylight Time),,True,,EE201940,APPROVED,EE201940,,,,,"Minority-Owned Business | Woman-Owned Business | Veteran-Owned Business | Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,Mon Feb 01 2021 10:57:52 GMT-0500 (Eastern Standard Time),Mon Jul 12 2021 11:54:07 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 11:54:16 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,,2/9/2024,Alchemy League,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282092,Pioneer Valley Trading Company LLC,Westfield,1085.0,,,99 Medeiros Way,,Westfield,MA,1085,POINT (-72.571312 42.12756),POINT (-72.732805 42.1754930),104 Feeding Hills Road,,Southwick,MA,1077,84-5131336,MPN282092,Tue Feb 08 2022 17:26:58 GMT-0500 (Eastern Standard Time),Tue Dec 28 2021 14:31:41 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Veteran-Owned Business,,,,Thu Jun 24 2021 13:28:18 GMT-0400 (Eastern Daylight Time),Wed Feb 09 2022 10:59:08 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:08:14 GMT-0400 (Eastern Daylight Time),,,1500.0,,1085.0,Westfield,Hampden,42.12756,-72.571312,Western MA,,MA,42.175493,-72.732806,,2/12/2024,Pioneer Valley Trading Company LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MP281903,Cannabakeri LLC,Worcester,1603.0,,,41 Fremont St,,Worcester,MA,1603,POINT (-71.840209 42.329642),POINT (-71.831031 42.2412399),4 Orchard St.,,Millbury,MA,1527,85-1932636,MPN281903,Mon Feb 21 2022 20:50:59 GMT-0500 (Eastern Standard Time),Wed Sep 08 2021 15:41:49 GMT-0400 (Eastern Daylight Time),Fri Aug 12 2022 14:23:28 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,,Wed Jun 17 2020 13:00:55 GMT-0400 (Eastern Daylight Time),Fri Mar 18 2022 12:18:55 GMT-0400 (Eastern Daylight Time),Thu May 12 2022 14:11:27 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1603.0,Worcester,Worcester,42.329642,-71.840209,Central MA,Ste. 1,MA,42.24124,-71.831032,,2/12/2024,Cannabakeri LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103104,The GreenHouse Cannabis Group Inc.,,,,,133 Clarendon St #170360,SMB 8220,Boston,MA,2117,,,46 Everett Street,,Medford,MA,2155,85-1259147,PDOA103104,Wed Jul 15 2020 20:05:43 GMT-0400 (Eastern Daylight Time),Tue Jul 14 2020 13:03:32 GMT-0400 (Eastern Daylight Time),,True,,SE305006,,,,,,,Minority-Owned Business,,,,Wed Jun 03 2020 09:53:32 GMT-0400 (Eastern Daylight Time),Thu Jul 23 2020 15:42:18 GMT-0400 (Eastern Daylight Time),Thu Jul 23 2020 15:47:31 GMT-0400 (Eastern Daylight Time),Thu Jul 23 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 23 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE305006,2/9/2024,The GreenHouse Cannabis Group Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,PDO103069,"Pronto Leaf, LLC",,,,,1905 Columbus Ave,,Roxbury,MA,2119,,,476 Canton Street,,Stoughton,MA,2072,86-2198923,PDOA103069,Tue Oct 05 2021 11:11:30 GMT-0400 (Eastern Daylight Time),Mon Sep 27 2021 13:12:47 GMT-0400 (Eastern Daylight Time),,True,,EE201890,APPROVED,EE201890,,,,,Not a DBE,,,,Fri May 29 2020 18:23:54 GMT-0400 (Eastern Daylight Time),Fri Oct 15 2021 14:44:09 GMT-0400 (Eastern Daylight Time),Fri Oct 15 2021 14:44:21 GMT-0400 (Eastern Daylight Time),Fri Oct 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,,2/9/2024,"Pronto Leaf, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MC282674,Releaf Cultivation L.L.C,Gardner,1440.0,,,232 Old Colony Unit 203,Unit 203,Boston,MA,2127,POINT (-71.840209 42.329642),POINT (-71.951241 42.597206),232 Old Colony Unit 203,Unit 203,Boston,MA,2127,00-1433646,MCN282674,Sun Apr 25 2021 13:55:54 GMT-0400 (Eastern Daylight Time),Thu Dec 17 2020 14:11:05 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Sun Mar 01 2020 18:56:29 GMT-0500 (Eastern Standard Time),Fri Apr 30 2021 10:01:55 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 14:28:11 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),400.0,2500.0,1440.0,Gardner,Worcester,42.329642,-71.840209,Central MA,,MA,42.597206,-71.951242,,2/12/2024,Releaf Cultivation L.L.C,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,11/13/2020,COMPLETE,MR282398,"Resinate, Inc.",Northampton,1060.0,,,120 Gilboa Street,,Douglas,MA,1516,POINT (-72.62073 42.322256),POINT (-72.627910 42.3186469),120 Gilboa Street,,Douglas,MA,1516,47-4392516,MRN282398,Tue Jan 07 2020 18:05:58 GMT-0500 (Eastern Standard Time),Thu Sep 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 16:55:06 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201945,RP201945,Not a DBE,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Feb 11 2019 13:05:37 GMT-0500 (Eastern Standard Time),Wed Dec 11 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:27:23 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 13 2025 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,,MA,42.318647,-72.627911,,2/12/2024,"Resinate, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,9/1/2021,COMPLETE,DO100105,Treevit LLC,Athol,1331.0,,,129 Moxon St,,Springfield,MA,1151,POINT (-71.840209 42.329642),,129 Moxon St,,Springfield,MA,1151,84-2597298,DOA100105,Tue Jul 21 2020 17:11:22 GMT-0400 (Eastern Daylight Time),Tue Jul 21 2020 16:55:01 GMT-0400 (Eastern Daylight Time),Wed Oct 14 2020 13:19:08 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 02 2020 13:02:58 GMT-0400 (Eastern Daylight Time),Fri Aug 14 2020 12:35:48 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:47:29 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 21 2025 03:00:00 GMT-0500 (Eastern Standard Time),,5000.0,1331.0,Athol,Worcester,42.329642,-71.840209,Western MA,,MA,,,SE303820,2/9/2024,Treevit LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103085,Rise Above Deliveries LLC,,,,,47 Vose Street,,Framingham,MA,1701,,,47 Vose Street,,Framingham,MA,1702,85-2176955,PDOA103085,Tue Aug 11 2020 13:29:38 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 12:08:02 GMT-0400 (Eastern Daylight Time),,True,,SE304624,,,,,,,Not a DBE,,,,Sun May 31 2020 12:32:10 GMT-0400 (Eastern Daylight Time),Thu Aug 13 2020 15:19:46 GMT-0400 (Eastern Daylight Time),Mon Aug 17 2020 12:37:26 GMT-0400 (Eastern Daylight Time),Mon Aug 17 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 17 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE304624,2/9/2024,Rise Above Deliveries LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284489,Green Adventure LLC,Ware,1082.0,,,14 West Street,,Ware,MA,1082,POINT (-72.62073 42.322256),POINT (-72.243386 42.2600290),14 West Street,,Ware,MA,1082,87-2823276,MRN284489,Wed Jul 20 2022 13:40:01 GMT-0400 (Eastern Daylight Time),Tue Dec 21 2021 09:41:54 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Wed Nov 10 2021 08:23:36 GMT-0500 (Eastern Standard Time),Mon Aug 08 2022 10:23:30 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:12:44 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 15 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1082.0,Ware,Hampshire,42.322256,-72.62073,Western MA,,MA,42.260029,-72.243386,,2/12/2024,Green Adventure LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MP281544,Royalston Farm LLC,Royalston,1368.0,,,130 South Royalston Road,,Royalston,MA,1368,POINT (-71.840209 42.329642),POINT (-72.158486 42.6582879),130 South Royalston Road,,Royalston,MA,1368,83-2206361,MPN281544,Fri Jan 03 2020 11:52:19 GMT-0500 (Eastern Standard Time),Thu Sep 12 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,,Tue Nov 27 2018 15:19:10 GMT-0500 (Eastern Standard Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:40:42 GMT-0500 (Eastern Standard Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1368.0,Royalston,Worcester,42.329642,-71.840209,Western MA,,MA,42.658288,-72.158487,SE303857,2/12/2024,Royalston Farm LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/22/2021,COMPLETE,MP281436,"LDE Holdings, LLC.",Wareham,2571.0,,,74 Snows Pond Rd,,Rochester,MA,2770,POINT (-70.818958 41.978877),POINT (-70.694661 41.760216),74 Snows Pond Rd,,Rochester,MA,2770,30-1147888,MPN281436,Thu Oct 03 2019 12:14:30 GMT-0400 (Eastern Daylight Time),Mon Nov 19 2018 00:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 10 2020 16:15:33 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu May 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 13 2018 16:50:36 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:37:44 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),625.0,10000.0,2571.0,Wareham,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,41.760216,-70.694662,SE304850,2/12/2024,"LDE Holdings, LLC.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP281590,Tree Beard Inc.,New Bedford,2746.0,,,319A Union St,,New Bedford,MA,2740,POINT (-71.102131 41.778329),POINT (-70.937067 41.6620789),319A Union St,,New Bedford,MA,2740,82-1492577,MPN281590,Wed Jan 15 2020 18:50:04 GMT-0500 (Eastern Standard Time),Tue Oct 22 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,APPROVED,EE202151,EE202151,,,,Not a DBE,,,,Wed Jan 30 2019 15:52:17 GMT-0500 (Eastern Standard Time),Wed Dec 18 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:25:11 GMT-0500 (Eastern Standard Time),,,,,2746.0,New Bedford,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.662079,-70.937068,SE303508,2/12/2024,Tree Beard Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103554,"The Heritage Club, LLC",,,,,116 Cambridge Street,,Boston,MA,2129,,,116 Cambridge Street,,Boston,MA,2129,84-3206079,PDOA103554,Thu Nov 18 2021 15:48:32 GMT-0500 (Eastern Standard Time),Mon Nov 01 2021 11:43:18 GMT-0400 (Eastern Daylight Time),,True,,SE304160,,,,,,,Not a DBE,,,,Fri Sep 24 2021 18:10:15 GMT-0400 (Eastern Daylight Time),Fri Dec 03 2021 15:46:53 GMT-0500 (Eastern Standard Time),Mon Dec 06 2021 12:49:14 GMT-0500 (Eastern Standard Time),Mon Dec 06 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 06 2023 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,MA,,,SE304160,2/9/2024,"The Heritage Club, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,,COMPLETE,MR284920,"FFD Enterprises MA, Inc.",West Springfield,1089.0,,,175 Memorial Avenue,,West Springfield,MA,1089,POINT (-72.571312 42.12756),POINT (-72.599672 42.0964889),40 Woodland Street,,Hartford,CT,6105,90-1007354,MRN284920,Thu Jun 08 2023 15:31:51 GMT-0400 (Eastern Daylight Time),Mon May 22 2023 13:01:21 GMT-0400 (Eastern Daylight Time),,True,no,,,,,APPROVED,RP201928,RP201928,Not a DBE,,,,Thu Apr 13 2023 15:45:47 GMT-0400 (Eastern Daylight Time),Fri Jun 16 2023 14:01:28 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 11:41:59 GMT-0400 (Eastern Daylight Time),Thu Sep 21 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 21 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1089.0,West Springfield,Hampden,42.12756,-72.571312,Western MA,,MA,42.096489,-72.599673,,2/12/2024,"FFD Enterprises MA, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/6/2020,COMPLETE,MR281525,Boston Bud Factory Inc.,Holyoke,1040.0,,,73 Sargeant St,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.609660 42.198338),37 Commercial St,,Holyoke,MA,1040,83-0540049,MRN281525,Mon Apr 01 2019 21:34:30 GMT-0400 (Eastern Daylight Time),Fri Sep 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 27 2019 16:15:03 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 01 2018 14:39:45 GMT-0400 (Eastern Daylight Time),Wed Apr 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 13:50:58 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 08 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,,MA,42.198338,-72.60966,SE304718,2/12/2024,Boston Bud Factory Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/16/2023,COMPLETE,MR282481,"The Haven Center, Inc.",Brewster,2631.0,,,245 Route 6A,,Orleans,MA,2653,POINT (-70.301811 41.698999),POINT (-70.011501 41.775658),PO Box 2036,,Orleans,MA,2653,47-4353074,MRN282481,Tue May 07 2019 11:52:06 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 24 2019 12:25:15 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201922,RP201922,Not a DBE,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 11 2019 11:20:31 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 27 2019 16:28:18 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,2631.0,Brewster,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,41.775658,-70.011502,,2/12/2024,"The Haven Center, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103595,"Mobile ReLeaf, LLC",,,,,14 West Fountain Street,,Milford,MA,1757,,,14 West Fountain Street,,Milford,MA,1757,88-1061781,PDOA103595,Tue Mar 15 2022 18:10:57 GMT-0400 (Eastern Daylight Time),Thu Mar 24 2022 12:08:19 GMT-0400 (Eastern Daylight Time),,True,,SE306343,,,,,,,Not a DBE,,,,Sun Mar 13 2022 16:44:42 GMT-0400 (Eastern Daylight Time),Fri Mar 25 2022 15:57:16 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 07:58:05 GMT-0400 (Eastern Daylight Time),Mon Mar 28 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Mar 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,,2/9/2024,"Mobile ReLeaf, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,FINAL LICENSE,,COMPLETE,MC281787,"Health Circle, Inc.",Rockland,2370.0,,,21 Commerce Road,,Rockland,MA,2370,POINT (-70.818958 41.978877),POINT (-70.902398 42.164783),44 Amys Way,,Scituate,MA,2066,47-4634005,MCN281787,Wed Dec 12 2018 11:03:59 GMT-0500 (Eastern Standard Time),Wed Dec 05 2018 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jul 19 2019 09:31:43 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201911,RP201911,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 08 2018 15:50:48 GMT-0500 (Eastern Standard Time),Fri Dec 21 2018 00:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 29 2019 11:50:22 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),600.0,5000.0,2370.0,Rockland,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.164783,-70.902398,,2/12/2024,"Health Circle, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/12/2021,COMPLETE,MR282685,CCC Wellfleet NV LLC,Wellfleet,2667.0,,,1446 State Highway Route 6,,Wellfleet,MA,2667,POINT (-70.301811 41.698999),POINT (-69.990324 41.9166230),1446 State Highway Route 6,PO Box 1136,South Wellfleet,MA,2663,83-3535825,MRN282685,Mon May 11 2020 14:52:16 GMT-0400 (Eastern Daylight Time),Tue Feb 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 13 2020 10:18:02 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon May 06 2019 12:21:05 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 14:57:56 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 13:51:02 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2667.0,Wellfleet,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,41.916623,-69.990324,,2/12/2024,CCC Wellfleet NV LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
