application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,5/18/2023,COMPLETE,MR282412,"Revolutionary Clinics II, Inc.",Somerville,1245.0,,,"9 Bartlet Street, Suite 335",,Andover,MA,1810,POINT (-73.209889 42.396128),POINT (-71.081035 42.3871869),"9 Bartlet Street, Suite 335",,Andover,MA,1810,00-1330206,MRN282412,Thu Dec 24 2020 10:09:08 GMT-0500 (Eastern Standard Time),Mon Dec 21 2020 14:29:59 GMT-0500 (Eastern Standard Time),,True,no,,,,,APPROVED,RP201849,RP201849,Not a DBE,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Feb 15 2019 15:34:59 GMT-0500 (Eastern Standard Time),Fri Jan 08 2021 13:09:18 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 14:04:17 GMT-0500 (Eastern Standard Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1245.0,Monterey,Berkshire,42.396128,-73.209889,Western MA,,MA,42.387187,-71.081035,,2/12/2024,"Revolutionary Clinics II, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MR283261,Medicine Man Solutions LLC,Taunton,2780.0,,,144 W Brittania St,,Taunton,MA,2780,POINT (-71.102131 41.778329),POINT (-71.143816 41.884062),PO Box 6045,,Taunton,MA,2780,84-4482004,MRN283261,Fri Dec 01 2023 10:43:01 GMT-0500 (Eastern Standard Time),Fri Oct 27 2023 16:08:57 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 16:52:03 GMT-0500 (Eastern Standard Time),True,yes,SE304323,,,,,,,Not a DBE,,,,Fri Jan 31 2020 11:00:40 GMT-0500 (Eastern Standard Time),Fri Dec 22 2023 15:10:53 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 14:57:24 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 08 2025 03:00:00 GMT-0500 (Eastern Standard Time),,5000.0,2780.0,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.884062,-71.143816,SE304323,2/12/2024,Medicine Man Solutions LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284277,"Hall Road, LLC",Dudley,1571.0,,,40 Hall Road,,Dudley,MA,1571,POINT (-71.840209 42.329642),POINT (-71.923081 42.0355350),120 Schofield Avenue,,Dudley,MA,1571,87-1127413,MRN284277,Thu Oct 07 2021 15:04:37 GMT-0400 (Eastern Daylight Time),Mon Sep 13 2021 11:24:24 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Thu Jun 10 2021 07:35:26 GMT-0400 (Eastern Daylight Time),Fri Oct 08 2021 11:42:46 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:43:17 GMT-0500 (Eastern Standard Time),,,1500.0,,1571.0,Dudley,Worcester,42.329642,-71.840209,Central MA,,MA,42.035535,-71.923082,,2/12/2024,"Hall Road, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/12/2020,COMPLETE,MR281571,"Ipswich Pharmaceutical Associates, Inc.",Rowley,1969.0,,,116 Newburyport Turnpike,,Rowley,MA,1969,POINT (-70.970827 42.635475),POINT (-70.911295 42.7008709),53 Town Farm Road,,Ipswich,MA,1938,90-1007354,MRN281571,Fri May 24 2019 15:40:47 GMT-0400 (Eastern Daylight Time),Tue Oct 16 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 20 2019 12:24:52 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201928,RPA201928,Disability-Owned Business | Veteran-Owned Business,,,Thu Feb 06 2020 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 08 2018 15:47:52 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 09 2019 11:40:42 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 21 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1969.0,Rowley,Essex,42.635475,-70.970827,Northeast,,MA,42.700871,-70.911296,,2/12/2024,"Ipswich Pharmaceutical Associates, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,3/15/2019,COMPLETE,MR281287,"New England Treatment Access, LLC.",Brookline,2445.0,,,5 Forge Parkway,,Franklin,MA,2038,POINT (-71.15444 42.199156),POINT (-71.118024 42.3317419),5 Forge Parkway,,Franklin,MA,2038,38-4055241,MRN281287,Mon Jul 09 2018 09:06:30 GMT-0400 (Eastern Daylight Time),Wed May 16 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 26 2018 18:17:02 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201822,RPA201822,Not a DBE,,,Thu Mar 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 19 2018 21:30:53 GMT-0400 (Eastern Daylight Time),Mon Jul 09 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 26 2018 16:14:13 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,2445.0,Brookline,Norfolk,42.199156,-71.15444,Metro Boston,,MA,42.331742,-71.118024,,2/12/2024,"New England Treatment Access, LLC.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,2/4/2021,COMPLETE,MR282388,"Apotho Therapeutics Plainville, LLC",Plainville,2762.0,,,119 Washington St,,Plainville,MA,2762,POINT (-71.15444 42.199156),POINT (-71.316811 42.0171959),125 High Street,,Boston,MA,2110,83-1940958,MRN282388,Fri Jun 19 2020 16:59:02 GMT-0400 (Eastern Daylight Time),Fri Feb 14 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 09 2019 13:30:21 GMT-0500 (Eastern Standard Time),Fri Jun 26 2020 12:43:15 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 13:36:18 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 24 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2762.0,Plainville,Norfolk,42.199156,-71.15444,Central MA,,MA,42.017196,-71.316811,,2/12/2024,"Apotho Therapeutics Plainville, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,2/22/2022,COMPLETE,MR281863,Just Healthy LLC,Northampton,1060.0,,,58 Pleasant Street,,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.628559 42.3190540),202 State Street,,Northampton,MA,1060,82-5031284,MRN281863,Wed Sep 04 2019 14:27:00 GMT-0400 (Eastern Daylight Time),Mon Jan 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Dec 05 2019 11:34:24 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201898,RPA201898,Not a DBE,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Sep 05 2018 10:59:57 GMT-0400 (Eastern Daylight Time),Thu Sep 12 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 13:43:36 GMT-0500 (Eastern Standard Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 05 2023 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,,MA,42.319054,-72.62856,,2/12/2024,Just Healthy LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,11/4/2020,COMPLETE,MR282186,"The Botanist, Inc.",Shrewsbury,1545.0,,,200 Portland Street,5th Floor,Boston,MA,2114,POINT (-71.840209 42.329642),POINT (-71.720735 42.2492319),200 Portland Street,5th Floor,Boston,MA,2114,47-3905518,MRN282186,Mon Feb 25 2019 14:55:49 GMT-0500 (Eastern Standard Time),Wed Jan 23 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,APPROVED,RP201860,RP201860,Not a DBE,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 15:29:59 GMT-0500 (Eastern Standard Time),Wed May 15 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:54:17 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 22 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1545.0,Shrewsbury,Worcester,42.329642,-71.840209,Central MA,,MA,42.249232,-71.720735,,2/12/2024,"The Botanist, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,12/5/2023,COMPLETE,MR284518,Uma Flowers Lunenburg LLC,Lunenburg,1462.0,,,2 Tarbell St,,Pepperell,MA,1463,POINT (-71.840209 42.329642),POINT (-71.770356 42.5703549),2 Tarbell St,,Pepperell,MA,1463,87-4039480,MRN284518,Mon May 23 2022 10:37:21 GMT-0400 (Eastern Daylight Time),Fri Feb 11 2022 11:30:18 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Nov 26 2021 13:04:38 GMT-0500 (Eastern Standard Time),Fri Jun 10 2022 11:07:58 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 11:57:17 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 01 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1462.0,Lunenburg,Worcester,42.329642,-71.840209,Central MA,,MA,42.570355,-71.770356,,2/12/2024,Uma Flowers Lunenburg LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284983,Uma Flowers Waltham LLC,Waltham,2451.0,,,109 Raffaele Dr,,Waltham,MA,2452,POINT (-71.275566 42.459085),POINT (-71.266037 42.3828570),2 Tarbell St,,Pepperell,MA,1463,84-4791192,MRN284983,Mon Sep 18 2023 12:30:29 GMT-0400 (Eastern Daylight Time),Thu Aug 31 2023 15:10:44 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Sat Jul 01 2023 21:11:21 GMT-0400 (Eastern Daylight Time),Fri Sep 22 2023 14:54:11 GMT-0400 (Eastern Daylight Time),Thu Jan 11 2024 12:41:51 GMT-0500 (Eastern Standard Time),,,1500.0,,2451.0,Waltham,Middlesex,42.459085,-71.275566,Northeast,,MA,42.382857,-71.266038,,2/12/2024,Uma Flowers Waltham LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284636,SunnyDayz Inc.,Deerfield,1342.0,,,0 Greenfield Road,Lot 105-7 and Lot 159-14,Deerfield,MA,1342,POINT (-72.573941 42.587072),POINT (-72.600917 42.5490569),55 Locust Street,,Lynn,MA,1904,87-2590830,MRN284636,Thu Jul 28 2022 11:47:49 GMT-0400 (Eastern Daylight Time),Thu Apr 21 2022 13:58:45 GMT-0400 (Eastern Daylight Time),Sun Nov 13 2022 19:11:11 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,,Mon Apr 11 2022 20:02:36 GMT-0400 (Eastern Daylight Time),Fri Aug 12 2022 08:53:10 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:19:48 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1342.0,Deerfield,Franklin,42.587072,-72.573941,Western MA,Lot 150-7 and Lot 159-14,MA,42.549057,-72.600918,,2/12/2024,SunnyDayz Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,FINAL LICENSE,,COMPLETE,MR283689,JWTC Wick LLC,Rowley,1969.0,,,264 Newburyport Turnpike,,Rowley,MA,1969,POINT (-70.970827 42.635475),POINT (-70.908229 42.711033),11 Upper Beacon Street,,Maynard,MA,1754,85-1201109,MRN283689,Mon Feb 15 2021 09:33:57 GMT-0500 (Eastern Standard Time),Thu Dec 10 2020 14:39:01 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Veteran-Owned Business,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 22 2020 17:18:19 GMT-0400 (Eastern Daylight Time),Thu Jan 28 2021 13:40:59 GMT-0500 (Eastern Standard Time),Thu May 13 2021 12:28:18 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1969.0,Rowley,Essex,42.635475,-70.970827,Northeast,,MA,42.711033,-70.908229,,2/12/2024,JWTC Wick LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/14/2023,COMPLETE,MR281597,Tree Market Taunton LLC,Taunton,2780.0,,,7613 Overlake Drive W,,Medina,WA,98039,POINT (-71.102131 41.778329),POINT (-71.067136 41.905459),7613 Overlake Drive W,,Medina,WA,98039,84-2123286,MRN281597,Fri Mar 06 2020 14:38:01 GMT-0500 (Eastern Standard Time),Wed Jan 22 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Oct 02 2020 10:27:22 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Jun 14 2018 16:38:16 GMT-0400 (Eastern Daylight Time),Thu Mar 12 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 16:41:29 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,2780.0,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.905459,-71.067136,,2/12/2024,Tree Market Taunton LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,6/7/2021,COMPLETE,MR281834,"Evergreen Strategies, LLC",Worcester,1604.0,,,52 Whispering Way,,Stow,MA,1775,POINT (-71.840209 42.329642),POINT (-71.751541 42.2323420),52 Whispering Way,,Stow,MA,1775,82-5252215,MRN281834,Mon Dec 09 2019 14:02:36 GMT-0500 (Eastern Standard Time),Tue Sep 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 06 2020 09:42:05 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu May 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 16:05:47 GMT-0400 (Eastern Daylight Time),Mon Oct 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:21:30 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1604.0,Worcester,Worcester,42.329642,-71.840209,Central MA,,MA,42.232342,-71.751541,,2/12/2024,"Evergreen Strategies, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/18/2020,COMPLETE,MR282618,Lynn Organics LLC,Lynn,1901.0,,,One International Place,Suite 3700,Boston,MA,2110,POINT (-70.970827 42.635475),POINT (-70.946742 42.4612460),One International Place,Suite 3700,Boston,MA,2110,83-2334674,MRN282618,Mon Feb 24 2020 20:40:11 GMT-0500 (Eastern Standard Time),Wed Jul 24 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon May 25 2020 20:45:16 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201991,,Not a DBE,,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 18 2019 18:50:12 GMT-0400 (Eastern Daylight Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:49:00 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1901.0,Lynn,Essex,42.635475,-70.970827,Northeast,,MA,42.461246,-70.946743,,2/12/2024,Lynn Organics LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,6/30/2022,COMPLETE,MR283970,"KCCS, LLC",Northampton,1060.0,,,26 Strong Ave,,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.62791 42.3197690),PO BOX 1630,,Northampton,MA,1061,86-1233971,MRN283970,Wed Apr 21 2021 14:21:14 GMT-0400 (Eastern Daylight Time),Wed Mar 10 2021 15:47:54 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Minority-Owned Business,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 14 2020 16:20:22 GMT-0500 (Eastern Standard Time),Mon May 03 2021 09:53:36 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:04:59 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,,MA,42.319769,-72.62791,,2/12/2024,"KCCS, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,,COMPLETE,MR281971,"Wellness Connection of MA, Inc",Revere,2151.0,,,44 Railroad Street,,Revere,MA,2151,POINT (-71.073493 42.334948),POINT (-71.007379 42.4031650),44 Railroad Street,,Revere,MA,2151,47-4380834,MRN281971,Mon Oct 26 2020 22:28:56 GMT-0400 (Eastern Daylight Time),Wed Oct 21 2020 14:10:03 GMT-0400 (Eastern Daylight Time),Wed Jan 20 2021 12:18:43 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201942,RP201942,Not a DBE,,,,Mon Oct 15 2018 17:43:48 GMT-0400 (Eastern Daylight Time),Thu Oct 29 2020 11:45:05 GMT-0400 (Eastern Daylight Time),Thu Jan 14 2021 15:51:16 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Feb 11 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2151.0,Revere,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.403165,-71.00738,,2/12/2024,"Wellness Connection of MA, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR282631,PR MA LLC,North Attleborough,2760.0,,,80 E. Washington St,,North Attleborough,MA,2760,POINT (-71.102131 41.778329),POINT (-71.336074 41.9687550),1 Lowe Meadow Lane,,North Attleborough,MA,2760,83-3914861,MRN282631,Wed Apr 21 2021 17:57:32 GMT-0400 (Eastern Daylight Time),Tue Apr 14 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Woman-Owned Business,,,,Tue Apr 23 2019 11:27:35 GMT-0400 (Eastern Daylight Time),Mon May 03 2021 09:54:06 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:40:18 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Nov 09 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2760.0,North Attleboro,Bristol,41.778329,-71.102131,,,MA,41.968755,-71.336075,,2/12/2024,PR MA LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,10/7/2020,COMPLETE,MR281810,Elev8 Cannabis Inc,Athol,1331.0,,,217 main st,,williamstown,MA,1267,POINT (-71.840209 42.329642),POINT (-72.234358 42.5934400),1409 oak st,,eugene,OR,97401,84-3674750,MRN281810,Tue Dec 03 2019 14:44:38 GMT-0500 (Eastern Standard Time),Tue Oct 02 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Feb 11 2020 19:31:19 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Minority-Owned Business,,,Thu Sep 10 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 16 2018 18:56:57 GMT-0400 (Eastern Daylight Time),Wed Nov 27 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 16 2020 15:32:36 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),625.0,10000.0,1331.0,Athol,Worcester,42.329642,-71.840209,Western MA,,MA,42.59344,-72.234359,,2/12/2024,Elev8 Cannabis Inc,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR283558,"Lifted Luxury, Inc",Millville,1529.0,,,615 Adams Street,,Dorchester,MA,2122,POINT (-71.840209 42.329642),POINT (-71.581481 42.024445),100 HARTFORD AVE #3305-09,,PROVIDENCE,RI,2909,85-2650668,MRN283558,Fri Nov 13 2020 12:42:39 GMT-0500 (Eastern Standard Time),Thu Oct 29 2020 11:39:42 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Woman-Owned Business,,,,Tue May 26 2020 10:50:54 GMT-0400 (Eastern Daylight Time),Fri Nov 20 2020 09:46:55 GMT-0500 (Eastern Standard Time),Thu Jan 14 2021 15:35:40 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1529.0,Millville,Worcester,42.329642,-71.840209,Central MA,,MA,42.024445,-71.581482,,2/12/2024,"Lifted Luxury, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/4/2022,COMPLETE,MR283056,Vedi Naturals LLC,Marlborough,1752.0,,,505 Boston Post Road West,,Marlborough,MA,1752,POINT (-71.275566 42.459085),POINT (-71.603797 42.3360399),3 Craig Drive,,Clinton,MA,1510,83-3872261,MRN283056,Thu Jul 09 2020 08:33:05 GMT-0400 (Eastern Daylight Time),Mon Apr 06 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Minority-Owned Business,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 15 2019 22:15:21 GMT-0400 (Eastern Daylight Time),Fri Jul 10 2020 09:14:08 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:53:29 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1752.0,Marlborough,Middlesex,42.459085,-71.275566,Central MA,Units F&G,MA,42.33604,-71.603797,,2/12/2024,Vedi Naturals LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,9/21/2020,COMPLETE,MR282062,"Mass Alternative Care, Inc.",Amherst,1002.0,,,55 University Drive,,Amherst,MA,1002,POINT (-72.62073 42.322256),POINT (-72.533529 42.3719930),1247 East Main Street,,Chicopee,MA,1020,46-2915012,MRN282062,Thu Sep 19 2019 23:36:03 GMT-0400 (Eastern Daylight Time),Mon Jun 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jan 20 2020 08:37:06 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201836,RPA201836,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 19 2018 10:52:22 GMT-0500 (Eastern Standard Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:28:34 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 21 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1002.0,Amherst,Hampshire,42.322256,-72.62073,Western MA,,MA,42.371993,-72.533529,,2/12/2024,"Mass Alternative Care, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
