premise_city,license_designation,business_legal_name,business_phone,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_type,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_email,business_image_url,business_dba_name,premise_street_address,premise_county,premise_zip_code,premise_latitude,premise_longitude,business_website,data_refreshed_date
Bozeman,Adult Use,Greener Pastures,(831) 239-9028,94,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Greener Pastures,1009 W College St,Gallatin County,59715,45.6714618,-111.0511951,https://www.greenerpastures.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Grizzly Pine,(406) 599-3674,95,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Grizzly Pine,512 N Broadway Ave,Gallatin County,59715,45.6845758,-111.0237441,http://grizzlypine.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Herbaceous Inc,(406) 220-1802,96,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Herbaceous Inc,1582 Bobcat Dr,Gallatin County,59718,45.6706025,-111.1532074,https://herbaceousinc.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=bozeman_herb,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Honey Sour,(480) 842-0078,97,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Honey Sour,1716 W Main St #3,Gallatin County,59715,45.67889879999999,-111.0605352,http://www.honeysour.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Ibex Of Bozeman,(406) 599-8558,98,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ibex Of Bozeman,97 Shepherd Trail #13,Gallatin County,59718,45.6694153,-111.1902282,,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Jack Hudson,(406) 599-9584,99,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Jack Hudson,,,,,,,2023-04-24T21:19:46.235918
Bozeman,Medical Only,Jones Holdings LLC,(406) 579-6956,100,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Jones Holdings LLC,,,,,,,2023-04-24T21:19:46.235918
Bozeman,Medical Only,Jpdn LLC,(650) 996-1769,101,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Jpdn LLC,,,,,,,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Juniper Cannabis,(406) 600-2553,102,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Juniper Cannabis,120 N Grand Ave,Gallatin County,59715,45.6811798,-111.0398573,https://www.junipercannabis.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=bozeman,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Last Best Cannabis,(406) 570-3241,103,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Last Best Cannabis,100 Shepherd Trail STE 2,Gallatin County,59718,45.66865869999999,-111.1906143,https://www.lastbestcannabis.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Lazy Daze Cannabis,(406) 219-7420,104,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lazy Daze Cannabis,80127 Gallatin Rd,Gallatin County,59718,45.6471584,-111.1944874,https://lazydazecannabis.com/contact-us/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Lionheart Cannabis Pioneer Way,(406) 577-6932,105,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Pioneer Way,29 Pioneer Way,Gallatin County,59718,45.6735545,-111.1850076,https://lionheartcannabis.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Lionheart International,(406) 577-6932,106,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart International,1117 N 7th Ave #1,Gallatin County,59715,45.6912137,-111.0469665,https://lionheartcannabis.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Lone Peak Caregivers,(386) 931-9334,107,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lone Peak Caregivers,1525 N Rouse Ave,Gallatin County,59715,45.6955707,-111.0320905,https://lonepeakcannabiscompany.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Loud Smoke,(406) 570-8693,108,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Loud Smoke,8300 Calico Dr UNIT C,Gallatin County,59718,45.6670944,-111.1561356,,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Medcine Creek Caregivers - Bozeman,(612) 990-1072,109,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Medcine Creek Caregivers - Bozeman,549 E Main St,Gallatin County,59715,45.6796914,-111.028792,http://medicinecreekcaregivers.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Montana Jane's Medicinals,(406) 599-5977,110,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Jane's Medicinals,340 Graves Trail Unit B,Gallatin County,59718,45.66709799999999,-111.1920176,http://www.montanajanes.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Montana Reserve Inc,(612) 810-5781,111,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Reserve Inc,8254 Huffine Ln,Gallatin County,59718,45.6703624,-111.1719749,http://mtreserve.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Montana Wildflower,(406) 539-9722,112,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Wildflower,15 Tai Ln Ste 11,Gallatin County,59715,45.663111,-111.054417,https://www.montanawildflower.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Mountain High,(406) 580-4150,113,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mountain High,51 Intrepid Dr,Gallatin County,59718,45.668181,-111.1346168,https://mountainhighllc.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Mtk  Inc.,(406) 465-2281,114,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mtk  Inc.,901 Woodland Dr,Gallatin County,59718,45.6889214,-111.0661075,http://mediaworksmt.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Natrapeutics,(406) 599-6941,115,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Natrapeutics,618 W Griffin Dr suite h,Gallatin County,59715,45.6997331,-111.0452866,http://www.coldsmokeorganics.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Nature's Roots,(406) 551-5241,116,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Nature's Roots,338 Graves Trail unit d,Gallatin County,59718,45.6673889,-111.1925811,https://www.natures-roots.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Ninepipe Organics,(406) 690-1467,117,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ninepipe Organics,100 Shepherd Trail STE 9,Gallatin County,59718,45.66865869999999,-111.1906143,http://ninepipeorganics.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Nomad Canna Bozeman Store,(406) 788-6173,118,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Nomad Canna Bozeman Store,708 W Main St Unit 3,Gallatin County,59715,45.67902110000001,-111.0470675,http://www.nomadcannamt.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Northstar Evolution LLC,(406) 539-1184,119,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Northstar Evolution LLC,152 Shepherd Trail Ste 9,Gallatin County,59718,45.6687422,-111.1914233,,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Operation Green,(406) 224-2458,120,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Operation Green,303 Shepherd Trail Unit 4,Gallatin County,59718,45.6694482,-111.1942027,,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Organic Releaf,(406) 579-1774,121,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Organic Releaf,80127 Gallatin Rd F,Gallatin County,59718,45.6471584,-111.1944874,,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Sacred Sun Farms Inc.,(406) 580-4098,122,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sacred Sun Farms Inc.,323 Shepherd Trail Unit 12,Gallatin County,59718,45.66942969999999,-111.1945648,https://www.sacredsunfarms.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Shapan Enterprises LLC,(970) 946-7161,123,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Shapan Enterprises LLC,,,,,,,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Supherb Wellness,(406) 595-3611,124,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Supherb Wellness,323 Shepherd Trail Suite 10,Gallatin County,59718,45.66945089999999,-111.195034,,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Think Higher Caregiving  LLC,(603) 801-4456,125,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Think Higher Caregiving  LLC,618 W Griffin Dr E,Gallatin County,59715,45.69971520000001,-111.045256,http://www.thinkhighercaregiving.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Think Higher Caregiving LLC,(603) 801-4456,126,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Think Higher Caregiving LLC,618 W Griffin Dr E,Gallatin County,59715,45.69971520000001,-111.045256,http://www.thinkhighercaregiving.com/,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Top Shelf Botanicals,(214) 310-6361,127,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,514 S 23rd Ave,Gallatin County,59718,45.6735115,-111.0668697,https://montana.topshelfbotanicals.com/bozeman/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=Bozeman,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Treasure Tree,(406) 370-0411,128,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Treasure Tree,100 Shepherd Trail STE 4,Gallatin County,59718,45.6688892,-111.1906814,https://www.treasuretreemt.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=bozeman_gbp,2023-04-24T21:19:46.235918
Bozeman,Adult Use,Yellowstone Buds,(406) 600-7060,129,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Yellowstone Buds,50 Jackrabbit Ln,Gallatin County,59718,45.672291,-111.1851098,http://www.yellowstonebuds.com/,2023-04-24T21:19:46.235918
Bridger,Adult Use,Bridger- Sweetgrass,(406) 459-2618,130,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bridger- Sweetgrass,107 N Main St,Carbon County,59014,45.29611119999999,-108.9139603,http://sweetgrassmt.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,710 Montana,(406) 209-2470,131,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,710 Montana,3103 Harrison Ave Suite B,Silver Bow County,59701,45.979671,-112.5085978,https://www.710montana.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Advancedalternativesllc,(406) 529-8863,132,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Advancedalternativesllc,815 E Front St,Silver Bow County,59701,46.00182129999999,-112.5267672,https://advancedalternativesllc.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Apogee Gardens LLC,(406) 647-2128,133,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Apogee Gardens LLC,123 N Main St,Silver Bow County,59701,46.0141983,-112.5361528,http://www.apogeegardens.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Bloom,(406) 459-2618,134,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,2407 Harrison Ave,Silver Bow County,59701,45.9891716,-112.509798,https://bloommt.com/location/marijuana-dispensary-butte?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=butte,2023-04-24T21:19:46.235918
Butte,Adult Use,Burn,(406) 565-6010,135,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Burn,1247 Harrison Ave,Silver Bow County,59701,46.00145759999999,-112.5224672,,2023-04-24T21:19:46.235918
Butte,Adult Use,Butte,(406) 224-0238,136,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Butte,,,,,,,2023-04-24T21:19:46.235918
Butte,Adult Use,Collective Elevation Butte,(406) 498-3549,137,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Collective Elevation Butte,34 E Galena St,Silver Bow County,59701,46.0120283,-112.5344126,https://collectiveelevation.com/butte/,2023-04-24T21:19:46.235918
Butte,Medical Only,Corner House,(406) 221-7421,138,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Corner House,1877 Harrison Ave,Silver Bow County,59701,45.9951429,-112.5138713,,2023-04-24T21:19:46.235918
Butte,Adult Use,Elevated Butte,(406) 855-0291,139,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Butte,2905 Harrison Ave,Silver Bow County,59701,45.9825159,-112.5086455,http://elevatedmt.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Ganja Goddess,(406) 451-4291,140,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ganja Goddess,3346 Harrison Ave,Silver Bow County,59701,45.9769719,-112.5077524,https://ganjagoddessmt.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Greenhouse LLC,(406) 565-7537,141,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Greenhouse LLC,1250 Harrison Ave,Silver Bow County,59701,46.0026279,-112.521742,https://www.greenhousecaregiving.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,High Altitude Gardens,(406) 533-5664,142,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High Altitude Gardens,1842 Harrison Ave,Silver Bow County,59701,45.9960345,-112.5137214,https://www.highaltitudegardensmt.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,High On The Hill,(208) 390-4465,143,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High On The Hill,221 N Main St,Silver Bow County,59701,46.01509859999999,-112.536304,,2023-04-24T21:19:46.235918
Butte,Adult Use,Honey Sour,(480) 842-0078,144,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Honey Sour,1210 Harrison Ave,Silver Bow County,59701,46.0025565,-112.5218225,https://honeysour.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Jas Ventures Inc.,(971) 221-7144,145,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Herbaceous Inc,829 S Montana St,Silver Bow County,59701,46.0026392,-112.5394309,https://herbaceousinc.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=butte_herb,2023-04-24T21:19:46.235918
Butte,Adult Use,Kannatonic,(406) 490-9383,146,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Kannatonic,1635 Harrison Ave,Silver Bow County,59701,45.99837549999999,-112.5161196,http://kannatonicbutte.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Lionheart Cannabis Butte,(406) 577-6932,147,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Butte,3305 Monroe Ave,Silver Bow County,59701,45.9772421,-112.5072092,https://lionheartcannabis.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,"Lycon, LLC",(406) 498-1778,148,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,"Lycon, LLC",111 S Parkmont,Silver Bow County,59701,45.925883,-112.5113754,http://allinoneco.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Medicine Creek Caregivers,(406) 404-5625,149,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Medicine Creek Caregivers,33 W Park St,Silver Bow County,59701,46.0129318,-112.5366973,http://medicinecreekcaregivers.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Natural Welleness LLC,(406) 539-5354,150,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Natural Welleness LLC,2501 Harrison Ave # A,Silver Bow County,59701,45.988569,-112.5092017,,2023-04-24T21:19:46.235918
Butte,Adult Use,Silverbow Cannabis,(406) 580-1839,151,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Silverbow Cannabis,2055 Harrison Ave,Silver Bow County,59701,45.9924885,-112.512144,https://www.silverbowcannabis.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Silverleaf,(970) 708-7015,152,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Silverleaf,16 N Montana St,Silver Bow County,59701,46.0131137,-112.5391332,https://silverleaf406.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Soultonix,(406) 577-2774,153,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Soultonix,1210 Harrison Ave,Silver Bow County,59701,46.0025565,-112.5218225,https://honeysour.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,The Higher Standard Butte,(406) 594-5457,154,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard Butte,3215 Harrison Ave,Silver Bow County,59701,45.978282,-112.5086017,https://thehigherstandard406.com/,2023-04-24T21:19:46.235918
Butte,Adult Use,Top Shelf Botanicals,(214) 310-6361,155,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,3350 Harrison Ave,Silver Bow County,59701,45.97670689999999,-112.5077104,https://montana.topshelfbotanicals.com/butte/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=Butte,2023-04-24T21:19:46.235918
Cardwell,Adult Use,Top Shelf Botanicals,(214) 310-6361,156,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,279 Frontage Rd,Gallatin County,59752,45.9010694,-111.5429007,https://montana.topshelfbotanicals.com/three-forks/,2023-04-24T21:19:46.235918
Clinton,Medical Only,Funk Farm,(701) 202-8652,157,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Funk Farm,20505 E Mullan Rd,Missoula County,59825,46.7671394,-113.7121505,,2023-04-24T21:19:46.235918
Clinton,Medical Only,Holistic Harvest Cannabis Farms LLC,(406) 370-7923,158,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Holistic Harvest Cannabis Farms LLC,12370 US Hwy 10 E,Missoula County,59825,46.8353759,-113.8245783,,2023-04-24T21:19:46.235918
Clinton,Adult Use,Mc Courier,(406) 207-1799,159,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mc Courier,,,,,,,2023-04-24T21:19:46.235918
Columbia Falls,Adult Use,Big Mountain Botanicals LLC,(406) 250-8493,160,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Big Mountain Botanicals LLC,36 Jellison Ln unit c,Flathead County,59912,48.3268358,-114.239323,https://www.bigmountainbotanicals.com/,2023-04-24T21:19:46.235918
Columbia Falls,Adult Use,Fruit Factory Inc,(435) 668-4387,161,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fruit Factory Inc,207 9th St W,Flathead County,59912,48.3709068,-114.1841506,http://www.thefruitfactorymt.com/,2023-04-24T21:19:46.235918
West,Adult Use,Columbia Falls Northalternative Medicine,(406) 407-2930,162,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Columbia Falls Northalternative Medicine,3858,,Falls,48.3700316,-114.1918311,https://alpinefamilymedicine.business.site/,2023-04-24T21:19:46.235918
Columbia Falls,Adult Use,Terpene Time Extracts,(406) 885-3770,163,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Terpene Time Extracts,7358 Hwy 2 E,Flathead County,59912,48.3665262,-114.1455008,http://www.myterpenetime.com/,2023-04-24T21:19:46.235918
Columbia Falls,Adult Use,The Higher Standard Columbia Fall,(406) 594-5457,164,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard Columbia Fall,1615 9th St W,Flathead County,59912,48.371238,-114.2030736,https://bloommt.com/menu/columbia-falls?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=columbia_falls,2023-04-24T21:19:46.235918
Columbia Fls,Adult Use,Bud Factory,(406) 885-0188,165,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bud Factory,7356 Hwy 2 E,Flathead County,59912,48.3663919,-114.145547,http://www.budfactory406.com/,2023-04-24T21:19:46.235918
Columbia Fls,Adult Use,Ember,(406) 404-6470,166,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ember,519 Nucleus Ave,Flathead County,59912,48.3737131,-114.1809731,http://www.embermt.com/,2023-04-24T21:19:46.235918
Columbia Fls,Adult Use,Kgi,(406) 253-2863,167,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Kgi,100 Columbia Mountain Dr STE 2,Flathead County,59912,48.3504914,-114.2415286,http://kinggreenindustries.com/,2023-04-24T21:19:46.235918
Columbus,Medical Only,Bloom,(406) 459-2618,168,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,630 E 6th Ave N,Stillwater County,59019,45.642678,-109.2487225,http://bloommt.com/,2023-04-24T21:19:46.235918
Columbus,Medical Only,Triggers Relief LLC,(406) 426-4446,169,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Triggers Relief LLC,,,,,,,2023-04-24T21:19:46.235918
Corvallis,Adult Use,Davis Family Farms  Inc,(406) 360-5543,170,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Davis Family Farms  Inc,4380 NE Hwy 20,Benton County,97330,44.6062507,-123.2201945,,2023-04-24T21:19:46.235918
Culbertson,Adult Use,Magic Cityreleaf,(406) 598-1400,171,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Magic Cityreleaf,703 6th St E,Roosevelt County,59218,48.1488747,-104.5084936,https://magiccityreleaf.com/,2023-04-24T21:19:46.235918
Cut Bank,Adult Use,Green Acres,(406) 879-6773,172,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Green Acres,,,,,,,2023-04-24T21:19:46.235918
Cut Bank,Adult Use,Mommaz Enterprises,(406) 249-7270,173,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mommaz Enterprises,25828 U.S. Rte 2 E,Glacier County,59427,48.6096626,-112.2758163,http://mommazdispensary.com/,2023-04-24T21:19:46.235918
Dillon,Medical Only,D&L's Sweetwater Goods,(406) 925-0613,174,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,D&L's Sweetwater Goods,1030 Selway Dr,Beaverhead County,59725,45.2306632,-112.6268234,,2023-04-24T21:19:46.235918
Dillon,Medical Only,The Higher Standard,(406) 925-9415,175,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard,449 1/2 N Montana St,Beaverhead County,59725,45.22175079999999,-112.6330852,https://www.thehigherstandard406.com/,2023-04-24T21:19:46.235918
East Glacier Pa,Adult Use,Rk East Glacier,(406) 879-6773,176,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Rk East Glacier,402 U.S. Rte 2,Glacier County,59434,48.4420174,-113.2180111,http://www.circlermotelmt.com/,2023-04-24T21:19:46.235918
Helena,Adult Use,East  Bloom,(406) 459-2618,177,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,East  Bloom,3704 E Main St,Lewis and Clark County,59635,46.58870059999999,-111.899782,http://bloommt.com/,2023-04-24T21:19:46.235918
Elliston,Medical Only,Manic Farming,(406) 565-3220,178,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Manic Farming,397 Willoughby Ln,Ravalli County,59870,46.4409899,-114.0846363,https://bell-crossing-farms.business.site/?utm_source=gmb&utm_medium=referral,2023-04-24T21:19:46.235918
Ennis,Adult Use,Lpc - Ennis,(386) 931-9334,179,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lpc - Ennis,222 Main St #1-E,Madison County,59729,45.34912200000001,-111.7272884,http://www.ldcounselingservices.com/,2023-04-24T21:19:46.235918
Ennis,Adult Use,Medicine Creek Caregivers,(406) 551-5120,180,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Medicine Creek Caregivers,5078 US-287,Madison County,59729,45.373203,-111.7286618,http://medicinecreekcaregivers.com/,2023-04-24T21:19:46.235918
Ennis,Adult Use,Top Shelf Botanicals,(270) 996-7502,181,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,219 E Main St,Madison County,59729,45.3485389,-111.7275134,https://montana.topshelfbotanicals.com/ennis/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=Ennis,2023-04-24T21:19:46.235918
Eureka,Adult Use,Area93 Dispensary,(406) 212-8856,182,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Area93 Dispensary,113 Dewey Ave,Lincoln County,59917,48.87940969999999,-115.0530208,http://area93dispensary.com/,2023-04-24T21:19:46.235918
Eureka,Adult Use,Awesome Blossoms Mt,(406) 945-7511,183,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Awesome Blossoms Mt,726 US-93,Lincoln County,59917,48.89355339999999,-115.0560668,https://awesomeblossomsmt.com/,2023-04-24T21:19:46.235918
Eureka,Adult Use,Bloominati,(406) 871-5776,184,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloominati,,,,,,,2023-04-24T21:19:46.235918
