application_status,license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,original_submitted_date,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,approved_social_equity,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_initial_date_of_review,cnb_date_notice_sent_to_municipality,cnb_60_day_municipal_deadline_date,cnb_90_day_review_deadline_date,cnb_date_background_authorization_sent,cnb_date_background_report_received,cnb_finger_print_results_received_date,cnb_final_application_review,cnb_application_recommendation,cnb_final_inspection_result,cnb_final_license_recommendation,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,application_denied_date,cccupdatedate,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,id,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283469,Innovative Flower LLC,Framingham,MA,01701,42.308016,-71.385103,655 Cochituate Road,,Framingham,MA,01701,POINT (-71.275566 42.459085),POINT (-71.385103 42.3080160),913 West Falmouth Highway,,Falmouth,MA,02540,83-1798390,MRN283469,10/2/2020 01:12:19 PM,11/9/2020 04:06:08 PM,10/5/2020 04:34:31 PM,2/15/2021 01:48:58 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,4/20/2020 01:04:09 PM,11/12/2020 01:47:46 PM,2/11/2021 01:31:02 PM,1/12/2023 03:00:00 AM,2/15/2024 03:00:00 AM,,7/10/2023,655 Cochituate Rd,N/A,Middlesex County,,10000.0,01701,Framingham,Middlesex,42.459085,-71.275566,Central MA,262,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284710,Green Adventure LLC,Palmer,MA,01069,42.151972,-72.314714,1240 Park Street,,Palmer,MA,01069,POINT (-72.571312 42.12756),POINT (-72.314713 42.1519720),14 West Street,,Ware,MA,01082,87-2823276,MRN284710,9/29/2022 10:41:22 AM,2/9/2023 12:21:52 PM,11/23/2022 04:42:32 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,6/29/2022 05:12:40 PM,2/10/2023 09:34:06 AM,3/9/2023 12:39:55 PM,4/14/2023 04:00:00 AM,4/14/2024 04:00:00 AM,,7/10/2023,1240 Park St,N/A,Hampden County,,10000.0,01069,Palmer,Hampden,42.12756,-72.571312,Western MA,45,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282590,"DMS Trinity, LLC",Chelsea,MA,02150,42.396161,-71.046574,38 Gould Street,,Stoneham,MA,02180,POINT (-71.073493 42.334948),POINT (-71.046574 42.3961609),38 Gould Street,,Stoneham,MA,02180,83-4484332,MRN282590,12/28/2021 02:57:50 PM,5/2/2022 02:48:44 PM,1/5/2022 05:44:01 PM,,False,yes,SE305470,,,,,,,,"Woman-Owned Business | Lesbian, Gay, Bisexual, and Transgender Owned Business | Minority-Owned Business",,,,,,,,,,,,,,,4/9/2019 01:15:22 PM,5/27/2022 06:45:32 AM,8/11/2022 11:48:10 AM,8/22/2022 04:00:00 AM,8/22/2023 04:00:00 AM,,7/10/2023,260 2nd St,N/A,Suffolk County,,5000.0,02150,Chelsea,Suffolk,42.334948,-71.073493,Metro Boston,459,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,4/26/2021,COMPLETE,MR282410,Bud's Goods & Provisions Corp. (FKA Trichome Health Corp.),Abington,MA,02351,42.145373,-70.954939,54 West Boylston St,Apt 1,Worcester,MA,01606,POINT (-70.818958 41.978877),POINT (-70.954938 42.1453729),54 West Boylston St,Apt 1,Worcester,MA,01606,81-3554788,MRN282410,11/1/2019 03:37:02 PM,4/2/2020 03:45:33 PM,2/28/2020 12:00:00 AM,9/22/2020 12:02:24 PM,True,,,,,,,APPROVED,RP201939,RP201939,Not a DBE,,,,,,,,,,,,,,4/16/2021 04:00:00 AM,2/15/2019 01:36:29 PM,4/8/2020 12:00:00 AM,6/4/2020 02:06:49 PM,8/11/2022 04:00:00 AM,9/22/2023 04:00:00 AM,,7/10/2023,1540 Bedford St,N/A,Plymouth County,,10000.0,02351,Abington,Plymouth,41.978877,-70.818958,Southeast and Cape,533,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283519,"JDM Sales, Inc.",Mendon,MA,01756,42.096492,-71.579495,220 Pulaski Boulevard,,Bellingham,MA,02019,POINT (-71.840209 42.329642),POINT (-71.579494 42.0964919),220 Pulaski Boulevard,,Bellingham,MA,02019,84-4333971,MRN283519,6/29/2020 03:54:11 PM,10/30/2020 03:10:56 PM,7/8/2020 08:58:30 AM,,False,no,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,,5/11/2020 01:02:35 PM,11/5/2020 11:21:52 AM,1/14/2021 03:31:17 PM,7/14/2022 04:00:00 AM,7/27/2023 04:00:00 AM,,7/10/2023,103 Uxbridge Rd,N/A,Worcester County,,10000.0,01756,Mendon,Worcester,42.329642,-71.840209,Central MA,283,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/11/2022,COMPLETE,MR284013,Erba C3 Dorchester LLC,Boston,MA,02122,42.306557,-71.057961,43 Freeport Street,,Boston,MA,02122,POINT (-71.073493 42.334948),POINT (-71.057961 42.3065569),2082 S. State Street,,Ann Arbor,MI,48104,84-4723515,MRN284013,2/4/2021 04:31:45 PM,3/31/2021 01:26:01 PM,2/22/2021 09:16:17 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,2/10/2022 03:00:00 AM,1/7/2021 11:47:48 AM,4/9/2021 11:44:37 AM,5/13/2021 12:27:46 PM,5/11/2023 04:00:00 AM,6/10/2024 04:00:00 AM,,7/10/2023,43 Freeport St,N/A,Suffolk County,,10000.0,02122,Boston,Suffolk,42.334948,-71.073493,Metro Boston,433,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,7/5/2022,COMPLETE,MR282682,"Mayflower Medicinals, Inc.",Boston,MA,02134,42.349077,-71.129601,230 Harvard Avenue,,Boston,MA,02134,POINT (-71.073493 42.334948),POINT (-71.129600 42.3490770),33 Union Street,Suite 2,Boston,MA,02108,47-5013962,MRN282682,3/25/2021 10:08:43 AM,7/13/2021 02:37:30 PM,3/29/2021 01:18:53 PM,8/19/2021 01:20:02 PM,True,no,,,,,,APPROVED,RP201883,RP201883,Not a DBE,,,,,,,,,,,,,,6/9/2022 04:00:00 AM,5/6/2019 09:35:50 AM,7/16/2021 09:32:06 AM,8/12/2021 02:26:33 PM,8/11/2022 04:00:00 AM,8/19/2023 04:00:00 AM,,7/10/2023,230 Harvard Ave,N/A,Suffolk County,,10000.0,02134,Allston,Suffolk,42.334948,-71.073493,,445,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MR282714,311 Page Blvd LLC,Springfield,MA,01104,42.134224,-72.560852,311 Page Blvd,,Springfield,MA,01104,POINT (-72.571312 42.12756),POINT (-72.560851 42.1342240),63 Woodcrest Road,,Springfield,MA,01129,84-2409132,MRN282714,12/7/2020 02:21:10 PM,12/16/2020 01:12:30 PM,12/9/2020 10:50:03 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,6/8/2023 04:00:00 AM,5/16/2019 11:13:13 AM,12/17/2020 12:09:38 PM,3/11/2021 01:45:12 PM,7/20/2022 04:00:00 AM,8/14/2023 04:00:00 AM,,7/10/2023,311 Page Blvd,N/A,Hampden County,,10000.0,01104,Springfield,Hampden,42.12756,-72.571312,Western MA,74,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,3/20/2023,COMPLETE,MR284113,"Advesa MA, Inc.",Cambridge,MA,02141,42.372642,-71.093182,966 Cambridge St.,,Cambridge,MA,02141,POINT (-71.275566 42.459085),POINT (-71.093181 42.3726419),966 Cambridge St.,,Cambridge,MA,02141,84-3412899,MRN284113,4/1/2021 11:23:56 PM,4/9/2021 02:43:58 PM,4/6/2021 02:24:33 PM,,True,yes,EE202234,,APPROVED,EE202234,EE202234,,,,Not a DBE,,,,,,,,,,,,,,2/9/2023 03:00:00 AM,2/22/2021 09:15:23 AM,4/9/2021 11:11:07 AM,5/13/2021 12:25:44 PM,7/14/2022 04:00:00 AM,7/15/2023 04:00:00 AM,,7/10/2023,966 Cambridge St,N/A,Middlesex County,,5000.0,02141,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,452,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,8/21/2020,COMPLETE,MR282232,"Four Daughters Compassionate Care, Inc.",Plymouth,MA,02360,41.9567,-70.707935,11 Richards Road,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.707935 41.9566999),415 N. Dearborn St.,4th Floor,Chicago,IL,60654,47-4470548,MRN282232,2/28/2019 05:18:31 PM,12/9/2019 05:10:23 PM,3/12/2019 12:00:00 AM,1/13/2020 12:32:48 PM,True,,,,,,,APPROVED,RP201864,RPA201864,Not a DBE,,,,,,,,,,,,,,7/9/2020 04:00:00 AM,12/27/2018 02:39:18 PM,8/29/2019 12:00:00 AM,1/9/2020 11:22:54 AM,1/12/2023 03:00:00 AM,1/16/2024 03:00:00 AM,,7/10/2023,11 Richard's Rd,N/A,Plymouth County,,10000.0,02360,Plymouth,Plymouth,41.978877,-70.818958,Southeast and Cape,539,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/14/2022,COMPLETE,MR282001,Green Era LLC,Fitchburg,MA,01420,42.579221,-71.794891,143-145 Water St,,Fitchburg,MA,01420,POINT (-71.840209 42.329642),POINT (-71.794891 42.5792209),45 Bodwell St,,Avon,MA,02322,83-1832421,MRN282001,12/1/2018 07:59:03 AM,4/6/2020 09:52:04 AM,5/20/2019 12:00:00 AM,,False,,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,9/15/2022 04:00:00 AM,10/29/2018 10:07:57 AM,5/22/2020 08:22:11 AM,10/8/2020 02:08:13 PM,11/10/2022 03:00:00 AM,12/2/2023 03:00:00 AM,,7/10/2023,145 Water St,N/A,Worcester County,,10000.0,01420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,163,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,2/11/2022,COMPLETE,MR283357,"Krishna Lenox, LLC",Lenox,MA,02140,42.401757,-73.267435,55 Pittsfield Road,,Lenox,MA,02140,POINT (-71.275566 42.459085),POINT (-73.267435 42.4017570),55 Pittsfield Road,,Lenox,MA,02140,84-1852782,MRN283357,3/30/2020 02:04:53 PM,6/18/2020 05:22:54 PM,4/3/2020 12:00:00 AM,,False,,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,1/20/2022 03:00:00 AM,3/13/2020 02:45:33 PM,6/19/2020 03:09:58 PM,9/10/2020 01:10:43 PM,6/8/2023 04:00:00 AM,6/12/2024 04:00:00 AM,,7/10/2023,439 Pitts Field Rd,Unit C,Berkshire County,,10000.0,02140,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,451,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281700,"Not Grampa's Tobacco, Inc.",Winchendon,MA,01475,42.713961,-72.077643,703 School St,,Winchendon,MA,01475,POINT (-71.840209 42.329642),POINT (-72.077642 42.7139609),703 School St,,Winchendon,MA,01475,82-5447356,MRN281700,5/21/2019 03:15:54 PM,5/3/2021 03:27:54 PM,11/14/2019 12:00:00 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,7/11/2018 02:13:47 PM,5/7/2021 11:33:45 AM,7/15/2021 04:38:44 PM,7/14/2022 04:00:00 AM,8/9/2023 04:00:00 AM,,7/10/2023,703 School St,N/A,Worcester County,,10000.0,01475,Winchendon,Worcester,42.329642,-71.840209,Central MA,188,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/8/2019,COMPLETE,MR281309,Temescal Wellness of Massachusetts,Hudson,MA,01749,42.396807,-71.601889,252 Coolidge St,,Hudson,MA,01749,POINT (-71.275566 42.459085),POINT (-71.601889 42.3968070),665 Cochituate Road,Second Floor,Framingham,MA,01701,46-2527018,MRN281309,7/3/2018 10:46:15 PM,8/23/2018 08:20:30 AM,7/25/2018 12:00:00 AM,9/23/2018 08:16:41 AM,True,,,,,,,APPROVED,RP201850,RP201850,Not a DBE,,,,,,,,,,,,,,12/13/2018 03:00:00 AM,4/24/2018 10:23:15 AM,8/30/2018 12:00:00 AM,9/20/2018 03:52:02 PM,9/23/2022 04:00:00 AM,9/24/2023 04:00:00 AM,,7/10/2023,252 Coolidge St,N/A,Middlesex County,,5000.0,01749,Hudson,Middlesex,42.459085,-71.275566,Central MA,280,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/25/2022,COMPLETE,MR283141,Aspen Blue Cultures Inc.,Attleboro,MA,02703,41.94579,-71.273974,40 Forest Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.273973 41.9457900),909 North Main Street,,Providence,RI,02904,83-2407755,MRN283141,2/28/2020 03:15:28 PM,5/15/2020 09:24:37 PM,5/18/2020 09:54:19 AM,1/22/2021 02:45:53 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,3/10/2022 03:00:00 AM,11/22/2019 03:48:47 PM,7/17/2020 10:13:46 AM,10/8/2020 12:31:03 PM,1/12/2023 03:00:00 AM,1/22/2024 03:00:00 AM,,7/10/2023,40 Forest St,N/A,Bristol County,,10000.0,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,659,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,10/7/2020,COMPLETE,MR281490,Green Biz LLC,Pittsfield,MA,01201,42.409004,-73.262936,45 Bodwell St,,Avon,MA,02322,POINT (-73.209889 42.396128),POINT (-73.262935 42.4090040),45 Bodwell St,,Avon,MA,02322,82-5025315,MRN281490,6/7/2018 04:04:56 PM,10/11/2018 01:17:00 PM,8/14/2018 12:00:00 AM,12/13/2018 08:14:39 AM,False,,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,8/6/2020 04:00:00 AM,5/28/2018 08:01:23 PM,9/24/2018 12:00:00 AM,11/1/2018 03:23:28 PM,12/8/2022 03:00:00 AM,12/25/2023 03:00:00 AM,,7/10/2023,1021 South St,N/A,Berkshire County,,5000.0,01201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,95,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282315,Fresh Fields Gloucester LLC,Gloucester,MA,01930,42.612063,-70.681096,"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,01876,POINT (-70.970827 42.635475),POINT (-70.681095 42.6120629),"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,01876,83-4382416,MRN282315,8/28/2019 03:39:22 PM,6/18/2020 02:32:22 PM,2/10/2020 12:00:00 AM,12/29/2020 05:06:45 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,1/21/2019 12:55:15 PM,6/26/2020 12:31:04 PM,9/10/2020 01:07:33 PM,12/8/2022 03:00:00 AM,12/29/2023 03:00:00 AM,,7/10/2023,73 Essex Ave,N/A,Essex County,,10000.0,01930,Gloucester,Essex,42.635475,-70.970827,Northeast,357,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,5/15/2023,COMPLETE,MR284576,Pure Oasis LLC,Boston,MA,02210,42.357767,-71.057441,85 Devonshire Street,,Boston,MA,02210,POINT (-71.073493 42.334948),POINT (-71.057440 42.3577670),"398 Columbus Ave, Suite 148",Suite 148,Boston,MA,02116,82-5029450,MRN284576,2/28/2022 12:32:47 PM,5/4/2022 02:01:21 PM,3/8/2022 01:05:06 PM,7/19/2022 09:03:55 AM,True,yes,EE201868,,APPROVED,EE201868,EE201868,,,,Not a DBE,,,,,,,,,,,,,,4/14/2023 04:00:00 AM,1/25/2022 05:06:10 PM,5/27/2022 07:16:47 AM,7/14/2022 12:00:00 PM,7/19/2022 04:00:00 AM,7/19/2023 04:00:00 AM,,7/10/2023,85 Devonshire St,N/A,Suffolk County,,5000.0,02210,Boston,Suffolk,42.334948,-71.073493,Metro Boston,487,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,COMMENCE OPS,COMMENCE OPS,11/21/2022,COMPLETE,MR282752,"Verdant Reparative, Inc.",Boston,MA,02109,42.359423,-71.054072,37 Schuyler Street,,Dorchester,MA,02121,POINT (-71.073493 42.334948),POINT (-71.054072 42.359423),37 Schuyler Street,,Dorchester,MA,02121,84-1991433,MRN282752,6/7/2021 11:04:49 AM,7/23/2021 08:33:40 AM,6/10/2021 01:15:37 PM,,True,yes,SE304957,,,,,APPROVED,RP201927,,Not a DBE,,,,,,,,,,,,,,10/13/2022 04:00:00 AM,6/2/2019 08:11:35 PM,7/30/2021 10:58:09 AM,9/17/2021 12:35:31 PM,9/15/2022 04:00:00 AM,9/29/2023 04:00:00 AM,,7/10/2023,150 State St,N/A,Suffolk County,,5000.0,02109,Boston,Suffolk,42.334948,-71.073493,Metro Boston,420,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284441,Primus LLC,Springfield,MA,01109,42.110657,-72.570273,666 State St.,,Springfield,MA,01109,POINT (-72.571312 42.12756),POINT (-72.570273 42.1106570),666 State St.,,Springfield,MA,01109,83-4302773,MRN284441,1/26/2022 09:54:39 AM,8/23/2022 08:31:57 AM,2/8/2022 01:20:39 PM,1/25/2023 03:18:43 PM,False,yes,SE303656,SE303656,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,,10/7/2021 11:12:30 AM,8/10/2022 04:55:57 PM,9/16/2022 02:03:17 PM,1/25/2023 03:00:00 AM,1/25/2024 03:00:00 AM,,7/10/2023,666 State St,N/A,Hampden County,,5000.0,01109,Springfield,Hampden,42.12756,-72.571312,Western MA,79,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283968,High Hawk Farm LLC,Rutland,MA,01543,42.377958,-71.936422,140 Worcester Road,,Barre,MA,01005,POINT (-71.840209 42.329642),POINT (-71.936421 42.377958),140 Worcester Road,,Barre,MA,01005,84-3294551,MRN283968,4/24/2021 06:15:35 PM,8/30/2021 07:01:11 PM,5/6/2021 10:27:47 AM,12/3/2021 03:20:20 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,12/14/2020 02:27:03 PM,9/3/2021 09:56:25 AM,11/18/2021 02:42:37 PM,12/8/2022 03:00:00 AM,12/9/2023 03:00:00 AM,,7/10/2023,80 Main St,N/A,Worcester County,,10000.0,01543,Rutland,Worcester,42.329642,-71.840209,Central MA,223,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,2/27/2023,COMPLETE,MR284580,"Rockland Old Exit 14, Inc.",Rockland,MA,02370,42.16343,-70.899117,1015 Hingham St.,,Rockland,MA,02370,POINT (-70.818958 41.978877),POINT (-70.899117 42.1634299),1015 Hingham Street,,Rockland,MA,02370,88-1116678,MRN284580,3/26/2022 09:43:06 PM,4/28/2022 08:49:42 AM,4/6/2022 02:08:07 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,2/9/2023 03:00:00 AM,2/1/2022 12:03:51 PM,5/27/2022 06:38:38 AM,8/11/2022 11:50:49 AM,8/16/2022 04:00:00 AM,8/16/2023 04:00:00 AM,,7/10/2023,1015 Hingham St,N/A,Plymouth County,,10000.0,02370,Rockland,Plymouth,41.978877,-70.818958,Southeast and Cape,546,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,10/29/2020,COMPLETE,MR282319,Trichome Health Corp.,Worcester,MA,01606,42.290832,-71.805736,12 Pennsylvania Ave,,Newton,MA,02464,POINT (-71.840209 42.329642),POINT (-71.805735 42.2908320),12 Pennsylvania Ave,,Newton,MA,02464,81-3554788,MRN282319,3/8/2019 04:59:14 PM,3/8/2019 04:59:14 PM,3/19/2019 12:00:00 AM,5/29/2019 12:02:49 PM,True,,,,,,,APPROVED,RP201939,RP201939,Not a DBE,,,,,,,,,,,,,,10/8/2020 04:00:00 AM,1/22/2019 10:20:03 AM,3/19/2019 12:00:00 AM,5/16/2019 01:41:36 PM,4/14/2023 04:00:00 AM,6/3/2024 04:00:00 AM,,7/10/2023,68 W Boylston St,N/A,Worcester County,,5000.0,01606,Worcester,Worcester,42.329642,-71.840209,Central MA,249,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283168,"Union Twist, Inc.",Newton,MA,02461,42.330823,-71.210212,630 Worcester Road,,Framingham,MA,01702,POINT (-71.275566 42.459085),POINT (-71.210211 42.3308230),"One International Place, Suite 3700",C/O Prince Lobel Tye LLP,Boston,MA,02110,83-3883936,MRN283168,4/9/2020 09:17:09 PM,5/27/2020 03:46:02 PM,6/4/2020 02:19:50 PM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,12/5/2019 01:43:20 PM,8/6/2020 07:37:18 AM,9/10/2020 02:00:11 PM,8/11/2022 04:00:00 AM,9/18/2023 04:00:00 AM,,7/10/2023,1158 Beacon St,N/A,Middlesex County,,10000.0,02461,Newton Highlands,Middlesex,42.459085,-71.275566,,566,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282581,"The Haven Center, Inc.",Fall River,MA,02723,41.69031,-71.134256,245 Route 6A,,Orleans,MA,02653,POINT (-71.102131 41.778329),POINT (-71.134255 41.6903099),245 Route 6A,,Orleans,MA,02653,47-4353074,MRN282581,5/7/2019 12:11:41 PM,5/7/2019 12:11:41 PM,6/3/2019 12:00:00 AM,8/20/2020 04:54:11 PM,True,,,,,,,APPROVED,RP201922,RP201922,Not a DBE,,,,,,,,,,,,,,,4/7/2019 01:08:31 PM,9/19/2019 12:00:00 AM,6/4/2020 02:39:38 PM,7/14/2022 04:00:00 AM,8/20/2023 04:00:00 AM,,7/10/2023,1435 Pleasant St,N/A,Bristol County,,10000.0,02723,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,670,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283727,Littleton Apothecary LLC,Littleton,MA,01460,42.548379,-71.521763,"160 Ayer Road, Suite 4",,Littleton,MA,01460,POINT (-71.275566 42.459085),POINT (-71.521762 42.5483789),43 Starr Hill,,Littleton,MA,01460,83-4267906,MRN283727,8/10/2020 12:43:21 PM,8/11/2020 08:09:43 PM,8/11/2020 02:10:26 PM,10/8/2020 04:17:05 PM,False,no,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,8/6/2020 02:48:52 PM,8/13/2020 12:59:50 PM,10/8/2020 02:24:12 PM,11/10/2022 03:00:00 AM,11/11/2023 03:00:00 AM,,7/10/2023,160 Ayer Rd,N/A,Middlesex County,,10000.0,01460,Littleton,Middlesex,42.459085,-71.275566,Central MA,176,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283816,RC Retail Westfield LLC,Westfield,MA,01085,42.122262,-72.718453,265 Union Street,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.718452 42.1222619),200 Pratt Street,,Meriden,CT,06450,85-1112313,MRN283816,12/17/2020 10:29:52 AM,12/17/2020 10:29:52 AM,12/23/2020 01:46:52 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,10/7/2020 03:19:17 PM,12/24/2020 11:10:18 AM,3/11/2021 02:03:19 PM,2/9/2023 03:00:00 AM,3/17/2024 04:00:00 AM,,7/10/2023,265 Union St,N/A,Hampden County,,10000.0,01085,Westfield,Hampden,42.12756,-72.571312,Western MA,59,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,8/23/2022,COMPLETE,MR283098,"6 Bricks, LLC.",Springfield,MA,01105,42.105412,-72.597964,250 Albany Street,,Springfield,MA,01105,POINT (-72.571312 42.12756),POINT (-72.597964 42.1054120),250 Albany Street,,Springfield,MA,01105,83-2005719,MRN283098,11/16/2019 12:12:29 PM,6/24/2020 10:20:52 AM,1/30/2020 12:00:00 AM,7/13/2020 09:17:37 PM,False,no,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,,,,,,,,,,,7/14/2022 04:00:00 AM,11/2/2019 02:11:09 PM,3/12/2020 12:00:00 AM,7/9/2020 02:29:57 PM,11/10/2022 03:00:00 AM,11/11/2023 03:00:00 AM,,7/10/2023,1860 Main St,N/A,Hampden County,,10000.0,01105,Springfield,Hampden,42.12756,-72.571312,Western MA,75,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
