license_number,license_type,license_designation,business_legal_name,business_dba_name,license_status,premise_city,business_website,business_owner_name,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_structure,business_email,business_phone,activity,parcel_number,premise_street_address,id,business_image_url,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_zip_code
ACC904,Cultivation,Adult-Use,Norco Outdoor Cannabis Llc,Yani,Active,Warren,,Barrett Bilotta,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC904,,2023-03-01T00:00:00,44.116967,-69.25314639999999,Knox County,USA
ACC1128,Cultivation,Adult-Use,"Local Leaf Cultivation, Llc","Local Leaf Cultivation, Llc",Conditional,Portland,,Robert Derrey,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1128,,2023-03-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACC1143,Cultivation,Adult-Use,"Ktk Noyes Cultivation, Llc","Ktk Noyes Cultivation, Llc",Pending Conditional,Unknown,,Tucker Noyes,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1143,,2023-03-01T00:00:00,,,,
ACC1154,Cultivation,Adult-Use,Northern Leaves Llc,Northern Leaves Llc,Pending Conditional,Industry,,Lazaro Fernandez,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1154,,2023-03-01T00:00:00,44.7473347,-70.0599702,Franklin County,USA
ACC1189,Cultivation,Adult-Use,Harbor Harvest Llc,Harbor Harvest Craft Cannabis,Conditional,Steuben,,Kenneth Feldmann,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1189,,2023-03-01T00:00:00,44.5107169,-67.9652562,Washington County,USA
ACC1201,Cultivation,Adult-Use,Vertikal Cultivation Llc,Vertikal Cultivation Llc,Pending Conditional,Auburn,,Robert Stephen Peters,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1201,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACC1209,Cultivation,Adult-Use,Whitney Inc,Whitney'S Marijuana,"Conditional, Jurisdiction Approved",Greenville,,Paul Whitney,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1209,,2023-03-01T00:00:00,45.45948629999999,-69.59058150000001,Piscataquis County,USA
ACC1221,Cultivation,Adult-Use,Foothill Pharms Llc,Foothill Pharms Llc,Active,Oxford,,Roland J. Champagne Iii,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1221,,2023-03-01T00:00:00,44.1317459,-70.4931557,Oxford County,USA
ACC1228,Cultivation,Adult-Use,Paul'S Boutique Nursery Llc,Paul'S Boutique Nursery Llc,Active,Windham,https://paulsboutiquenursery.com/home,Charles Shaw Dwight,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1228,,2023-03-01T00:00:00,43.7588577,-70.39870599999999,Cumberland County,USA
ACC1248,Cultivation,Adult-Use,"Rugged Roots South, Llc","Rugged Roots South, Llc",Conditional,Unknown,,Sean Bowie,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1248,,2023-03-01T00:00:00,,,,
ACC1251,Cultivation,Adult-Use,"Mt. Auburn Partners, Llc","Mt. Auburn Partners, Llc",Conditional,Auburn,,Thomas Dana,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1251,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACC1255,Cultivation,Adult-Use,Ugp Llc,Ugp Llc,Active,Scarborough,,Leo Thomas Paquette Iii,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1255,,2023-03-01T00:00:00,43.5901974,-70.33449209999999,Cumberland County,USA
ACC1261,Cultivation,Adult-Use,"Silver Therapeutics Cultivation, Llc","Silver Therapeutics Cultivation, Llc",Active,Brunswick,,"Silver Therapeutics Of Maine, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1261,,2023-03-01T00:00:00,43.9140162,-69.9669961,Cumberland County,USA
ACC1267,Cultivation,Adult-Use,"Room 5, Llc",O.G. Hydrofarms,Conditional,Detroit,,James W Nolan,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1267,,2023-03-01T00:00:00,44.7927823,-69.29601509999999,Somerset County,USA
ACC1271,Cultivation,Adult-Use,"Clean Green, Llc","Clean Green, Llc","Conditional, Jurisdiction Approved",Brownfield,,Adam Todd Martinese,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1271,,2023-03-01T00:00:00,43.9381275,-70.9086768,Oxford County,USA
ACC1281,Cultivation,Adult-Use,"Southside Tree Farm, Llc","Southside Tree Farm, Llc",Active,Portland,,"Kb Consolidated, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1281,,2023-03-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACC1283,Cultivation,Adult-Use,"Hazy Hill Farms, Llc","Hazy Hill Farms, Llc",Active,Portland,,Renee Lohrey,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1283,,2023-03-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACC1301,Cultivation,Adult-Use,"Legacy Cannabis, Llc","Legacy Cannabis, Llc",Pending Conditional,Gorham,,William Baker Morin,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1301,,2023-03-01T00:00:00,43.67953139999999,-70.44422519999999,Cumberland County,USA
ACC1312,Cultivation,Adult-Use,"Southside Tree Farm, Llc","Southside Tree Farm, Llc",Conditional,Portland,,"Kb Consolidated, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1312,,2023-03-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACC1320,Cultivation,Adult-Use,"Coast 2 Coast Extracts Cultivation, Llc",Rugged Roots South Portland,Active,Portland,,"Rugged Roots South, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1320,,2023-03-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACC1324,Cultivation,Adult-Use,Two Thirty Seven Farms Llc,Two Thirty Seven Farms Llc,Active,Oxford,,Neil Waddell,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1324,,2023-03-01T00:00:00,44.1317459,-70.4931557,Oxford County,USA
ACC1339,Cultivation,Adult-Use,Aaa Pharmaceutical Alternatives Llc,Aaa Pharmaceutical Alternatives Llc,"Conditional, Jurisdiction Approved",Manchester,,Aaron G Scalia,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1339,,2023-03-01T00:00:00,44.324513,-69.8603256,Kennebec County,USA
ACC1340,Cultivation,Adult-Use,C Haven Tier 4 Llc,C Haven Tier 4 Llc,Pending Conditional,Lebanon,,Richard Rigazio,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1340,,2023-03-01T00:00:00,43.40066969999999,-70.91937899999999,York County,USA
ACC1364,Cultivation,Adult-Use,Sunrise Agriculture Llc,Sunrise Agriculture Llc,Conditional,Lebanon,,Sunrise Ag Holdings Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1364,,2023-03-01T00:00:00,43.40066969999999,-70.91937899999999,York County,USA
ACC1371,Cultivation,Adult-Use,"Tidewater Cultivation, Llc","Tidewater Cultivation, Llc",Conditional,Lewiston,,Tc Ventures Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1371,,2023-03-01T00:00:00,44.100351,-70.21477639999999,Androscoggin County,USA
ACC1373,Cultivation,Adult-Use,Maine Farm 168 Llc,Maine Farm 168 Llc,Pending Conditional,Hancock,,Mei Hong Chen,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1373,,2023-03-01T00:00:00,44.5291357,-68.2537463,Hancock County,USA
ACC1380,Cultivation,Adult-Use,Treble B Llc,Treble B Llc,Pending Conditional,Washington,,Zachary Ballard,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1380,,2023-03-01T00:00:00,44.2735583,-69.3676576,Knox County,USA
ACC1396,Cultivation,Adult-Use,"Lni, Llc",River Driver Cannabis Co,Conditional,TBD,,Joseph Riddlesberger,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1396,,2023-03-01T00:00:00,,,,
ACC1413,Cultivation,Adult-Use,Robert Boggia,Downeast Smoke And Vape,Conditional,Whiting,,Robert Boggia,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1413,,2023-03-01T00:00:00,44.7909119,-67.1755412,Washington County,USA
ACC1431,Cultivation,Adult-Use,"Rugged Roots South, Llc","Rugged Roots South, Llc",Pending Conditional,Portland,,Ryan Richards,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1431,,2023-03-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
ACC1438,Cultivation,Adult-Use,Koz We Can Llc,Budz Emporium,Pending Conditional,Penobscot,,Ry Russell,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACC1438,,2023-03-01T00:00:00,44.4645202,-68.7111393,Hancock County,USA
ACD114,Cultivation,Adult-Use,Norco Outdoor Cannabis Llc,Yani,Active,Warren,,Barrett Bilotta,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD114,,2023-03-01T00:00:00,44.116967,-69.25314639999999,Knox County,USA
ACD175,Cultivation,Adult-Use,"Port City Farms, Llc",Port City Farms,Pending Conditional,Scarborough,,,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD175,,2023-03-01T00:00:00,43.5901974,-70.33449209999999,Cumberland County,USA
ACD200,Cultivation,Adult-Use,"Trich Town, Llc","Trich Town, Llc",Active,Auburn,,Stephen Daniel Lebel,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD200,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACD378,Cultivation,Adult-Use,Warren Ave Af Llc,Atlantic Farms,Active,Somerville,,Atlantic Farms Management Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD378,,2023-03-01T00:00:00,44.3092443,-69.48896739999999,Lincoln County,USA
ACD597,Cultivation,Adult-Use,"Sweet Dirt 2, Llc","Sweet Dirt 2, Llc",Active,Eliot,,Northeast Kind Holdings Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD597,,2023-03-01T00:00:00,43.1531427,-70.8000544,York County,USA
ACD608,Cultivation,Adult-Use,Nova Farms Maine Llc,Nova Farms Maine Llc,Active,Thorndike,,Derek A. Ross,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD608,,2023-03-01T00:00:00,44.6029084,-69.236966,Waldo County,USA
ACD641,Cultivation,Adult-Use,"Falling Leaf Farm, Llc","Falling Leaf Farm, Llc",Active,Auburn,,"Falling Leaf Farms Holdings, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD641,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACD643,Cultivation,Adult-Use,Mystique Operations Llc,Mystique Operations Llc,Active,Bowdoinham,,Sean O'Brien,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD643,,2023-03-01T00:00:00,44.0091821,-69.8968927,Sagadahoc County,USA
ACD649,Cultivation,Adult-Use,"Seed And Soil, Llc","Seed And Soil, Llc",Active,Monroe,,Mitchell Benjamin Samuelson,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD649,,2023-03-01T00:00:00,44.6150724,-69.01809399999999,Waldo County,USA
ACD695,Cultivation,Adult-Use,"Wellrick, Inc",Canuvo,Active,Bridgton,,Glenn Peterson,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD695,,2023-03-01T00:00:00,44.0548021,-70.7128685,Cumberland County,USA
ACD754,Cultivation,Adult-Use,Coastal Roots Inc,Coastal Roots Inc,Active,South Portland,,Lynn M. Illes,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD754,,2023-03-01T00:00:00,43.6414716,-70.2408811,Cumberland County,USA
ACD863,Cultivation,Adult-Use,"Curaleaf Maine Adult Use, Inc.","Curaleaf Maine Adult Use, Inc.",Active,Biddeford,www.curaleaf.com,"Clf Maine, Inc.",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD863,,2023-03-01T00:00:00,43.4925843,-70.45338439999999,York County,USA
ACD882,Cultivation,Adult-Use,"Kender Farms, Inc.","Kender Farms, Inc.",Active,Farmington,,Jacob Daku,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD882,,2023-03-01T00:00:00,44.67049979999999,-70.1512169,Franklin County,USA
ACD1028,Cultivation,Adult-Use,Leaf Labs Llc,Leaf Labs Llc,Conditional,Gorham,,Dylan Turner,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD1028,,2023-03-01T00:00:00,43.67953139999999,-70.44422519999999,Cumberland County,USA
ACD1219,Cultivation,Adult-Use,"Arcanna, Llc","Arcanna, Llc",Conditional,Unknown,,Ryan Ward,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD1219,,2023-03-01T00:00:00,,,,
ACD1224,Cultivation,Adult-Use,"Highly Cannaco Cultivation, Llc","Highly Cannaco Cultivation, Llc",Conditional,Unknown,,Jan Martin,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD1224,,2023-03-01T00:00:00,,,,
ACD1278,Cultivation,Adult-Use,Nature'S Bounty Llc,Nature'S Bounty Llc,Conditional,Lebanon,,Eric G Bergendahl,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD1278,,2023-03-01T00:00:00,43.40066969999999,-70.91937899999999,York County,USA
ACD1300,Cultivation,Adult-Use,Me Plant Based Compassionate Care Llc,Me Plant Based Compassionate Care Llc,Conditional,TBD,,Sweetspot Brands Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD1300,,2023-03-01T00:00:00,,,,
ACD1331,Cultivation,Adult-Use,"Third Shift Resin, Llc","Third Shift Resin, Llc",Conditional,Lewiston,,Hannah Marena Stabler,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD1331,,2023-03-01T00:00:00,44.100351,-70.21477639999999,Androscoggin County,USA
ACD1350,Cultivation,Adult-Use,Oracle Industries Llc,Auraz,Conditional,Eliot,,Nicholas J Delorey,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD1350,,2023-03-01T00:00:00,43.1531427,-70.8000544,York County,USA
ACD1414,Cultivation,Adult-Use,"Wellness Institute Of Bangor, Llc","Wellness Institute Of Bangor, Llc",Pending Conditional,Monroe,,"Wellness Institute Holdings, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACD1414,,2023-03-01T00:00:00,44.6150724,-69.01809399999999,Waldo County,USA
ACN223,Cultivation,Adult-Use,"Herbal Pathways, Llc","Herbal Pathways, Llc",Active,Berwick,,Kenneth Crowley,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACN223,,2023-03-01T00:00:00,43.26831989999999,-70.8635506,York County,USA
ACN1134,Cultivation,Adult-Use,"Seed And Soil, Llc","Seed And Soil, Llc",Active,Monroe,,Elizabeth Hannah Samuelson,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACN1134,,2023-03-01T00:00:00,44.6150724,-69.01809399999999,Waldo County,USA
ACN1202,Cultivation,Adult-Use,Vertikal Cultivation Llc,Vertikal Cultivation Llc,Active,Auburn,www.vertikaltech.com,Progress Forward Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACN1202,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
ACN1327,Cultivation,Adult-Use,Loud Llc,Cannabis Caveman,Conditional,Bangor,,Christopher Jones,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACN1327,,2023-03-01T00:00:00,44.8016128,-68.7712257,Penobscot County,USA
ACN1426,Cultivation,Adult-Use,Koz We Can Llc,Budz Emporium,Conditional,Medway,,Ry Russell,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACN1426,,2023-03-01T00:00:00,45.6122644,-68.5298394,Penobscot County,USA
ACP296,Cultivation,Adult-Use,"Sticky Diamond, Llc","Sticky Diamond, Llc",Active,Rome,Stickydiamond.com,Dustin Sprague,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACP296,,2023-03-01T00:00:00,44.5722051,-69.903486,Kennebec County,USA
ACP1118,Cultivation,Adult-Use,Spencer Starbranch,Spencer Starbranch,Active,Manchester,,Spencer Starbranch,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACP1118,,2023-03-01T00:00:00,44.324513,-69.8603256,Kennebec County,USA
ACP1268,Cultivation,Adult-Use,Cannaco Labs Llc,Cannaco Labs Llc,Pending Conditional,Franklin,,Cannaco Labs Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACP1268,,2023-03-01T00:00:00,44.5874877,-68.23160539999999,Hancock County,USA
ACP1378,Cultivation,Adult-Use,Ice Express Llc,Icexpress,Pending Conditional,Cumberland,,Larus Isfeld,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACP1378,,2023-03-01T00:00:00,43.796573,-70.2585205,Cumberland County,USA
ACP1427,Cultivation,Adult-Use,Dub C Hydro,Dub C Hydro,Pending Conditional,Calais,,Michelle Takach,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,ACP1427,,2023-03-01T00:00:00,45.1889633,-67.27860380000001,Washington County,USA
AMF108,Manufacturing,Adult-Use,"Seasmoke Extracts, Inc.","Seasmoke Extracts, Inc.",Active,Auburn,,Scott Howard,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF108,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
AMF121,Manufacturing,Adult-Use,Mystique Operations Llc,Mystique Operations Llc,Active,Auburn,,Sean Benjamin O'Brien,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF121,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
AMF125,Manufacturing,Adult-Use,Sjr Labs Llc,Sjr Labs Llc,Active,Auburn,www.sjrlabs.com,Jeffrey Jewett,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF125,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
AMF127,Manufacturing,Adult-Use,"High Test Laboratory, Llc",Cannaconversions,Pending Conditional,Scarborough,,,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF127,,2023-03-01T00:00:00,43.5901974,-70.33449209999999,Cumberland County,USA
AMF129,Manufacturing,Adult-Use,"Coast 2 Coast Extracts Manufacturing, Llc",Rugged Roots Extracts,Active,Portland,,"Rugged Roots South, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF129,,2023-03-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
AMF160,Manufacturing,Adult-Use,Theory Wellness Of Maine Manufacturing Llc,Theory Wellness,Active,Waterville,,Seven Points Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF160,,2023-03-01T00:00:00,44.5520105,-69.6317121,Kennebec County,USA
AMF185,Manufacturing,Adult-Use,East Coast Gold Inc,East Coast Gold,Active,Bangor,,Avi Ruimy,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF185,,2023-03-01T00:00:00,44.8016128,-68.7712257,Penobscot County,USA
AMF189,Manufacturing,Adult-Use,Aaa Pharmaceutical Alternatives,Aaa Pharmaceutical Alternatives,Active,Manchester,www.aaapharmaceuticalalternatives.com,Aaron Gabriel Scalia,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF189,,2023-03-01T00:00:00,44.324513,-69.8603256,Kennebec County,USA
AMF197,Manufacturing,Adult-Use,C+C Processing Llc,C+C Processing Llc,Active,Portland,,"Kb Consolidated, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF197,,2023-03-01T00:00:00,43.6590993,-70.2568189,Cumberland County,USA
AMF269,Manufacturing,Adult-Use,The Processor Llc,The Processor Llc,Active,Scarborough,,Claire Stretch,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF269,,2023-03-01T00:00:00,43.5901974,-70.33449209999999,Cumberland County,USA
AMF275,Manufacturing,Adult-Use,Arcanna Llc,East Coast Cannabis,Active,Eliot,,"Tar, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF275,,2023-03-01T00:00:00,43.1531427,-70.8000544,York County,USA
AMF309,Manufacturing,Adult-Use,Blue Sky Lab Llc,Blue Sky Lab Llc,Active,Mercer,,Jacob G. Daku,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF309,,2023-03-01T00:00:00,44.6781171,-69.93644619999999,Somerset County,USA
AMF310,Manufacturing,Adult-Use,"Full Spectrum Solutions, Llc","Full Spectrum Solutions, Llc",Active,Fairfield,,Mark Crockett,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF310,,2023-03-01T00:00:00,44.5884052,-69.59864689999999,Somerset County,USA
AMF318,Manufacturing,Adult-Use,"Full Bloom Management, Llc",Full Bloom Cannabis,Active,Grand Isle,,Steve Rusnack,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF318,,2023-03-01T00:00:00,47.3053186,-68.1519797,Aroostook County,USA
AMF330,Manufacturing,Adult-Use,"Npg, Llc",Wellness Connection,Active,Auburn,https://mainewellness.org,"High Street Capital Partners, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF330,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
AMF333,Manufacturing,Adult-Use,"Npg, Llc",Wellness Connection,Active,Gardiner,https://mainewellness.org,"High Street Capital Partners, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF333,,2023-03-01T00:00:00,44.2300698,-69.77532219999999,Kennebec County,USA
AMF362,Manufacturing,Adult-Use,Mainely Baked Llc,Mainely Baked Llc,Active,Fairfield,,Mark Laroche,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF362,,2023-03-01T00:00:00,44.5884052,-69.59864689999999,Somerset County,USA
AMF440,Manufacturing,Adult-Use,Rugged Roots Llc,Rugged Roots Llc,Active,Auburn,,Sean Bowie,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF440,,2023-03-01T00:00:00,44.0978509,-70.2311655,Androscoggin County,USA
AMF462,Manufacturing,Adult-Use,The Hashery,The Hashery,Active,Windham,https://www.thehasheryme.com/,Margaret Terry,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF462,,2023-03-01T00:00:00,43.7588577,-70.39870599999999,Cumberland County,USA
AMF474,Manufacturing,Adult-Use,Novel Beverage Co.,Novel Beverage Co.,Active,Scarborough,www.novelbeverage.com,Christopher Edwards,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF474,,2023-03-01T00:00:00,43.5901974,-70.33449209999999,Cumberland County,USA
AMF479,Manufacturing,Adult-Use,Norco Outdoor Cannabis Llc,Yani,Active,Warren,,Brian Stefano,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF479,,2023-03-01T00:00:00,44.116967,-69.25314639999999,Knox County,USA
AMF482,Manufacturing,Adult-Use,"Freshy Fresh Edible Company, Llc","Freshy Fresh Edible Company, Llc",Active,Hallowell,,Jason Gall,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF482,,2023-03-01T00:00:00,44.2859022,-69.7908786,Kennebec County,USA
AMF510,Manufacturing,Adult-Use,All Purpose Flower Llc,All Purpose Flower Llc,Active,Brunswick,,Wilshire Madison Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF510,,2023-03-01T00:00:00,43.9140162,-69.9669961,Cumberland County,USA
AMF544,Manufacturing,Adult-Use,Highbrow Industries Llc,Highbrow Industries Llc,Active,Topsham,,Charles Doherty Iv,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF544,,2023-03-01T00:00:00,43.9275435,-69.9759459,Sagadahoc County,USA
AMF556,Manufacturing,Adult-Use,"Ecc Lebanon, Llc","Ecc Lebanon, Llc",Active,Lebanon,,"Lb Manufacturing Holdings, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF556,,2023-03-01T00:00:00,43.40066969999999,-70.91937899999999,York County,USA
AMF570,Manufacturing,Adult-Use,"Lni, Llc",River Driver Cannabis Co.,Active,Brunswick,,Ian Finlayson Brown,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF570,,2023-03-01T00:00:00,43.9140162,-69.9669961,Cumberland County,USA
AMF574,Manufacturing,Adult-Use,Ice Water Llc,Ice Water Llc,Active,Topsham,,Roderick Wintle,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF574,,2023-03-01T00:00:00,43.9275435,-69.9759459,Sagadahoc County,USA
AMF598,Manufacturing,Adult-Use,"Sweet Dirt 2, Llc","Sweet Dirt 2, Llc",Active,Eliot,,Northeast Kind Holdings Llc,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF598,,2023-03-01T00:00:00,43.1531427,-70.8000544,York County,USA
AMF618,Manufacturing,Adult-Use,Shake And Baked Kitchen Llc,Shake And Baked Kitchen Llc,Pending Conditional,Scarborough,,,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF618,,2023-03-01T00:00:00,43.5901974,-70.33449209999999,Cumberland County,USA
AMF673,Manufacturing,Adult-Use,"Modern Dynamics Mfg, Llc","Modern Dynamics Mfg, Llc",Active,Biddeford,,"Sdsg Holdings, Llc",MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF673,,2023-03-01T00:00:00,43.4925843,-70.45338439999999,York County,USA
AMF684,Manufacturing,Adult-Use,Jar Co. Farms Lewiston Llc,Jar Cannabis Co.,Active,Lewiston,,Adam Platz,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF684,,2023-03-01T00:00:00,44.100351,-70.21477639999999,Androscoggin County,USA
AMF700,Manufacturing,Adult-Use,Treehouse Manufacturing Llc,Treehouse Manufacturing Llc,Active,Topsham,,Byron Malcom,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF700,,2023-03-01T00:00:00,43.9275435,-69.9759459,Sagadahoc County,USA
AMF713,Manufacturing,Adult-Use,Cannabis Angels,Cannabis Angels,Active,Lisbon Falls,,Lorelei Lyn Hilliker,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF713,,2023-03-01T00:00:00,44.0141255,-70.05791289999999,Androscoggin County,ME
AMF738,Manufacturing,Adult-Use,"Afterglow Edibles, Llc",Afterglow Edible Co.,Active,Sanford,Afterglowedibleco.com,Kaitlyn Laros,MEOCP,Maine Office of Cannabis Policy,ME,,,,,,,,,,,AMF738,,2023-03-01T00:00:00,43.4391627,-70.7742804,York County,USA
