LicenseStatus,AssociateId,LicenseeId,UBI,LicenseNumber,Name,DBA,LicenseIssueDate,LicenseExpirationDate,ExternalIdentifier,IsDeleted,Address1,Address2,City,State,ZipCode,County,EmailAddress,PhoneNumber,CreatedBy,CreatedDate,UpdatedBy,UpdatedDate
Active,,1095,6033499630010003,415449,HARMONY FARMS LLC,HARMONY FARMS,2023-10-14,2024-11-30,,False,8575 COMMERCE PL DR NE STE A,,LACEY,WA,985161328,THURSTON,toniolyoly@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-10-15 05:43:24.437000000
Active,,632,6033537610010001,413173,"KAYA INDUSTRIES, LLC",HELLA LOUD,2023-12-01,2024-11-30,,False,2670 CRITES ST SW STE A,,OLYMPIA,WA,985126137,THURSTON,HELLALOUDWA@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-02 05:58:09.767000000
Active,,263,6033495900010001,412358,"AENGUS, LLC",QUINCY GREEN,2023-10-10,2024-11-30,,False,4290 STATE ROUTE 283 N STE A,,QUINCY,WA,988489749,GRANT,MARK@QUINCY.GREEN,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-10-11 05:41:36.617000000
Active,,413,6033493510010005,412689,NMF ENTERPRISES LLC,NMF ENTERPRISES,2023-10-14,2024-11-30,,False,5810 NANEUM RD STE 4,,ELLENSBURG,WA,989266952,KITTITAS,MIKEFREIGHTWING@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-10-15 05:43:24.437000000
Active,,159,6033493510010001,412155,NMF ENTERPRISES LLC,NATURAL MYSTIC FARMS,2023-10-14,2024-11-30,,False,5810 NANEUM RD STE 1,,ELLENSBURG,WA,989266952,KITTITAS,MIKEFREIGHTWING@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-10-21 05:46:03.170000000
Active,,1659,6033492860010001,416908,CANNASEUR'S CHOICE LLC,CANNASEURS CHOICE,2023-10-18,2024-11-30,,False,2900 LIND AVE SW STE A,,RENTON,WA,980570000,KING,patrick@soulshinedevelopment.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-10-20 05:44:55.250000000
Active,,693,6033489910010002,413372,GREENSIDE GROUP LLC,GREENSIDE RECREATIONAL,2023-10-06,2024-11-30,,False,9724 AURORA AVE N,,SEATTLE,WA,981033223,KING,SIMPSON.SETH@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-10-07 05:39:27.407000000
Active,,389,6026671740010002,412635,ASPEN HOLLOW LLC,ASPEN HOLLOW,2023-11-15,2024-11-30,,False,18407 STATE ROUTE 20,,WINTHROP,WA,988620000,OKANOGAN,eveningsky@hotmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-17 05:51:00.500000000
Active,,2557,9000001330000000,427756,COOPERATIVE,COOPERATIVE133,2019-02-05,2024-11-30,,False,COOPERATIVE,COOPERATIVE,COOPERATIVE,--,COOP,COOPERATIVE,COOPERATIVE,COOPERATIVE,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-14 05:50:49.710000000
Active,,32,6033463060010002,86054,AMY DALLUGE ENTERPRISE L.L.C.,THE GREEN SEED,2023-11-22,2024-11-30,,False,412 S INTERLAKE RD,,MOSES LAKE,WA,988372908,GRANT,thegreenseed3@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-23 05:53:41.453000000
Active,,536,6033490490010001,412973,MAGU CORP.,MAGU CORP,2023-12-01,2024-11-30,,False,6884 BACON LN NE #A,,MOSES LAKE,WA,988378248,GRANT,orannis.obv@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-02 05:58:09.767000000
Active,,358,6033494870010002,412593,GENSYS ONE CORPORATION,FORBIDDEN FARMS,2023-12-27,2024-11-30,,False,35702 NW TOENJES RD STE 1,,WOODLAND,WA,986743721,CLARK,TAYLOR@FORBIDDEN-FARMS.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-28 06:07:55.870000000
Active,,2116,6033494720010007,422257,"JJE AG, LLC",PINNACLE NW,2023-12-04,2024-11-30,,False,500 E EXPORT RD,,SHELTON,WA,985844900,MASON,tommyaotero@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-07 05:59:26.597000000
Active,,1135,6033494460010002,415689,"MNS - PNP, LLC",MNS - PNP,2023-12-22,2024-11-30,,False,3 ROLLING HILLS DR SUITE 2,STE 2,TONASKET,WA,988559782,OKANOGAN,evan@mrnice.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-23 06:07:15.120000000
Active,,295,6033494410010002,412426,"GROWTH INDUSTRIES, LLC",GROWTH INDUSTRIES,2023-12-05,2024-11-30,,False,5603 STATE ROUTE 12,STE A,PORTER,WA,985590000,GRAYS HARBOR,HANKCUSHMAN@HOTMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-06 05:58:44.937000000
Active,,160,6033493990010001,412156,"UNAFLORA, LLC",UNAFLORA,2023-11-30,2024-11-30,,False,3901 AIRPORT WAY S,,SEATTLE,WA,981085237,KING,Lingc0214@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,225,6033493630010001,412273,ROOT DOWN LLC,ROOT DOWN,2023-12-02,2024-11-30,,False,3830 E BOONE AVE,,SPOKANE,WA,992024505,SPOKANE,jsaye@rootdown509.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-03 05:58:45.663000000
Active,,2756,6033490890010002,430652,"EMERALD CITY CULTIVATION, LLC",ECC,2023-11-30,2024-11-30,,False,4398 WEST RD,,BLAINE,WA,982309419,WHATCOM,ccredelle@eccthc.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,2712,6033490610010002,430315,OG FARMS INCORPORATED,OG FARMS,2023-12-12,2024-11-30,,False,7182 ROAD 16 NE STE G,,MOSES LAKE,WA,988379411,GRANT,JOELBRATTIN@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-13 06:02:19.990000000
Active,,299,6033490270010001,412431,SECRET GARDENS OF WASHINGTON LLC,SECRET GARDENS OF WASHINGTON,2023-11-30,2024-11-30,,False,410 IDA ST W,,BREMERTON,WA,983123134,KITSAP,williamjdelaney@hotmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,595,6033495420010002,413095,CHASE THOMSON PER WAC 314-55-035,ONE OF A KIND GENETICS,2023-12-02,2024-11-30,,False,2504 HARTFORD DR,,LAKE STEVENS,WA,982588645,SNOHOMISH,traci_411@hotmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-03 05:58:45.663000000
Active,,2820,6033488250010005,431427,GREEN LABS LLC,GREEN LABS LLC,2023-11-30,2024-11-30,,False,37761 ROAD L NE SITE 1,,HARTLINE,WA,981350000,GRANT,tammy@greenlabsllc.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,581,6033488250010001,413076,GREEN LABS LLC,GREEN LABS,2023-11-30,2024-11-30,,False,45 RAYMOND SOUTH BEND RD STE A,,SOUTH BEND,WA,985860000,PACIFIC,tammy@greenlabsllc.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,361,6033488100010001,412596,MAJEBACILON LLC,MAJEBACILON,2023-12-16,2024-11-30,,False,137 GREENACRES RD,,RIVERSIDE,WA,988499647,OKANOGAN,tonya@str8firefarms.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-17 06:04:38.913000000
Active,,2883,6033486180010006,432446,GENE'S GREEN ACERS L.L.C,"GENES GREEN ACERS, LLC",2023-11-30,2024-11-30,,False,3303 S 35TH ST STE B9 SOUTH,,TACOMA,WA,984094730,PIERCE,genesgreenacers@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,1732,6033485770010001,417095,CULTIVAR FARMS LLC,CULTIVAR FARMS,2023-12-01,2024-11-30,,False,3300 6TH AVE S,,SEATTLE,WA,981042108,KING,samantha@cultivarfarms.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-02 05:58:09.767000000
Active,,3092,6033484560010003,423204,LEGANJAFAIRY LLC,LEGANJAFAIRY,2023-12-05,2024-11-30,,False,1405 WEST HALF MOON ROAD,,COLBERT,WA,990050000,SPOKANE,SHANE@LEGANJAFAIRY.COM,,LoadLicenseeETL,2023-05-12 05:00:38.990000000,proc_UpdateExistingLicenses,2023-12-06 05:58:44.937000000
Active,,486,6033481790010001,412844,SYNCLINE NORTHWEST LIMITED LIABILITY CO.,SYNCLINE NORTHWEST,2023-12-05,2024-11-30,,False,112 TUNNEL RD  STE A,,WHITE SALMON,WA,986728826,KLICKITAT,orranga@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-06 05:58:44.937000000
Active,,152,6033478810010001,412146,"LUPINE FARMS, LLC",LUPINE FARMS,2023-12-02,2024-11-30,,False,615 W OWENS RD STE A,,DEER PARK,WA,990068341,SPOKANE,LUPINEFARMS@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-03 05:58:45.663000000
Active,,1332,6033495060010001,416124,"PERMA, LLC",PERMA,2023-12-05,2024-11-30,,False,1610 CENTRE ST,,TACOMA,WA,984067952,PIERCE,WEBB.PERMA@LIVE.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-13 06:02:19.990000000
Active,,2818,6033498240010006,431375,"HG 2013, LLC",PLEASANT VALLEY FARMS,2023-12-05,2024-11-30,,False,1074 OLD HIGHWAY 97 STE E,,BREWSTER,WA,988129682,OKANOGAN,TLL@TUGDEV.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-06 05:58:44.937000000
Active,,2474,6033518800010003,426545,"ORACLE ACRES, INC.",ORACLE ACRES,2023-12-01,2024-11-30,,False,4051 HAMMER DR STE 103,,BELLINGHAM,WA,982267665,WHATCOM,utter.b@yahoo.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-02 05:58:09.767000000
Active,,7,6033508340010006,426341,"GAFCO, LLC",PUFFIN FARM,2023-11-30,2024-11-30,,False,4411 23RD AVE W STE 2B,STE 2B,SEATTLE,WA,981991277,KING,ccrs@puffinfarm.com,,LoadLicenseeETL,2021-12-02 08:32:50.137000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,753,6033513820010001,413631,JBC GROW LLC,JBC GROW,2023-12-01,2024-11-30,,False,2121 LINCOLN ST,,BELLINGHAM,WA,982254147,WHATCOM,office@thepotfactorybellingham.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-02 05:58:09.767000000
Active,,1694,6033511940010001,416990,EDWARDS TOBEY LLC,J.E.T.,2023-12-05,2024-11-30,,False,5916 E SHARP AVE,,SPOKANE VALLEY,WA,992120000,SPOKANE,PPMIHARA@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-06 05:58:44.937000000
Active,,521,6033511330010001,412921,"THE HIDDEN BUSH, LLC",THE HIDDEN BUSH,2023-12-06,2024-11-30,,False,3230 E HWY 101,,PORT ANGELES,WA,983629073,CLALLAM,THEHIDDENBUSH@YAHOO.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-07 05:59:26.597000000
Active,,350,6033510890010002,412582,"EVERGREEN BAY MANAGEMENT, LLC",HESPERIDES,2023-12-05,2024-11-30,,False,11854 SW LAKE FLORA RD  STE B,STE B,PORT ORCHARD,WA,983670000,KITSAP,kdvera@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-06 05:58:44.937000000
Active,,489,6033510270010001,412851,"LIMELIGHT, LLC",LIMELIGHT,2023-12-01,2024-11-30,,False,1725 OCEAN AVE BUILDING 5A,,RAYMOND,WA,985779596,PACIFIC,cannabiszengardens@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-02 05:58:09.767000000
Active,,268,6033509700010001,412367,AVANT GARDENS LLC,AVANT GARDENS,2023-12-15,2024-11-30,,False,19020 SR 203   STE A,STE A,MONROE,WA,982728873,SNOHOMISH,todd@avantgardensnw.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-16 06:04:20.103000000
Active,,1201,6033509470010001,415815,STARLEAF LLC,STARLEAF,2023-11-30,2024-11-30,,False,4110 E CENTRAL AVE,,SPOKANE,WA,992175138,SPOKANE,STARLEAF420@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,1313,6033508520010001,416071,"PAPS I, LLC",PAPS 1,2023-12-02,2024-11-30,,False,13206 W MCFARLANE RD BLDNG D4,UNITS D4-01 D4-1 D4-2,AIRWAY HEIGHTS,WA,990010000,SPOKANE,SANDERSON@UMINC.NET,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-03 05:58:45.663000000
Active,,8,6033508340010001,413021,"GAFCO, LLC",PUFFIN FARM,2023-11-30,2024-11-30,,False,500 ROCKY RIVER RD STE A,STE A,ELLENSBURG,WA,989264022,KITTITAS,ccrs@puffinfarm.com,,LoadLicenseeETL,2021-12-02 08:32:50.137000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,1435,6033500350010001,416378,RAM FAMILY ENTERPRISES LLC,RAM FAMILY ENTERPRISES LLC,2023-12-22,2024-11-30,,False,21828 87TH AVE SE STE F,STE F,WOODINVILLE,WA,980720000,SNOHOMISH,davebeditor@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-27 06:08:07.887000000
Active,,576,6033508260010002,413067,"MR. GREEN THUMB, INC.",MR. GREEN THUMB,2023-12-02,2024-11-30,,False,3719 188TH ST NE STE 2A,SUITE 2 A,ARLINGTON,WA,982238708,SNOHOMISH,SHAWNCOLERI@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-03 05:58:45.663000000
Active,,2549,6045467220010001,427602,GREENWORKS CONSULTING LLC,GREENWORKS CONSULTING LLC,2023-12-02,2024-11-30,,False,2916 STATE ST STE 105,,EVERETT,WA,982013994,SNOHOMISH,ziembaray317@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-03 05:58:45.663000000
Active,,419,6033507610010001,412702,"EXILE, LLC",EXILE,2023-12-05,2024-11-30,,False,695 ITALIAN CREEK RD STE A,,KALAMA,WA,986259676,COWLITZ,70JAVELIN@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-06 05:58:44.937000000
Active,,443,6033507570010001,412746,ROOTS RESERVE LLC,TKO RESERVE,2023-12-06,2024-11-30,,False,234805 E STRAIGHTBANK RD STE E,,KENNEWICK,WA,993370000,BENTON,michael.odland1@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-07 05:59:26.597000000
Active,,843,6033507050010001,413950,"GROWER GEORGE, LLC",GROWER GEORGE,2023-12-02,2024-11-30,,False,6310 E SPRAGUE AVE,,SPOKANE VALLEY,WA,992120839,SPOKANE,brandon@growergeorge.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-03 05:58:45.663000000
Active,,2768,6033506060010003,430744,"DOUBLE DUTCH, LLC",DOUBLE DUTCH LLC,2023-11-30,2024-11-30,,False,169 GREENACRES RD UNIT G,,RIVERSIDE,WA,988499647,OKANOGAN,MANDMGROWERS@HOTMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-02 05:58:09.767000000
Active,,370,6033503530010001,412607,ITS A PLANTS LIFE LLC,ITS A PLANTS LIFE,2023-12-01,2024-11-30,,False,14128 339TH AVE SE,,SULTAN,WA,982949600,SNOHOMISH,ITSAPLANTSLIFELLC@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-02 05:58:09.767000000
Active,,1198,6033503040010001,415811,"PACIFIC CROWN CULTIVATION, LLC",PACIFIC CROWN CULTIVATION,2023-12-09,2024-11-30,,False,9021 PRATHER RD SW,,CENTRALIA,WA,985319716,THURSTON,srichards0923@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-10 06:02:33.330000000
Active,,3152,6033477970010002,436366,"TOP CUT FARMS, LLC",TOP CUT FARMS,2023-12-01,2024-11-30,,False,30312 RAMSTAD RD STE A,,ARLINGTON,WA,982230000,SNOHOMISH,topcutfarms@yahoo.com,,LoadLicenseeETL,2023-12-01 05:56:54.067000000,proc_UpdateExistingLicenses,2023-12-12 06:01:59.130000000
Active,,2336,6033477200010003,424829,"DREAMIN GREEN FARMS, INC.",DREAMIN GREEN FARMS,2023-12-02,2024-11-30,,False,267 SALMON CREEK RD LOT C,,OKANOGAN,WA,988408244,OKANOGAN,SCOTT@BROCOINVEST.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-03 05:58:45.663000000
Active,,1008,6034501390010003,414814,BCD ENTERPRISES INC.,A GREENER TODAY MARIJUANA,2023-11-09,2024-11-30,,False,16053 AURORA AVE N STE B,STE B,SHORELINE,WA,981332610,KING,kendall.petkovits04@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-10 05:49:31.263000000
Active,,1988,6043505340010001,421069,THC HOLDINGS INC,THC OF OLYMPIA,2023-11-03,2024-11-30,,False,3203 MARTIN WAY E STE D,,OLYMPIA,WA,985064951,THURSTON,victoriagracedittmer@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-04 05:50:43.573000000
Active,,2529,6040570750010003,427227,NW GREEN ACRES LLC,NW GREEN ACRES,2023-11-18,2024-11-30,,False,3801 S PUGET SOUND AVE STE B,,TACOMA,WA,984094612,PIERCE,WABISABICANNABIS@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-19 05:53:27.167000000
Active,,51,6040588840010003,361259,TEAM CREME LLC,POT ZONE OF VANCOUVER,2023-11-16,2024-11-30,,False,7701 NE HWY 99 STE B,,VANCOUVER,WA,986650000,CLARK,tiani.potzone@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-17 05:51:00.500000000
Active,,2439,6041899920010001,426082,"OMJ 1, LLC",OMJ 1 LLC,2023-11-18,2024-11-30,,False,1199 W CUNNINGHAM RD STE L1,,OTHELLO,WA,993449004,ADAMS,SCOTT@FREESTONECOMPANIES.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-19 05:53:27.167000000
Active,,673,6033260110010002,413292,TETRA CONSULTING LLC,TETRA CONSULTING,2023-11-30,2024-11-30,,False,1512 RD 2 NW STE E,,MOSES LAKE,WA,988370000,GRANT,bev_howes@hotmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,194,6031723060010001,412223,"BROWNE,  NICHOLAS  RYAN",HIGHWATER FARMS,2023-12-08,2024-11-30,,False,2400 W SKOKOMISH VALLEY RD,STE A,SHELTON,WA,985847402,MASON,HIGHWATERFARMS@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-12 06:01:59.130000000
Active,,1407,6031564630010001,416308,TRUE HOLISTIC CARE COLLECTIVE,CANNABIS KING GARDENS,2023-11-30,2024-11-30,,False,2134 PACIFIC ST,,BELLINGHAM,WA,982295825,WHATCOM,CANNABISKINGGARDENS@OUTLOOK.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-01 05:56:54.523000000
Active,,917,6041937950010001,414243,LOCAL AMSTERDAM LLC,LOCALAMSTER,2023-11-28,2024-11-30,,False,1006 CALIFORNIA WAY,,LONGVIEW,WA,986321615,COWLITZ,localamster1993@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-29 05:55:11.680000000
Active,,2671,6041937950010004,429803,LOCAL AMSTERDAM LLC,LOCAL AMSTERDAM,2023-11-28,2024-11-30,,False,3200 15TH AVE W UNIT B,,SEATTLE,WA,981191705,KING,RYAN.DROST@YAHOO.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-29 05:55:11.680000000
Active,,2666,6043576890010001,429749,ANON EXTRACTORS LLC,ANON EXTRACTORS LLC,2023-11-16,2024-11-30,,False,160 W WESTFIELD CT STE E,,SHELTON,WA,985840000,MASON,INFO@ANONYMOUSEXTRACTORs.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-17 05:51:00.500000000
Active,,947,6034501390010005,414441,BCD ENTERPRISES INC.,A GREENER TODAY MARIJUANA,2023-11-09,2024-11-30,,False,5209 MARTIN LUTHER KING JR.,WAY S,SEATTLE,WA,981186131,KING,Kenny@agreenertoday.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-10 05:49:31.263000000
Active,,179,6043697220010003,412199,"GREEN BLUFF ORCHARDS III, LLC",GREEN BLUFF ORCHARDS,2023-11-29,2024-11-30,,False,5016 E ELK TO HWY RD STE A,,ELK,WA,990098545,SPOKANE,PATCOLLITON@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-30 05:56:13.693000000
Active,,1646,6045340860010001,416871,NB ARLINGTON II LLC,NB ARLINGTON II,2023-11-23,2024-11-30,,False,23930 OSO LOOP RD STE H,,ARLINGTON,WA,982235399,SNOHOMISH,BBECKER10@HOTMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-24 05:53:47.883000000
Active,,2846,6046633920010001,431874,FIDALGOS LLC,FIDALGOS LLC,2023-11-14,2024-11-30,,False,10014 E MONTGOMERY AVE UNIT 7A,,SPOKANE VALLEY,WA,992066013,SPOKANE,GO@CANNAVAN.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-15 05:52:26.550000000
Active,,2943,6046790530010001,416510,EASTEY ENTERPRISES LLC,EASTEY ENTERPRISES,2023-11-28,2024-11-30,,False,9840 MLK JR WAY S STE 1,,SEATTLE,WA,981185634,KING,EASTEYENTERPRISES007@GMAIL.COM,,LoadLicenseeETL,2022-02-08 04:45:49.830000000,proc_UpdateExistingLicenses,2023-11-29 05:55:11.680000000
Active,,1411,6046790530010002,416313,EASTEY ENTERPRISES LLC,EASTEY ENTERPRISES,2023-11-28,2024-11-30,,False,9840 MLK JR WAY S  STE 2,STE 2,SEATTLE,WA,981185634,KING,easteyenterprises007@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-29 05:55:11.680000000
Active,,1741,6046790530010003,417117,EASTEY ENTERPRISES LLC,EASTEY ENTERPRISES,2023-11-28,2024-11-30,,False,9840 MLK JR WAY STE 3,STE 3,SEATTLE,WA,981180000,KING,easteyenterprises007@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-29 05:55:11.680000000
Active,,3122,6046803120010003,412114,GROWELL PLUS LLC,GROWELL PLUS LLC,2023-11-09,2024-11-30,,False,2870 OCEAN AVE BLDG 2,,RAYMOND,WA,985774906,PACIFIC,stevechen2015@gmail.com,,LoadLicenseeETL,2023-07-19 05:17:28.637000000,proc_UpdateExistingLicenses,2023-11-10 05:49:31.263000000
Active,,2773,6048416390010001,430794,DRNORMJOHNSON.COM LLC,YETI SCAT TRAILS,2023-11-09,2024-11-30,,False,2916 STATE ST STE 106,,EVERETT,WA,982013994,SNOHOMISH,norm@drnormjohnson.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-10 05:49:31.263000000
Active,,405,6040570750010001,412677,NW GREEN ACRES LLC,NW GREEN ACRES,2023-11-18,2024-11-30,,False,3406 OBRIEN RD SITE B,,PORT ANGELES,WA,983627429,CLALLAM,WABISABICANNABIS@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-19 05:53:27.167000000
Active,,2649,6040535650010004,429372,JDWC LLC,THUNDER CHIEF FARMS,2023-11-21,2024-11-30,,False,220 E JACKSON AVE,,SPOKANE,WA,992072153,SPOKANE,jamesweimann@me.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-22 05:52:14.807000000
Active,,189,6033297470010001,412216,GRAYS HARBOR GREEN NURSERY LLC,GRAYS HARBOR GREEN NURSERY,2023-12-01,2024-11-30,,False,188 E SATSOP RD STE A,,ELMA,WA,985410000,GRAYS HARBOR,WIMOOR@COMCAST.NET,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-02 05:58:09.767000000
Active,,63,6033461580010002,404106,FIRE MOUNTAIN LLC,FIRE MOUNTAIN,2023-12-05,2024-11-30,,False,8301 LEWIS RIVER RD,,ARIEL,WA,986039813,COWLITZ,SARA@FIRE-MTN.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-06 05:58:44.937000000
Active,,979,6034521320010001,414573,"GREEN LIFE NW, LLC",OUNCE KING CANNABIS,2023-11-28,2024-11-30,,False,11463 RAINIER AVE S STE A & C1,,SEATTLE,WA,981783963,KING,ounceking206@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-11-29 05:55:11.680000000
