license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date,business_phone,premise_street_address,business_website,premise_latitude,premise_longitude,premise_county,details_url,phone_number,LicenseStatus,delivery,cultivator,retailer
C10-0000357-LIC,753,Canna Culture,Commercial -  Retailer,Active,,Canna Culture Corporation,"Eric Engstrom, Fabiana Teixeira",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,San Jose,95136,Redelarosa@yahoo.Com,,2024-07-23T04:44:26.05,(530) 277-3389,"3591 Charter Park Dr, Suite 20",,37.278953,-121.850593,Santa Clara,,,,,,
C10-0000359-LIC,755,SweetFlower Westwood,Commercial -  Retailer,Active,,"Safe Harbor Patient's Collective, Inc.","Gayla Miles, Michael Thomson",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Los Angeles,90024,Mike@malibugreen.Com,,2024-07-23T04:44:26.05,(424) 499-0420,1413 Westwood Blvd,,34.054862,-118.441603,Los Angeles,,,,,,
C10-0000362-LIC,5458,Sweet Flower Studio City,Commercial -  Retailer,Active,,"Perennial Holistic Wellness Center, Inc.","Christopher Bonbright, Timothy Dodd",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Studio City,91604,Compliance@sweetflower.Com,,2024-07-23T04:44:26.05,(818) 794-6420,11705 Ventura Blvd W,,34.141775,-118.38812,Los Angeles,,,,,,
C10-0000363-LIC,5459,Evergreen,Commercial -  Retailer,Active,,"Stpc Enterprises, Inc.","lupe banda, Reynaldo  Banda",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Santa Ana,92705,Evergreenholistic@gmail.Com,,2024-07-23T04:44:26.05,(714) 801-1356,1320 Edinger Ave E,,33.726383,-117.852661,Orange,,,,,,
C10-0000364-LIC,5460,"Pusherman Delivery, Catalyst - Eastside LBC",Commercial -  Retailer,Active,,"Ryan Cameron Rayburn Collective, Inc.","Elliot Lewis, Ryan Rayburn",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Long Beach,90804,Connectedbelmontshore@gmail.Com,,2024-07-23T04:44:26.05,(323) 645-7669,2115 10th St,,33.779141,-118.166331,Los Angeles,,,,,,
C10-0000365-LIC,571,Beyond / Hello,Commercial -  Retailer,Active,,"Gsg Sbca, Inc.","Benjamin Cross, James Cacioppo, Louis  Barack, Marina Hahn, Michelle Mosier, Peter  Adderton, Stephen  Monroe, Tobi Lebowitz",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Santa Barbara,93105,Baracklicense@gmail.Com,,2024-07-23T04:44:26.05,(561) 617-9100,3516 State St,,34.440675,-119.738969,Santa Barbara,,,,,,
C10-0000366-LIC,624,Nectar Markets,Commercial -  Retailer,Active,,Merced Business Ventures,"Jeremy Pratt, Michael Olson",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Merced,95340,Data Not Available,,2024-07-23T04:44:26.05,(209) 259-0002,1594 18th St W,,37.308146,-120.499479,Merced,,,,,,
C10-0000367-LIC,625,Originals Factory,Commercial -  Retailer,Active,,Kush Valley Collective,"Matthew Ochoa, Michael Melendez, Patrick  Stad",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Los Angeles,90001,Kushvalleycollective420@gmail.Com,,2024-07-23T04:44:26.05,(323) 599-2572,6500 Stanford Ave S,,33.981004,-118.26264,Los Angeles,,,,,,
C10-0000368-LIC,626,Data Not Available,Commercial -  Retailer,Active,,"Dtpg Collective, Inc.","Gloria Chavez, Patrick  Stad",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Los Angeles,90021,Dtpgcollective@gmail.Com,,2024-07-23T04:44:26.05,(323) 602-4211,930 S Alameda St,,34.02653559,-118.23877455,Los Angeles,,,,,,
C10-0000369-LIC,627,NUG [Equity Retailer],Commercial -  Retailer,Active,,Oaklyfe LLC [Equity Retailer],"Ky Hang, ZHONGZHANG YAN",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Oakland,94612,Hmanktip@hotmail.Com,,2024-07-23T04:44:26.05,(510) 418-0156,"1600 Broadway, Suite 50",,37.805974,-122.269661,Alameda,,,,,,
C10-0000370-LIC,628,Data Not Available,Commercial -  Retailer,Active,,Plant Humboldt LLC,Mikal Jakubal,Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-03T00:00:00,2025-07-02T00:00:00,Redway,95560,Info@planthumboldt.Com,,2024-07-23T04:44:26.05,(707) 923-5063,6070 Briceland Thorn Rd,,40.10863998,-123.89902997,Humboldt,,,,,,
C10-0000371-LIC,629,Data Not Available,Commercial -  Retailer,Active,,Zen Healing Collective Corporation,Eric Kinney,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-05T00:00:00,2025-07-04T00:00:00,West Hollywood,90069,Zenhealingcollective@gmail.Com,,2024-07-23T04:44:26.05,(323) 656-6666,8464 Santa Monica Blvd,,34.08983532,-118.37550242,Los Angeles,,,,,,
C10-0000372-LIC,630,West Coast Cannabis Club,Commercial -  Retailer,Active,,Cathedral City Ramon Road Retail LLC,"Joshua  Disalle, Kenneth  Churchill, Thomas Lopez",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-05T00:00:00,2025-07-04T00:00:00,Cathedral CTY,92234,Tom@westcoastcannabis.Club,,2024-07-23T04:44:26.05,(805) 603-0503,"68828 Ramon Rd, Suite A2",,33.8162,-116.461359,Riverside,,,,,,
C10-0000375-LIC,633,Green Gold Cultivators,Commercial -  Retailer,Active,,"Green Gold Cultivators, Inc.",Thomas Calmese,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-05T00:00:00,2025-07-04T00:00:00,San Andreas,95249,Greengold1981@att.Net,,2024-07-23T04:44:26.05,(209) 674-8008,568 Angels Rd,,38.18875054,-120.67532395,Calaveras,,,,,,
C10-0000377-LIC,635,Green Remedy,Commercial -  Retailer,Active,,"Hilltop Community Partners, LLC","Alexis Parle, Darrin Parle, Kevin  McCarty, Kirsten Koziol, William Koziol",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-05T00:00:00,2025-07-04T00:00:00,Richmond,94806,Darrinparle@gmail.Com,,2024-07-23T04:44:26.05,(510) 758-7890,2928 Hilltop Mall Rd,,37.978157,-122.331825,Contra Costa,,,,,,
C10-0000378-LIC,636,Apothekare,Commercial -  Retailer,Active,,"Mmof San Diego Retail, Inc.","Amit Pandey, Edward Record, Ellen  Harrison, Michel  Serruya, Richard  Ormond",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-05T00:00:00,2025-07-04T00:00:00,San Diego,92111,Compliance@medmen.Com,,2024-07-23T04:44:26.05,(323) 593-5110,"5125 Convoy St, 211",,32.835018,-117.152034,San Diego,,,,,,
C10-0000379-LIC,637,"Sure Felt, LLC",Commercial -  Retailer,Active,,"Sure Felt, LLC","Amit Pandey, Edward Record, Ellen Harrison, Michel  Serruya, Richard  Ormond",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-05T00:00:00,2025-07-04T00:00:00,San Diego,92121,Compliance@medmen.Com,,2024-07-23T04:44:26.05,(323) 593-5110,10715 Sorrento Valley Rd,,32.898893,-117.22043,San Diego,,,,,,
C10-0000380-LIC,638,MOUNT SHASTA PATIENTS COLLECTIVE,Commercial -  Retailer,Active,,Mount Shasta Patients Collective,Elizabeth Tabor,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use,,Provisional,CA,Data Not Available,Data Not Available,2019-07-05T00:00:00,2025-07-04T00:00:00,Mount Shasta,96067,Mountshastapatientscollective@gmail.Com,,2024-07-23T04:44:26.05,(530) 926-6337,408 Mount Shasta Blvd S,,41.310325,-122.310844,Siskiyou,,,,,,
C10-0000382-LIC,640,"ASCENT SUPPLY COMPANY, LLC",Commercial -  Retailer,Active,,"Ascent Supply Company, LLC","Paul Rudder, Robert Calvert",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use,,Annual,CA,Data Not Available,Data Not Available,2019-07-05T00:00:00,2025-07-04T00:00:00,Mammoth Lakes,93546,Calbuddy@mac.Com,,2024-07-23T04:44:26.05,(760) 920-1990,"3399 Main St, Suite L1",,37.647532,-118.972908,Mono,,,,,,
C10-0000383-LIC,641,Erba Markets,Commercial -  Retailer,Active,,Los Angeles Wellness Center,"Devon Wheeler, Mohammed Reza Shekarchian",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-05T00:00:00,2025-07-04T00:00:00,Los Angeles,90064,Lawellness2017@gmail.Com,,2024-07-23T04:44:26.05,(310) 207-1900,12320 Pico Blvd,,34.028202,-118.452292,Los Angeles,,,,,,
C10-0000384-LIC,642,"Olive Tree Patients Association, Olive Tree Wellness Center",Commercial -  Retailer,Active,,Olive Tree Patients Association,Eulenthius Alexander,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-08T00:00:00,2025-07-07T00:00:00,Ramona,92065,Info@olivetreewellnesscenter.Com,,2024-07-23T04:44:26.05,(619) 206-5472,1210 Olive St,,33.047376,-116.877916,San Diego,,,,,,
C10-0000386-LIC,644,EMBERZ,Commercial -  Retailer,Active,,"The Green Earth Farmacie, Inc.","Cory  Delpasand, Nadia  Sadat",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,Van Nuys,91405,Gary@emberzdelivery.Com,,2024-07-23T04:44:26.05,(818) 994-1045,7760 Burnet Ave,,34.211779,-118.462722,Los Angeles,,,,,,
C10-0000387-LIC,645,Grass Roots,Commercial -  Retailer,Active,,"Grass Roots, Inc",Clayton Kopp,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,San Francisco,94109,Clayton@grassrootssf.Com,,2024-07-23T04:44:26.05,(415) 164-1069,1077 Post St,,37.786632,-122.419421,San Francisco,,,,,,
C10-0000388-LIC,646,"NATURAL HEALING CENTER, LLC",Commercial -  Retailer,Active,,"Natural Healing Center, LLC","Graham Farrar, Kyle Kazan",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,Grover Beach,93433,Licensing@glasshousegroup.Com,,2024-07-23T04:44:26.05,(737) 471-5011,998 Huston St,,35.110993,-120.620033,San Luis Obispo,,,,,,
C10-0000389-LIC,5497,The Pottery,Commercial -  Retailer,Active,,The Pottery Inc.,"Graham Farrar, Kyle Kazan, Mark Vendetti",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,Los Angeles,90019,Retailoperations@glasshousegroup.Com,,2024-07-23T04:44:26.05,(562) 264-5078,5042 Venice Blvd W,,34.045114,-118.348553,Los Angeles,,,,,,
C10-0000390-LIC,5528,"L.B. COLLECTIVE, INC.",Commercial -  Retailer,Active,,"L.B. Collective, Inc.","Brian Danaher, John Bianco",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,Long Beach,90805,Phvesq@gmail.Com,,2024-07-23T04:44:26.05,(714) 809-5076,1731 Artesia Blvd E,,33.874916,-118.171233,Los Angeles,,,,,,
C10-0000391-LIC,5529,"Los Angeles Farmers, Inc.",Commercial -  Retailer,Active,,"Los Angeles Farmers, Inc.","Aaron Alvarez, Richard  Ormond",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,Los Angeles,90021,Ahps17thstreet@gmail.Com,,2024-07-23T04:44:26.05,(909) 241-5504,824 E 17th St,,34.02724,-118.253235,Los Angeles,,,,,,
C10-0000394-LIC,5532,Data Not Available,Commercial -  Retailer,Active,,"Holistic Pain Relief, LLC","ARMEN PARONYAN, ARUTYUN YEGOYAN, GARNIK PARONYAN",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,Los Angeles,90047,Armenvn@yahoo.Com,,2024-07-23T04:44:26.05,(323) 778-8540,5993 S St Andrews Pl,,33.98545057,-118.31199983,Los Angeles,,,,,,
C10-0000395-LIC,5533,"DOWN UNDER INDUSTRIES, INC.",Commercial -  Retailer,Active,,"Down Under Industries, Inc.",Jamie Reagan,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,Petaluma,94954,Contact@downunderindustries.Com,,2024-07-23T04:44:26.05,(707) 658-1707,50 Ely Rd N,,38.282094,-122.665533,Sonoma,,,,,,
C10-0000396-LIC,5534,Harborside,Commercial -  Retailer,Active,,"Accucanna, LLC","Conrad  Gregory, Edward  Schmults, John Hanks  Nichols, Kavi Bhai",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,DSRT Hot SPGS,92240,Licensing@statehouse.Co,,2024-07-23T04:44:26.05,(510) 610-7444,66205 Paul Rd,,33.95601273,-116.50402069,Riverside,,,,,,
C10-0000397-LIC,5535,Cana Sylmar,Commercial -  Retailer,Active,,Cannatopia Gardens,Edvin Mailyan,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-09T00:00:00,2025-07-08T00:00:00,Sylmar,91342,Edvin818@gmail.Com,,2024-07-23T04:44:26.05,(818) 384-9021,13509 W Hubbard St,,34.309897,-118.427851,Los Angeles,,,,,,
C10-0000398-LIC,5536,LONG BEACH WELLNESS CENTER,Commercial -  Retailer,Active,,Long Beach Wellness Center,"Greg Walker, Jake Renze, Ken Renze, Marisa Thompson, Melanie Renze",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-10T00:00:00,2025-07-09T00:00:00,Long Beach,90815,Phvesq@gmail.Com,,2024-07-23T04:44:26.05,(714) 809-5076,5900 Spring St E,,33.810148,-118.116811,Los Angeles,,,,,,
C10-0000399-LIC,5537,"California Herbal Remedies, Inc.",Commercial -  Retailer,Active,,"California Herbal Remedies, Inc.","Kristopher Luu, Scott Kawasaki",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-10T00:00:00,2025-07-09T00:00:00,Los Angeles,90032,Scott@terrachoices.Com,,2024-07-23T04:44:26.05,(323) 718-0020,5470 E Valley Blvd,,34.07343,-118.163765,Los Angeles,,,,,,
C10-0000400-LIC,5538,10 Spot,Commercial -  Retailer,Active,,"The 10 Spot, Inc.","Christopher Fenske, Chun Wai Tommy Ngan, Michael Wang, Rishi Desai",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use,,Provisional,CA,Data Not Available,Data Not Available,2019-07-10T00:00:00,2025-07-09T00:00:00,Santa Ana,92704,Rishi@jaderoom.Com,,2024-07-23T04:44:26.05,(949) 480-8001,2700 Shannon St S,,33.711273,-117.923034,Orange,,,,,,
C10-0000402-LIC,5540,West Clinik,Commercial -  Retailer,Active,,"2015 Halladay Wellness, Inc.",Vivian Khong,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-10T00:00:00,2025-07-09T00:00:00,Santa Ana,92704,Halladaywellness@gmail.Com,,2024-07-23T04:44:26.05,(714) 462-5221,"2110 Yale St S, Unit A",,33.71891266,-117.9168768,Orange,,,,,,
C10-0000403-LIC,5541,The People's Remedy,Commercial -  Retailer,Active,,"Mchenry Comic Management, LLC",MARLOWE MERCADO,General Partnership,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-10T00:00:00,2025-07-09T00:00:00,Modesto,95350,Mponticelli209@gmail.Com,,2024-07-23T04:44:26.05,(209) 345-5360,2308 Mchenry Ave,,37.675863,-120.993661,Stanislaus,,,,,,
C10-0000406-LIC,5544,The Marathon Collective,Commercial -  Retailer,Active,,"Huntington Patients' Association, Inc.","ADAM ANDEBRHAN, Andranik Aroyan",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-10T00:00:00,2025-07-09T00:00:00,Canoga Park,91303,Canacanogapark@gmail.Com,,2024-07-23T04:44:26.05,(818) 326-3131,7011 Canoga Ave,,34.197805,-118.597979,Los Angeles,,,,,,
C10-0000407-LIC,5545,Cookies La Mesa,Commercial -  Retailer,Active,,"Medical Miracle, LLC","Brandon Johnson, Courtney Bernard, Daniel Firtel, Ryan  Johnson",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-11T00:00:00,2025-07-10T00:00:00,La Mesa,91942,Medicalmiracle619@gmail.Com,,2024-07-23T04:44:26.05,(619) 846-6467,7935 El Cajon Blvd,,32.769172,-117.025988,San Diego,,,,,,
C10-0000408-LIC,5546,Mr. Nice Guy Marijuana Cannabis Dispensary Santa Ana,Commercial -  Retailer,Active,,Aaa Health Center,Jimmy Duong,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use,,Annual,CA,Data Not Available,Data Not Available,2019-07-11T00:00:00,2025-07-10T00:00:00,Santa Ana,92705,Mngstatelicensing@gmail.Com,,2024-07-23T04:44:26.05,(949) 572-9635,1525 Saint Gertrude Pl E,,33.720038,-117.849016,Orange,,,,,,
C10-0000411-LIC,5549,PERFECT UNION,Commercial -  Retailer,Active,,"Leave It To Nature, Inc.","Kathryn Abraham, Mansoor  Zakaria, Thomas Cologna, Thomas Sheridan",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-11T00:00:00,2025-07-10T00:00:00,Shasta Lake,96019,Licensing@mwgholdings.Com,,2024-07-23T04:44:26.05,(916) 582-8005,5340 Shasta Dam Blvd,,40.679715,-122.352024,Shasta,,,,,,
C10-0000413-LIC,5555,KOLAS #103,Commercial -  Retailer,Active,,"Cc101, Inc.","Garib Karapetyan, Joe Karapetyan",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-11T00:00:00,2025-07-10T00:00:00,Sacramento,95828,Experience@kolas.Com,,2024-07-23T04:44:26.05,(916) 387-6233,6435 Florin Perkins Rd,,38.509332,-121.389614,Sacramento,,,,,,
C10-0000414-LIC,5556,"GREENHOUSE HERBAL CENTER, LLC",Commercial -  Retailer,Active,,"Greenhouse Herbal Center, LLC",Christopher Abkarian,Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-12T00:00:00,2025-07-11T00:00:00,Los Angeles,90027,Chris@emeraldopportunities.Com,,2024-07-23T04:44:26.05,(323) 533-4842,5224 Hollywood Blvd,,34.10161,-118.304091,Los Angeles,,,,,,
C10-0000415-LIC,5557,Data Not Available,Commercial -  Retailer,Active,,George Pinto,George Pinto,Sole Proprietorship,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-12T00:00:00,2025-07-11T00:00:00,Long Beach,90813,W14street@gmail.Com,,2024-07-23T04:44:26.05,(323) 552-0890,1319 W 14th St,,33.78401977,-118.20929183,Los Angeles,,,,,,
C10-0000416-LIC,5558,Cana Harbor,Commercial -  Retailer,Active,,"Green Earth Pharmacy, Inc.",Alik Eliasian,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-14T00:00:00,2025-07-13T00:00:00,Harbor City,90710,Alexeliasian89@yahoo.Com,,2024-07-23T04:44:26.05,(818) 854-4530,1227 253rd St W,,33.795013,-118.298263,Los Angeles,,,,,,
C10-0000417-LIC,5559,"NAPA DOWNTOWN RETAIL, INC.",Commercial -  Retailer,Active,,"Napa Downtown Retail, Inc.","AMOS FLINT, FRANCIS HELDT, Jerred Kiloh, MICAH MALAN",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-15T00:00:00,2025-07-14T00:00:00,Napa,94559,Sara@abidenapa.Com,,2024-07-23T04:44:26.05,(707) 696-4800,1963 Iroquois St,,38.308209,-122.289591,Napa,,,,,,
C10-0000418-LIC,5560,High Tides,Commercial -  Retailer,Active,,"Ht, Inc","Erica Rene  Wetterstrom, Mary Thomas, Michael Thomas",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-15T00:00:00,2025-07-14T00:00:00,Gualala,95445,Bonedaddy701@yahoo.Com,,2024-07-23T04:44:26.05,(707) 884-1882,38520 S Hwy One Hwy,,38.77454205,-123.53773881,Mendocino,,,,,,
C10-0000419-LIC,5561,"KANNA, INC.",Commercial -  Retailer,Active,,"Kanna, Inc.","Claude Allen, Patrick Louie",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-15T00:00:00,2025-07-14T00:00:00,Oakland,94602,Claude@kannaoak.Com,,2024-07-23T04:44:26.05,(510) 220-6033,2019 Macarthur Blvd,,37.8007268,-122.2182688,Alameda,,,,,,
C10-0000420-LIC,5562,Gradus,Commercial -  Retailer,Active,,"Sherman Oaks Collective Care, Inc.",Lusine Navasardyan,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-15T00:00:00,2025-07-14T00:00:00,N Hollywood,91601,Lusogog1@yahoo.Com,,2024-07-23T04:44:26.05,(818) 919-3964,5740 N Lankershim Blvd,,34.17507123,-118.38037837,Los Angeles,,,,,,
C10-0000421-LIC,5563,MedMen WeHo,Commercial -  Retailer,Active,,Farmacy Collective,"Amit  Pandey, Edward Record, Ellen Harrison, Michel  Serruya, Richard  Ormond",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-15T00:00:00,2025-07-14T00:00:00,West Hollywood,90046,Compliance@medmen.Com,,2024-07-23T04:44:26.05,(323) 593-5110,8208 Santa Monica Blvd,,34.090531,-118.367303,Los Angeles,,,,,,
C10-0000422-LIC,5564,"EVERGREEN EVOLUTION, LLC",Commercial -  Retailer,Active,,"Evergreen Evolution, LLC","Craig Rofhok, Duane Bernard, Ebon Johnson, John Marks",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-15T00:00:00,2025-07-14T00:00:00,La Mesa,91941,Ivegotnoouts@yahoo.Com,,2024-07-23T04:44:26.05,(619) 806-4797,8760 Campo Rd,,32.753147,-117.008892,San Diego,,,,,,
C10-0000423-LIC,5565,MOVOCAN,Commercial -  Retailer,Active,,Movocan,Angel  Fernandez,Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-15T00:00:00,2025-07-14T00:00:00,Calexico,92231,Medigroupangel@gmail.Com,,2024-07-23T04:44:26.05,(760) 540-9358,"1632 Gateway Rd, Suite 5",,32.689664,-115.388765,Imperial,,,,,,
C10-0000424-LIC,5566,Data Not Available,Commercial -  Retailer,Active,,Natural Remedies Caregivers,"Boris Sokol, KRISTINE GRIGORYAN",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-15T00:00:00,2025-07-14T00:00:00,Los Angeles,90029,Nrcaregivers@yahoo.Com,,2024-07-23T04:44:26.05,(310) 795-6449,927 1/2 North Western Ave,,34.10329505,-118.30991099,Los Angeles,,,,,,
C10-0000425-LIC,5567,HALFPIPE,Commercial -  Retailer,Active,,"Phsl, LLC","Frederick Fagundes, Michael Fagundes, Philip Fagundes, Ralph Fagundes, Rick Palmer",Limited Liability Company,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Annual,CA,Data Not Available,Data Not Available,2019-07-16T00:00:00,2025-07-15T00:00:00,Seaside,93955,Licensing@mwgholdings.Com,,2024-07-23T04:44:26.05,(559) 384-2044,"840 Broadway Ave, Suite B4",,36.608985,-121.846822,Monterey,,,,,,
C10-0000426-LIC,5568,MedMen Beverly Hills,Commercial -  Retailer,Active,,"Mme Cyon Retail, Inc.","Amit Pandey, Edward Record, Ellen Harrison, Michel  Serruya, Richard  Ormond",Corporation,BCC,Bureau of Cannabis Control (BCC),Adult-Use and Medicinal,,Provisional,CA,Data Not Available,Data Not Available,2019-07-16T00:00:00,2025-07-15T00:00:00,Los Angeles,90048,Compliance@medmen.Com,,2024-07-23T04:44:26.05,(323) 593-5110,110 Robertson Blvd S,,34.07499753,-118.38369521,Los Angeles,,,,,,
