application_status,license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,original_submitted_date,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,approved_social_equity,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_initial_date_of_review,cnb_date_notice_sent_to_municipality,cnb_60_day_municipal_deadline_date,cnb_90_day_review_deadline_date,cnb_date_background_authorization_sent,cnb_date_background_report_received,cnb_finger_print_results_received_date,cnb_final_application_review,cnb_application_recommendation,cnb_final_inspection_result,cnb_final_license_recommendation,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,application_denied_date,cccupdatedate,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,id,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,4/8/2022,COMPLETE,MR281626,Home Grown 617 LLC,Cambridge,MA,02139,42.364675,-71.102802,"580 Massachusetts Ave Cambridge, MA",,Cambridge,MA,02139,POINT (-71.275566 42.459085),POINT (-71.102801 42.3646749),"580 Massachusetts Ave Cambridge, MA",,Cambridge,MA,02139,84-3236808,MRN281626,1/8/2021 06:44:54 PM,2/10/2021 02:13:56 PM,1/12/2021 01:06:04 PM,5/3/2021 06:39:41 PM,True,yes,EE201972,SE303793,APPROVED,EE201972,EEA201972,,,,Not a DBE,,,,,,,,,,,,,,2/10/2022 03:00:00 AM,6/20/2018 09:42:40 PM,2/11/2021 01:42:45 PM,4/16/2021 01:53:45 PM,5/11/2023 04:00:00 AM,5/13/2024 04:00:00 AM,,5/22/2023,580 Massachusetts Ave,N/A,Middlesex County,,5000.0,02139,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,450,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103044,Frozen 4 Corporation,N/A,,N/A,,,618 Columbia Road,,Dorchester,MA,02125,,,8 Bayridge Lane,,Duxbury,MA,02332,83-2341577,PDOA103044,6/3/2020 10:56:21 AM,6/16/2020 08:13:09 AM,6/10/2020 12:00:13 PM,,False,,EE201961,,,,,,,,Not a DBE,,,,,,,,,,,,,,,5/28/2020 09:33:55 PM,6/19/2020 02:10:28 PM,6/30/2020 10:19:03 AM,6/30/2020 04:00:00 AM,9/30/2022 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283288,Massbiotics Inc.,Worcester,MA,01603,42.247052,-71.813588,35 Armory Street,,Worcester,MA,01603,POINT (-71.840209 42.329642),POINT (-71.813587 42.2470519),35 Armory Street,,Worcester,MA,01603,83-4640547,MCN283288,1/27/2021 10:06:45 AM,2/16/2021 11:39:55 AM,1/29/2021 04:25:37 PM,,False,no,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,1/8/2021 10:17:42 AM,2/26/2021 12:55:19 PM,5/13/2021 12:31:35 PM,,,,5/22/2023,35 Armory St,N/A,Worcester County,,0.0,01603,Worcester,Worcester,42.329642,-71.840209,Central MA,246,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,11/1/2019,COMPLETE,MR282205,"Commcan, Inc.",Millis,MA,02054,42.158175,-71.387539,1525 Main Street,,Millis,MA,02054,POINT (-71.15444 42.199156),POINT (-71.387539 42.158175),730 Main Street Suite 2A,,MILLIS,MA,02054,47-4619040,MRN282205,2/19/2019 11:23:18 AM,4/9/2019 05:57:43 PM,3/6/2019 12:00:00 AM,5/31/2019 04:02:04 PM,True,,,,,,,APPROVED,RP201907,RPA201907,Not a DBE,,,,,,,,,,,,,,10/10/2019 04:00:00 AM,12/19/2018 10:03:50 AM,4/17/2019 12:00:00 AM,5/30/2019 01:54:12 PM,7/14/2022 04:00:00 AM,8/3/2023 04:00:00 AM,,5/22/2023,1525 Main St,N/A,Norfolk County,,5000.0,02054,Millis,Norfolk,42.199156,-71.15444,Central MA,403,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282134,"Hardwick Mill Greenery, Inc.",Hardwick,MA,01031,42.312141,-72.208759,94 Main St.,,Hardwick,MA,01031,POINT (-71.840209 42.329642),POINT (-72.208759 42.3121409),288 Grove St. Suite 128,,Braintree,MA,02184,86-3124077,MPN282134,10/29/2021 04:22:10 PM,2/18/2022 01:54:44 PM,11/10/2021 10:20:44 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,10/14/2021 09:50:08 AM,1/14/2022 11:11:28 AM,3/10/2022 01:53:35 PM,,,,5/22/2023,94 Main St,N/A,Worcester County,,0.0,01031,Gilbertville,Worcester,42.329642,-71.840209,,22,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282129,River Grove LLC,Holyoke,MA,01040,42.198539,-72.602157,475 Canal Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602157 42.1985389),226 South Main Street,,Fall River,MA,02721,87-3943758,MPN282129,12/13/2021 01:01:59 PM,3/1/2022 01:30:59 PM,12/15/2021 01:38:18 PM,,False,yes,SE305147,,,,,,,,Not a DBE,,,,,,,,,,,,,,,10/3/2021 07:40:33 AM,3/4/2022 09:30:20 AM,8/11/2022 11:50:33 AM,,,,5/22/2023,475 Canal St,N/A,Hampden County,,0.0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103524,Cannvas LLC,N/A,,N/A,,,1400 Brayton Point Road,,Somerset,MA,02725,,,33 Wales Ave,,Avon,MA,02322,87-1991297,PDOA103524,8/6/2021 10:09:20 AM,8/11/2021 03:06:12 PM,8/11/2021 01:53:58 PM,,False,,SE304857,,,,,,,,Not a DBE,,,,,,,,,,,,,,,6/29/2021 09:23:57 AM,8/30/2021 08:13:28 AM,8/30/2021 08:13:36 AM,8/30/2021 04:00:00 AM,8/30/2023 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283602,Sweetgrass Farms LLC,Plympton,MA,02367,41.947894,-70.770777,77 Spring Street,,Plympton,MA,02367,POINT (-70.818958 41.978877),POINT (-70.770776 41.9478939),605 Franklin Street,,Duxbury,MA,02332,86-2960821,MCN283602,10/5/2021 12:18:58 PM,10/29/2021 08:18:46 AM,10/12/2021 02:57:16 PM,,False,no,,,,,,,,,Veteran-Owned Business,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,9/20/2021 12:39:43 PM,11/5/2021 10:11:33 AM,1/20/2022 03:47:29 PM,,,,5/22/2023,77 Spring St,N/A,Plymouth County,,0.0,02367,Plympton,Plymouth,41.978877,-70.818958,Southeast and Cape,544,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MC283314,"Advanced Cultivators, LLC",Lowell,MA,01852,42.627672,-71.278608,100 Phoenix Avenue,Units 3 and 5,Lowell,MA,01852,POINT (-71.275566 42.459085),POINT (-71.278608 42.6276719),100 Phoenix Avenue,Units 3 and 5,Lowell,MA,01852,85-1259829,MCN283314,4/30/2021 03:08:15 PM,8/30/2021 07:40:46 AM,5/18/2021 12:47:56 PM,11/18/2021 07:52:58 PM,False,no,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,3/9/2023 03:00:00 AM,1/20/2021 06:01:29 PM,9/3/2021 09:46:30 AM,11/18/2021 02:33:01 PM,10/13/2022 04:00:00 AM,11/18/2023 03:00:00 AM,,5/22/2023,100 Phoenix Ave,Units 3 and 5,Middlesex County,,2500.0,01852,Lowell,Middlesex,42.459085,-71.275566,Northeast,322,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Craft Marijuana Cooperative,Expedited Review - Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,CO281706,"Greenjeans Farms, LLC",N/A,MA,N/A,42.15652,-71.489592,4 Old Sawmill Road,,Holliston,MA,01746,,POINT (-71.489592 42.15652),4 Old Sawmill Road,,Holliston,MA,01746,86-1377326,CON281706,10/11/2021 04:18:42 PM,12/1/2021 09:48:33 AM,10/19/2021 11:45:38 AM,6/7/2022 02:58:48 PM,False,no,,,,,,,,,Woman-Owned Business,Outdoor,"Tier 06: 40,001 to 50,000 sq. ft",,,,,,,,,,,,,6/16/2021 07:26:17 PM,12/10/2021 01:14:45 PM,3/10/2022 01:54:17 PM,5/11/2023 04:00:00 AM,6/7/2024 04:00:00 AM,,5/22/2023,,N/A,,,12500.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284031,I & I Rose Garden LLC,Boston,MA,02131,42.286707,-71.130041,22 Birch Street,,Roslindale,MA,02131,POINT (-71.073493 42.334948),POINT (-71.130041 42.286707),182 Poplar St.,,Roslindale,MA,02131,85-1790679,MRN284031,12/31/2021 09:41:47 AM,9/7/2022 06:32:11 PM,1/7/2022 09:25:14 AM,,True,yes,EE201827,,APPROVED,EE201827,EE201827,,,,Minority-Owned Business | Woman-Owned Business,,,,,,,,,,,,,,,1/14/2021 09:42:42 PM,10/7/2022 11:40:20 AM,11/10/2022 12:42:30 PM,,,,5/22/2023,22 Birch St,N/A,Suffolk County,,0.0,02131,Roslindale,Suffolk,42.334948,-71.073493,,442,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283095,Belle Fleur Holdings LLC,Blandford,MA,01008,42.178331,-72.944739,138 Otis Stage Road,,Blandford,MA,01008,POINT (-72.571312 42.12756),POINT (-72.944738 42.178331),"51 Lincoln Street, Apt. 2",,Hyde Park,MA,02136,84-2084638,MCN283095,10/2/2020 05:19:20 PM,10/9/2020 01:58:26 PM,10/6/2020 09:12:37 AM,,False,no,,,,,,,,,Minority-Owned Business,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,9/30/2020 12:35:07 PM,10/22/2020 10:14:56 AM,1/14/2021 03:22:56 PM,2/10/2022 03:00:00 AM,2/11/2023 03:00:00 AM,,5/22/2023,138 Otis Stage Rd,N/A,Hampden County,,50000.0,01008,Blandford,Hampden,42.12756,-72.571312,Western MA,7,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5847,"UPA, Inc.",N/A,,N/A,,,2 Powder Mil Rd,,Maynard,MA,01754,,,226 South Main Street,Suite 6,Fall River,MA,02721,87-2083422,PMDA5847,8/3/2021 05:09:51 PM,9/9/2021 03:22:53 PM,8/6/2021 12:04:13 PM,,False,,EE202088,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,,,,,,,,,,,,6/1/2021 02:57:52 PM,9/20/2021 07:38:37 AM,9/21/2021 07:38:49 AM,9/21/2021 04:00:00 AM,9/21/2023 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,12/11/2018,COMPLETE,MR281255,"Alternative Therapies Group, Inc.",Salem,MA,01970,42.52254,-70.911092,50 Grove St,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.911091 42.5225399),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,46-2086314,MRN281255,6/22/2018 10:37:49 AM,7/23/2018 05:50:21 PM,7/10/2018 12:00:00 AM,8/23/2018 04:43:07 PM,True,,,,,,,APPROVED,RP201825,RPA201825,Not a DBE,,,,,,,,,,,,,,11/20/2018 03:00:00 AM,4/17/2018 02:02:10 PM,7/30/2018 12:00:00 AM,8/23/2018 03:48:49 PM,9/15/2022 04:00:00 AM,10/28/2023 04:00:00 AM,,5/22/2023,50 Grove St,N/A,Essex County,,5000.0,01970,Salem,Essex,42.635475,-70.970827,Northeast,374,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281787,"Holistic Industries, Inc.",Somerville,MA,02143,42.38004,-71.097523,304 Somerville Avenue,,Somerville,MA,02143,POINT (-71.275566 42.459085),POINT (-71.097522 42.3800400),1900 West Park Drive,Suite 280,Westborough,MA,01581,47-5374980,MRN281787,7/28/2022 11:41:51 AM,1/20/2023 02:49:42 PM,8/5/2022 03:48:14 PM,5/11/2023 03:44:55 PM,True,no,,,,,,APPROVED,RP201840,RP201840,Not a DBE,,,,,,,,,,,,,,,8/7/2018 02:12:46 PM,1/27/2023 03:39:57 PM,5/11/2023 02:27:08 PM,5/11/2023 04:00:00 AM,5/11/2024 04:00:00 AM,,5/22/2023,304 Somerville Ave,N/A,Middlesex County,,10000.0,02143,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,454,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5910,"Canndle Massachusetts, LLC",N/A,,N/A,,,935 Great Plain Ave,#102,Needham,MA,02492,,,935 Great Plain Ave,#102,Needham,MA,02492,87-2209460,PMDA5910,9/12/2021 12:04:59 PM,9/13/2021 04:09:07 PM,9/13/2021 03:36:55 PM,,False,,SE305169,SE305169,,,,,,,Not a DBE,,,,,,,,,,,,,,,8/16/2021 11:21:29 AM,10/13/2021 10:29:33 AM,10/13/2021 10:29:41 AM,10/13/2021 04:00:00 AM,10/13/2023 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281359,"Silver Therapeutics, Inc",Orange,MA,01364,42.59721,-72.3032,"82 Wendell Ave, Suite 100",,Pittsfield,MA,01201,POINT (-72.573941 42.587072),POINT (-72.303200 42.5972099),89 Court Street,,Saratoga Springs,NY,12866,82-1894711,MCN281359,5/21/2018 01:28:30 PM,6/29/2018 02:10:57 PM,5/14/2018 12:00:00 AM,12/17/2018 11:30:08 AM,True,,,,,,,,,RPA201854,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,5/2/2018 09:21:18 AM,7/5/2018 12:00:00 AM,12/14/2018 11:58:08 AM,11/10/2022 03:00:00 AM,1/22/2024 03:00:00 AM,,5/22/2023,,N/A,Franklin County,,5000.0,01364,Orange,Franklin,42.587072,-72.573941,Western MA,152,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/26/2022,COMPLETE,MP281301,Caregiver-Patient Connection LLC,Framingham,MA,01701,42.268464,-71.413131,"60 Tripp St.,",,Framingham,MA,01701,POINT (-71.275566 42.459085),POINT (-71.413131 42.2684640),"910 Boston Post Rd., Suite 910",,Marlboro,MA,01752,82-3954417,MPN281301,7/26/2019 11:45:09 AM,12/17/2019 04:01:36 PM,7/29/2019 12:00:00 AM,,True,,,,,,,APPROVED,RP201819,RPA201819,Woman-Owned Business,,,,,,,,,,,,,,11/18/2021 03:00:00 AM,4/17/2018 04:40:51 PM,12/30/2019 12:00:00 AM,3/5/2020 12:16:18 PM,2/9/2023 03:00:00 AM,3/12/2024 04:00:00 AM,,5/22/2023,61 Tripp St,N/A,Middlesex County,,10000.0,01701,Framingham,Middlesex,42.459085,-71.275566,Central MA,262,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,2/22/2022,COMPLETE,MR282036,"Pleasantrees, Inc.",Amherst,MA,01002,42.373332,-72.533478,422 Amity Street,,Amherst,MA,01002,POINT (-72.62073 42.322256),POINT (-72.533478 42.3733319),195 Northampton Street,,Easthampton,MA,01027,81-4397799,MRN282036,12/12/2018 10:16:49 AM,4/26/2021 04:49:59 PM,1/14/2019 12:00:00 AM,7/26/2021 07:27:11 AM,True,no,,,,,,APPROVED,RP201924,RP201924,Not a DBE,,,,,,,,,,,,,,1/20/2022 03:00:00 AM,11/9/2018 11:05:07 AM,5/3/2021 09:54:34 AM,7/15/2021 04:39:50 PM,7/14/2022 04:00:00 AM,7/26/2023 04:00:00 AM,,5/22/2023,422 Amity St,N/A,Hampshire County,,10000.0,01002,Amherst,Hampshire,42.322256,-72.62073,Western MA,2,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283477,Fish Road LLC,Dudley,MA,01570,42.046922,-71.973775,40 Fish Road,,Dudley,MA,01571,POINT (-71.840209 42.329642),POINT (-71.973775 42.0469220),120 Schofield Avenue,,Dudley,MA,01571,86-3032556,MCN283477,4/26/2021 08:22:44 AM,8/25/2021 11:58:48 AM,5/7/2021 09:43:07 AM,,False,no,,,,,,,,,Not a DBE,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,,,,,,,,,,,4/15/2021 02:39:10 PM,9/3/2021 10:31:54 AM,10/14/2021 01:08:48 PM,,,,5/22/2023,40 Fish Rd,N/A,Worcester County,,0.0,01570,Webster,Worcester,42.329642,-71.840209,Central MA,234,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,7/5/2022,COMPLETE,MR282853,BKPN LLC,Dracut,MA,01826,42.667708,-71.241796,1274 Merrimack Street,,DRACUT,MA,01826,POINT (-71.275566 42.459085),POINT (-71.241795 42.6677079),1274 Merrimack Street,,DRACUT,MA,01826,84-2328124,MRN282853,8/12/2019 02:31:32 PM,4/1/2020 02:16:28 PM,2/5/2020 12:00:00 AM,10/26/2020 02:41:26 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,5/12/2022 04:00:00 AM,7/10/2019 03:46:50 PM,4/7/2020 12:00:00 AM,7/9/2020 02:32:22 PM,10/13/2022 04:00:00 AM,10/26/2023 04:00:00 AM,,5/22/2023,1274 Merrimack Ave,N/A,Middlesex County,,10000.0,01826,Dracut,Middlesex,42.459085,-71.275566,Northeast,306,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/9/2020,COMPLETE,MR281844,CTDW LLC,Salem,MA,01970,42.518747,-70.893879,11 Larchmont Street,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.893878 42.5187469),11 Larchmont Street,,Salem,MA,01970,83-1824620,MRN281844,1/17/2019 10:11:41 AM,10/7/2019 11:02:02 AM,8/26/2019 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,11/19/2020 03:00:00 AM,8/29/2018 01:53:08 PM,11/1/2019 12:00:00 AM,1/16/2020 03:31:08 PM,4/14/2023 04:00:00 AM,4/17/2024 04:00:00 AM,,5/22/2023,3 Dodge St,N/A,Essex County,,10000.0,01970,Salem,Essex,42.635475,-70.970827,Northeast,374,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,2/22/2022,COMPLETE,MC282243,"Four Daughters Compassionate Care, Inc.",Sharon,MA,02067,42.118938,-71.233566,1200 Providence Highway,,Sharon,MA,02067,POINT (-71.15444 42.199156),POINT (-71.233565 42.118938),415 N. Dearborn Street,4th Floor,Chicago,IL,60654,47-4470548,MCN282243,6/28/2019 06:25:58 PM,10/28/2019 12:21:20 PM,7/11/2019 12:00:00 AM,11/21/2019 04:03:47 PM,True,,,,,,,APPROVED,RP201864,RPA201864,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,9/17/2021 04:00:00 AM,6/26/2019 03:43:19 PM,9/5/2019 12:00:00 AM,11/7/2019 01:36:15 PM,12/8/2022 03:00:00 AM,12/9/2023 03:00:00 AM,,5/22/2023,1200 General Edwards Hwy,N/A,Norfolk County,,20000.0,02067,Sharon,Norfolk,42.199156,-71.15444,Southeast and Cape,412,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD6005,"M2B Home Delivery, Inc.",N/A,,N/A,,,139 Silvio O Conte Drive,,Greenfield,MA,01301,,,312 Davis St,,Greenfield,MA,01301,88-3218696,PMDA6005,10/26/2022 03:44:39 PM,12/8/2022 10:21:51 AM,11/14/2022 02:38:18 PM,,False,,SE305884,SE305884,,,,,,,Not a DBE,,,,,,,,,,,,,,,4/4/2022 06:38:51 PM,12/17/2022 10:09:21 AM,12/20/2022 10:09:57 AM,12/20/2022 03:00:00 AM,12/20/2024 03:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281749,Frozen 4 Corporation,Marshfield,MA,02050,42.10628,-70.758619,618 Columbia Road,,Dorchester,MA,02125,POINT (-70.818958 41.978877),POINT (-70.758618 42.1062799),8 Bayridge Lane,,Duxbury,MA,02332,83-2341577,MPN281749,8/26/2019 09:26:53 AM,3/12/2020 03:04:58 PM,2/7/2020 12:00:00 AM,6/5/2020 02:03:34 PM,True,,,,,,EEA201955,,,,Not a DBE,,,,,,,,,,,,,,,8/21/2019 12:56:26 PM,3/19/2020 12:00:00 AM,6/4/2020 02:12:32 PM,5/11/2023 04:00:00 AM,6/19/2024 04:00:00 AM,,5/22/2023,985 Plain St,N/A,Plymouth County,,5000.0,02050,Marshfield,Plymouth,41.978877,-70.818958,Southeast and Cape,399,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282523,Ten-Ten LLC,Sheffield,MA,01257,42.125637,-73.36132,775 N. Main St,,Sheffield,MA,01257,POINT (-73.209889 42.396128),POINT (-73.361320 42.1256369),54 Nelson Ave Ext,,Saratoga Springs,NY,12866,83-1989850,MCN282523,2/19/2020 12:26:54 PM,4/16/2020 02:57:43 PM,4/3/2020 12:00:00 AM,7/27/2020 04:04:07 PM,False,,,,,,,,,,Not a DBE,Outdoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,12/4/2019 06:25:50 PM,5/26/2020 02:17:47 PM,7/9/2020 03:49:37 PM,7/14/2022 04:00:00 AM,7/27/2023 04:00:00 AM,,5/22/2023,775 N Main St,N/A,Berkshire County,,2500.0,01257,Sheffield,Berkshire,42.396128,-73.209889,Western MA,122,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103493,"Sugarloaf Cambridge Cannabis, LLC",N/A,,N/A,,,19 Belmont Street,,Cambridge,MA,02318,,,16 Holden Road,,Belmont,MA,02478,88-3081116,PDOA103493,11/8/2022 10:54:48 AM,11/23/2022 10:51:16 AM,11/17/2022 03:44:47 PM,,False,,SE304245,SE304245,,,,,,,Woman-Owned Business | Minority-Owned Business,,,,,,,,,,,,,,,4/13/2021 04:18:24 AM,11/28/2022 03:47:01 PM,12/2/2022 03:47:35 PM,12/2/2022 03:00:00 AM,12/2/2024 03:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281686,"Sama Productions, LLC",Sandisfield,MA,01255,42.075895,-73.063928,42 South Main Street,,Sandisfield,MA,01255,POINT (-73.209889 42.396128),POINT (-73.063928 42.0758950),28 Priscilla Avenue,,Yonkers,NY,10710,86-1451776,MPN281686,8/19/2021 03:42:44 PM,1/4/2022 02:51:30 PM,9/16/2021 05:41:04 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,6/1/2019 03:52:48 AM,1/14/2022 11:17:53 AM,3/10/2022 01:51:04 PM,6/15/2022 04:00:00 AM,6/15/2023 04:00:00 AM,,5/22/2023,42 S Main St,N/A,Hampden County,,10000.0,01255,Sandisfield,Berkshire,42.396128,-73.209889,Western MA,120,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282072,Admiral Green Holdings Corp.,Gloucester,MA,01930,42.624622,-70.645959,58 Great Republic Drive,,Gloucester,MA,01930,POINT (-70.970827 42.635475),POINT (-70.645959 42.6246220),226 South Main Street,,Fall River,MA,02721,87-1742024,MPN282072,11/8/2021 11:57:27 AM,12/12/2021 11:17:40 AM,11/17/2021 09:03:56 AM,3/22/2022 03:33:37 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,5/5/2021 10:21:39 AM,12/17/2021 10:22:49 AM,3/10/2022 01:57:15 PM,3/22/2022 04:00:00 AM,3/22/2023 04:00:00 AM,,5/22/2023,58 Great Republic Dr,N/A,Essex County,,10000.0,01930,Gloucester,Essex,42.635475,-70.970827,Northeast,357,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
