license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date,business_phone,premise_street_address,business_website,premise_latitude,premise_longitude,premise_county,details_url,Street,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,phone_number,ccclastupdated,application_status,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,establishment_zipcode,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,cnb_deemed_complete_date,application_approved_date,lic_start_date,pmt_amount,lic_fee_amount,town,county_lat,county_long,region,cccupdatedate,establishment_address_2,establishment_state,approved_se_number,Medical ,adult_use,county,medical,CEID,LicenseStatus,analyses,cultivator,retailer
00000004ESAN63639048,134,Harvest of Tucson,Marijuana Establishment,Operating,,"Patient Care Center 301, Inc.",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,1/22/2023,"Patient Care Center 301, Inc.",Tucson,85716,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,850-559-7734,2734 E Grant Rd,,32.250289252525754,-110.93124710516976,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000105ESDR54985961,135,Zen Leaf Phoenix (Dunlap Ave.),Marijuana Establishment,Operating,,"Perpetual Healthcare, LLC",,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,Perpetual Healthcare Inc,Phoenix,85051,"Email
azlicensing@verano.holdings",,2023-12-17T10:44:05.273777,312-819-5061,4244 W Dunlap Rd Ste 1,,33.56755645048743,-112.1504985,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000047ESRJ75098505,136,Phoenix Relief Center Inc,Marijuana Establishment,Operating,,Phoenix Relief Center Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Phoenix Relief Center Inc,Ste 104,85041,"Email
phoenixreliefcenter@live.com",,2023-12-17T10:44:05.273777,(602) 276-3401,6330 S 35th Ave,,33.38887561891218,-112.13373929569856,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000049ESUK39624376,137,Phytotherapeutics Of Tucson,Marijuana Establishment,Operating,,Phytotherapeutics Of Tucson,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Phytotherapeutics Of Tucson,Phoenix,85035,"Email
phytotheraputics@curaleaf.com",,2023-12-17T10:44:05.273777,623-385-1310,2175 N 83rd Ave,,33.470206784898174,-112.23782400810832,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000059ESZW76539792,138,Pinal County Wellness Center,Marijuana Establishment,Operating,,Pinal County Wellness Center,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Pinal County Wellness Center,Peoria,85345,"Email
pinalcountywellness@curaleaf.com",,2023-12-17T10:44:05.273777,619-869-5090,8970 N 91st Ave,,33.56610207070392,-112.25515337105756,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000138ESOA91816349,139,JARS Cannabis,Marijuana Establishment,Operating,,Piper's Shop LLC,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,4/19/2023,Piper's Shop LLC,Safford,85546,"Email
pipers@mohavecannabis.com",,2023-12-17T10:44:05.273777,928-266-2550,1809 W Thatcher Blvd,,32.834776990504366,-109.729938967959,Graham County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,"Plant Safe, LLC",Marijuana Laboratory,Operating,,"Plant Safe, LLC",,,ADHS,Arizona Department of Health Services,Adult-Use,,,AZ,,,12/13/2022,"Plant Safe, LLC",Tucson,85713,"Email
info@plantsafelabs.com",,2023-12-17T10:44:05.273777,(520) 777-7340,3450 S Broadmont Dr,,32.18479698625616,-110.91969396496178,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000159ESTFT57497963,141,Pleasant Plants I LLC,Marijuana Establishment,Operating,,Pleasant Plants I LLC,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,4/8/2022,Pleasant Plants I LLC,Bisbee,85603,"Email
hollinquestarelise90@gmail.com",,2023-12-17T10:44:05.273777,310-694-4397,1191 South Naco Highway,,31.399514079746,-109.918756508231,Cochise County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000109ESVM44878444,142,Ponderosa Dispensary,Marijuana Establishment,Operating,,Ponderosa Botanical Care Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,,,AZ,,,8/8/2022,Ponderosa Botanical Care Inc,Chandler,85224,"Email
jeremy.basha@sonoranroots.com",,2023-12-17T10:44:05.273777,(623) 877-3934,318 South Bracken Lane,,33.297050685294,-111.890995023721,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000050ESTO08528992,143,Pp Wellness Center,Marijuana Establishment,Operating,,Pp Wellness Center,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Pp Wellness Center,Glendale,85308,"Email
ppwellnesscenter@curaleaf.com",,2023-12-17T10:44:05.273777,(623) 385-1310,8160 W Union Hills Dr Ste A106,,33.65273949073783,-112.2351435,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,"Pure Labs, Llc",Marijuana Laboratory,Not Operating,,"Pure Labs, Llc",,,ADHS,Arizona Department of Health Services,Adult-Use,,,AZ,,,,"Pure Labs, Llc",Phoenix,85019,,,2023-12-17T10:44:05.273777,Marijuana Laboratory,4165 W Clarendon Avenue,,33.4917000185194,-112.1495789997976,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000130ESFL12611544,145,Harvest of Tucson - Menlo Park,Marijuana Establishment,Operating,,Purplemed Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Purplemed Inc,Tucson,85745,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,850-559-7734,1010 S Fwy Ste 130,,32.2084399881812,-110.98089200024536,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000124ESOS02903622,146,The Prime Leaf,Marijuana Establishment,Operating,,Rainbow Collective Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,Rainbow Collective Inc,Tucson,85712,"Email
azdhs@theprimeleaf.com",,2023-12-17T10:44:05.273777,(520) 207-2753,4220 E Speedway Blvd,,32.2358949958514,-110.90252003208852,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000080ESNP00364439,147,Noble Herb,Marijuana Establishment,Operating,,Rch Wellness Center,,,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,,,AZ,,,8/8/2022,Rch Wellness Center Llc,Flagstaff,86001,"Email
ryan.hermansky@gmail.com",,2023-12-17T10:44:05.273777,(928) 351-7775,522 E Route 66,,35.1974883130878,-111.63530637382442,Coconino County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000035ESBO39198288,148,Arizona Natural Concepts,Marijuana Establishment,Operating,,"Rjk Ventures, Inc.",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,1/22/2023,"Rjk Ventures, Inc.",Phoenix,85085,"Email
ronredburn123@gmail.com",,2023-12-17T10:44:05.273777,(602) 224-5999,1039 East Carefree Highway,,33.798858967516,-112.059174390537,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000093ESRF39774783,149,"S Flower N Phoenix, Inc.",Marijuana Establishment,Operating,,"S Flower N Phoenix, Inc.",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Arizona Natural Remedies Inc,Phoenix,85027,"Email
tbeyer@beyermanagement.com",,2023-12-17T10:44:05.273777,(623) 582-0436,22041 North 23rd Avenue,,33.686640329513,-112.108066534674,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000166ESTNU15027116,150,Sol Flower,Marijuana Establishment,Operating,,"S Flower SE 1, Inc",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,4/8/2022,"S Flower SE 1, Inc.",Tucson,85704,"Email
tbeyer@beyermanagement.com",,2023-12-17T10:44:05.273777,602-828-7204,6026 North Oracle Road,,32.316246140896,-110.975274951651,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000163ESTSO81819209,151,Sol Flower,Marijuana Establishment,Operating,,"S Flower SE 2, Inc.",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,4/8/2022,"S Flower SE 2, Inc.",Tucson,85746,"Email
tbeyer@beyermanagement.com",,2023-12-17T10:44:05.273777,(602) 828-7204,3000 West Valencia Road,,32.134927554119,-111.031093732934,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000171ESTSC03605413,152,S Flower SE 3 Inc.,Marijuana Establishment,Operating,,S Flower SE 3 Inc.,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,4/8/2022,S Flower SE 3 Inc.,Tucson,85718,"Email
tbeyer@beyermanagement.com",,2023-12-17T10:44:05.273777,602-828-7204,4837 North 1st Avenue,,32.294675061616,-110.961554865801,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000152ESTNJ52349435,153,"S Flower SE 4, Inc.",Marijuana Establishment,Operating,,"S Flower SE 4, Inc.",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,4/8/2022,"S Flower SE 4, Inc.",Tucson,85704,"Email
tbeyer@beyermanagement.com",,2023-12-17T10:44:05.273777,(480) 720-2943,6437 North Oracle Road,,32.324079490418,-110.975474943861,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000015LCYY86486830,154,Saguaro Testing,Marijuana Laboratory,Operating,,Saguaro Testing,,,ADHS,Arizona Department of Health Services,Adult-Use,,,AZ,,,5/20/2023,Saguaro Testing,Chandler,85226,"Email
leticia@saguarotesting.com",,2023-12-17T10:44:05.273777,480-785-5800,571 N 54th St,,33.31204699972274,-111.9669000301356,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000071ESFP14031510,155,Cannabist,Marijuana Establishment,Operating,,Salubrious Wellness Clinic Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Salubrious Wellness Clinic,Ste 1 & 2,85281,"Email
cras@col-care.com",,2023-12-17T10:44:05.273777,(480) 245-6751,520 S Price Rd,,33.42533768037686,-111.89197186302415,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000057ESJG92466754,156,Sea Of Green Llc,Marijuana Establishment,Operating,,Sea Of Green Llc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,1/22/2023,Sea Of Green Llc,Mesa,85212,"Email
compliance@trubliss.com",,2023-12-17T10:44:05.273777,(480) 325-5000,6844 East Parkway Norte,,33.338977604795296,-111.68583506924809,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000055ESFL28376770,157,Harvest of Cottonwood,Marijuana Establishment,Operating,,"Sherri Dunn, Llc",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,1/22/2023,Sherri Dunn Llc,Cottonwood,86326,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,954-817-2370,2400 E Sr 89a,,34.72136719128449,-111.9998672798488,Yavapai County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000090ESFB63917979,158,Nature's Medicines,Marijuana Establishment,Operating,,Sixth Street Enterprises Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,,,AZ,,,8/8/2022,"Sixth Street Enterprises, Inc.",Glendale,85301,"Email
compliance@storypartners.com",,2023-12-17T10:44:05.273777,(602) 641-6600,6840 West Grand Ave,,33.55599600000001,-112.205475,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000092ESKW00353670,159,Nature's Medicines,Marijuana Establishment,Operating,,Sixth Street Enterprises Inc,,,ADHS,Arizona Department of Health Services,Retail - Cultivate Retail - Sell,,,AZ,,,8/8/2022,"Sixth Street Enterprises, Inc.",Phoenix,85009,"Email
compliance@storypartners.com",,2023-12-17T10:44:05.273777,480-420-3145,2439 W Mcdowell Rd,,33.46539601379325,-112.11261799191712,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000020LCVT89602592,160,Smithers CTS Arizona LLC,Marijuana Laboratory,Operating,,Smithers CTS Arizona LLC,,,ADHS,Arizona Department of Health Services,Adult-Use,,,AZ,,,9/21/2023,Smithers CTS Arizona LLC,Phoenix,85013,"Email
az@greenscientificlabs.com",,2023-12-17T10:44:05.273777,(954) 696-7791,734 W Highland Avenue,,33.50603801827228,-112.08425396684756,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000140ESDP54259308,161,The Clifton Bakery LLC,Marijuana Establishment,Operating,,Sonoran Flower LLC,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Manufacture Retail - Sell,,,AZ,,,4/19/2023,Sonoran Flower LLC,CLIFTON,85533,"Email
leekatterman@gmail.com",,2023-12-17T10:44:05.273777,520-241-7777,700 S. CORONADO BLVD,,33.04394499540513,-109.29216197193236,Greenlee County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000117ESPN93487198,162,Health for Life McDowell,Marijuana Establishment,Operating,,Soothing Options,,,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,"Soothing Options, Inc.",Ste 103,85215,"Email
compliance@ianthus.com",,2023-12-17T10:44:05.273777,(480) 830-8251,5550 E Mcdowell Rd,,33.467560011645574,-111.71027096533696,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000134ESWD58732580,163,"Springerville Smoke, LLC",Marijuana Establishment,Not Operating,,"Springerville Smoke, LLC",,,ADHS,Arizona Department of Health Services,,,,AZ,,,4/19/2023,"Springerville Smoke, LLC",Springerville,85938,"Email
gt.candelaria@gmail.com",,2023-12-17T10:44:05.273777,Marijuana Establishment,19 West Main Street,,34.13386514306159,-109.2861768325607,Apache County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000123ESYS35386603,164,Superior Organics,Marijuana Establishment,Operating,,Superior Organics,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,Superior Organics,Phoenix,85043,"Email
steve@thesuperiordispensary.com",,2023-12-17T10:44:05.273777,(602) 926-9100,211 S 57th Dr,,33.44576232361936,-112.18218651710976,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,"SV LABS, LLC",Marijuana Laboratory,Not Operating,,"SV LABS, LLC",,,ADHS,Arizona Department of Health Services,Adult-Use,,,AZ,,,,"SV LABS, LLC",PHOENIX,85027,,,2023-12-17T10:44:05.273777,Marijuana Laboratory,1745 W DEER VALLEY RD,,33.682986993195016,-112.09611100707951,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000011ESVC04035599,166,Harvest of Apache Junction,Marijuana Establishment,Operating,,"Svaccha, Llc",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,1/22/2023,"Svaccha, Llc",Apache Junction,85120,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,954-817-2370,1985 W Apache Trail Ste 4,,33.41505252452561,-111.567438,Pinal County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000009ESJA48286920,167,Harvest of Tempe,Marijuana Establishment,Operating,,"Svaccha, Llc",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,1/22/2023,"Svaccha, Llc",Ste 102,85284,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,954-817-2370,710 W Elliot Rd,,33.349285453545846,-111.947517,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000161ESTOJ23023764,168,"Swallowtail 3, LLC",Marijuana Establishment,Operating,,"Swallowtail 3, LLC",,,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Retail - Prepare Edibles,,,AZ,,,4/8/2022,"Swallowtail 3, LLC",A,85283,"Email
compliance@brightroot.com",,2023-12-17T10:44:05.273777,(602) 931-3663,5210 South Priest Dr,,33.37714735575818,-111.96378254888756,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000013ESHH20255089,169,Harvest of Mesa North,Marijuana Establishment,Operating,,"Sweet 5, Llc",,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,1/22/2023,"Sweet 5, Llc",Mesa,85201,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,770-330-0831,1150 W McLellan Rd,,33.44430898942254,-111.85585003898284,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000089ESLW87335751,170,Fire. Dispensary,Marijuana Establishment,Operating,,The Desert Valley Pharmacy Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,The Desert Valley Pharmacy Inc,Phoenix,85017,"Email
carnold@afgmanagement.net",,2023-12-17T10:44:05.273777,(520) 723-7710,2825 W Thomas Rd,,33.479594999681964,-112.1208630186137,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000008ESJT20615662,171,Arizona Natural Selections of Mesa,Marijuana Establishment,Operating,,The Giving Tree Wellness Center Of Mesa Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,The Giving Tree Wellness Centerof Mesa Inc,Mesa,85204,"Email
compliance@trulieve.com",,2023-12-17T10:44:05.273777,850-559-7734,938 E Juanita Ave,,33.38217676550845,-111.81095547377228,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000023ESLL63816994,172,Giving Tree Dispensary,Marijuana Establishment,Operating,,The Giving Tree Wellness Center Of North Phoenix Inc.,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,The Giving Tree Center Of North Phoenix Inc,Phoenix,85027,"Email
lilach@givingtreeaz.com",,2023-12-17T10:44:05.273777,(623) 242-9080,701 West Union Hills Drive,,33.654164980935946,-112.0832550116271,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000120ESGW29293058,173,The Green Halo Llc,Marijuana Establishment,Operating,,The Green Halo Llc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,The Green Halo Llc,Tucson,85756,"Email
groop@tcc-az.com",,2023-12-17T10:44:05.273777,(520) 664-2251,7710 S Wilmot Rd,,32.112657,-110.85796851797514,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000074ESMJ87013698,174,Green Pharms,Marijuana Establishment,Operating,,The Healing Center Farmacy Llc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,The Healing Center Farmacy Llc,Mesa,85209,"Email
arvinaz@gmail.com",,2023-12-17T10:44:05.273777,(480) 410-6704,7235 E Hampton Ave Unit 115,,33.38917793828333,-111.67636207954853,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000115ESJB22990289,175,Health For Life Crismon,Marijuana Establishment,Operating,,The Healing Center Wellness Center Llc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,The Healing Center Wellness Center Llc,Mesa,85207,"Email
compliance@ianthus.com",,2023-12-17T10:44:05.273777,(480) 400-1170,9949 E Apache Trail,,33.41502141010829,-111.61601647604564,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000099ESVM28064808,176,Sunday Goods,Marijuana Establishment,Operating,,The Health Center Of Cochise Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,,,AZ,,,8/8/2022,"The Health Center Of Cochise, Inc.",Phoenix,85020,"Email
healthcenterofcochise@thepharmaz.com",,2023-12-17T10:44:05.273777,520-808-3111,1616 E. Glendale Ave.,,33.5382658301689,-112.04678001679264,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000053ESYR15319850,177,The Kind Relief Inc,Marijuana Establishment,Operating,,The Kind Relief Inc,,,ADHS,Arizona Department of Health Services,Retail - Sell,,,AZ,,,8/8/2022,"The Kind Relief, Inc.",Queen Creek,85142,"Email
thekindrelief@curaleaf.com",,2023-12-17T10:44:05.273777,623-385-1310,18423 E San Tan Blvd Ste #1,,33.21207733718071,-111.68470892200936,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000084ESFH12297246,178,Zen Leaf Mesa,Marijuana Establishment,Operating,,The Medicine Room Llc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,,,AZ,,,8/8/2022,The Medicine Room Llc,Mesa,85201,"Email
azlicensing@verano.holdings",,2023-12-17T10:44:05.273777,312-819-5061,550 W Mckellips Rd Bldg 1,,33.45141246439455,-111.84342311518265,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000017LCJV69168365,179,Titan Laboratories Tucson LLC,Marijuana Laboratory,Operating,,Titan Laboratories Tucson LLC,,,ADHS,Arizona Department of Health Services,Adult-Use,,,AZ,,,8/10/2023,Titan Laboratories Tucson LLC,Tucson,85706,"Email
robert.brodnick@titanlab.net",,2023-12-17T10:44:05.273777,(919) 260-4957,2175 Valencia Rd.,,32.13499201095429,-110.93828502620492,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000114ESQS66067289,180,Total Accountability Patient Care,Marijuana Establishment,Operating,,Total Accountability Patient Care,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,,,AZ,,,8/8/2022,Total Accountability Patient Care,Tucson,85719,"Email
azdhs@theprimeleaf.com",,2023-12-17T10:44:05.273777,(520) 586-8710,1525 N. Park Ave,,32.24132299061927,-110.95714103940742,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000110ESBL46708127,181,Total Accountability Systems I Inc,Marijuana Establishment,Operating,,Total Accountability Systems I Inc,,,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,,,AZ,,,8/8/2022,Total Accountability Systems I Inc,Prescott Valley,86314,"Email
kristiewilder@outlook.com",,2023-12-17T10:44:05.273777,(928) 3505870,6287 E Copper Hill Dr. Ste A,,34.581934210224944,-112.3548195868791,Yavapai County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
